topology,sample,mechanical_validation_nmse_x,mechanical_validation_nmse_y,mechanical_validation_nmse_2d,selected_drive_channels,drive_smoothing_frames,selected_K,selected_frequencies_hz,selected_filter_length_s,selected_svd_rank,legendre_validation_nmse_x,legendre_validation_nmse_y,legendre_validation_nmse_2d,legendre_H_cut,legendre_D_cut
topology_17_prestress,sample_0,0.3188658862797614,0.5034847735453386,0.34215374396135545,u,1,1,5.9138162,8.0,6,0.25470389214437616,0.9368955254037042,0.32536813668923453,2,1
topology_17_prestress,sample_1,0.3175655068340205,0.48568628576339223,0.3390436664973944,u,1,1,5.9138162,8.0,6,0.25470389214437616,0.9368955254037042,0.32536813668923453,2,1
topology_17_prestress,sample_2,0.315588178418494,0.4830448887656224,0.33715754087206484,u,1,1,5.9138162,8.0,6,0.25470389214437616,0.9368955254037042,0.32536813668923453,2,1
topology_17_prestress,sample_3,0.31517806383612584,0.4744451503284954,0.33601953107997995,u,1,1,5.9138162,8.0,6,0.25470389214437616,0.9368955254037042,0.32536813668923453,2,1
topology_17_prestress,sample_4,0.3127548756751749,0.472025798283436,0.33344548971390575,u,1,1,5.9138162,8.0,6,0.25470389214437616,0.9368955254037042,0.32536813668923453,2,1
