topology,amplitude,sample,K,frequency_set_type,frequency_set_label,refined_frequency_hz,drive_channels,drive_smoothing_frames,number_drive_channels,filter_length_s,filter_length_frames,selected_frequencies_hz,decay_times_s,number_raw_features,svd_rank,condition_number,train_nmse_x,train_nmse_y,train_nmse_2d,validation_nmse_x,validation_nmse_y,validation_nmse_2d,selection_metric_value
topology_17_prestress,amp=1,sample_0,1,refined_single,refined_5.4600Hz,5.46,u,1,1,2.0,60,5.46,0.5 1 2 5 10 100,12,5,24.258492271711205,0.6086644086283272,0.6346943998191731,0.6135990057383338,0.41619883193464813,0.9375063627107707,0.47019803251387426,0.9375063627107707
topology_17_prestress,amp=1,sample_0,1,refined_single,refined_5.4600Hz,5.46,u,1,1,3.0,90,5.46,0.5 1 2 5 10 100,12,6,20.240673238054125,0.6075825462430642,0.6420003176967491,0.61410724440001,0.4423402359058193,0.9797356443379723,0.49800588571348586,0.9797356443379723
topology_17_prestress,amp=1,sample_0,1,refined_single,refined_5.4600Hz,5.46,u,1,1,5.0,150,5.46,0.5 1 2 5 10 100,12,6,13.26263702406793,0.635249943064019,0.6412485521829541,0.6363894686625533,0.4364219245267728,0.9305730343683422,0.48760815016417186,0.9305730343683422
topology_17_prestress,amp=1,sample_0,1,refined_single,refined_5.4600Hz,5.46,u,1,1,8.0,240,5.46,0.5 1 2 5 10 100,12,6,12.011854780420997,0.5383316030529659,0.7081761823646268,0.5697117873962698,0.4187018507429318,0.9736444599696162,0.4761851125346362,0.9736444599696162
topology_17_prestress,amp=1,sample_0,1,refined_single,refined_5.4700Hz,5.470000000000001,u,1,1,1.0,30,5.47,0.5 1 2 5 10 100,12,4,7.106809183617063,0.6399448871081276,0.6238353183226729,0.6368909394141272,0.42004079986779214,0.9067408730047367,0.4704552161569988,0.9067408730047367
topology_17_prestress,amp=1,sample_0,1,refined_single,refined_5.4700Hz,5.470000000000001,u,1,1,2.0,60,5.47,0.5 1 2 5 10 100,12,5,24.660766351428,0.610389742316343,0.6270554625796707,0.6135491216048206,0.4154038774820715,0.9386400968881737,0.46960285964517373,0.9386400968881737
topology_17_prestress,amp=1,sample_0,1,refined_single,refined_5.4700Hz,5.470000000000001,u,1,1,3.0,90,5.47,0.5 1 2 5 10 100,12,6,19.71331393292163,0.6090591539521184,0.6275201417187525,0.6125588684242904,0.44470053711647384,0.9871827741897032,0.5008931017755188,0.9871827741897032
topology_17_prestress,amp=1,sample_0,1,refined_single,refined_5.4700Hz,5.470000000000001,u,1,1,5.0,150,5.47,0.5 1 2 5 10 100,12,6,12.70209435350783,0.6364728836447072,0.6195130814727909,0.6332511153417896,0.4372411642124267,0.9238215966524924,0.48764318762102665,0.9238215966524924
topology_17_prestress,amp=1,sample_0,1,refined_single,refined_5.4700Hz,5.470000000000001,u,1,1,8.0,240,5.47,0.5 1 2 5 10 100,12,6,11.540728370886153,0.5384623692206709,0.7162257358391863,0.5713056147135952,0.43197115394172886,0.9242242729086618,0.48296077779632973,0.9242242729086618
topology_17_prestress,amp=1,sample_0,1,refined_single,refined_5.4800Hz,5.48,u,1,1,1.0,30,5.48,0.5 1 2 5 10 100,12,4,6.9678325123844855,0.640855727915785,0.6199756633361846,0.6368974205319752,0.4189816958113296,0.9091886179230706,0.46975936609172453,0.9091886179230706
