topology,amplitude,frequency_set_type,frequency_set_label,refined_frequency_hz,drive_channels,number_drive_channels,K,filter_length_s,num_samples,selected_frequencies_hz,validation_nmse_x_mean,validation_nmse_x_std,validation_nmse_y_mean,validation_nmse_y_std,validation_nmse_2d_mean,validation_nmse_2d_std,condition_number_mean,condition_number_std
topology_17_prestress,amp=1,fft_prefix,fft_prefix_K3,nan,u,1,3,1.0,1,5.9138162 0.20046835 4.5105378,0.30725727664169433,0.0,0.9077081208923562,0.0,0.3726460644922523,0.0,17.56522569771087,0.0
topology_17_prestress,amp=1,fft_prefix,fft_prefix_K3,nan,u,1,3,2.0,1,5.9138162 0.20046835 4.5105378,0.3286436210177234,0.0,0.8835029573339735,0.0,0.3890675171229285,0.0,17.071619663972367,0.0
topology_17_prestress,amp=1,fft_prefix,fft_prefix_K3,nan,u,1,3,3.0,1,5.9138162 0.20046835 4.5105378,0.37650451299974885,0.0,0.8172158634480681,0.0,0.4244977522028031,0.0,27.355782474031713,0.0
topology_17_prestress,amp=1,fft_prefix,fft_prefix_K3,nan,u,1,3,5.0,1,5.9138162 0.20046835 4.5105378,0.39535943586612665,0.0,0.7500413411085622,0.0,0.43398411277081506,0.0,19.33867206805566,0.0
topology_17_prestress,amp=1,fft_prefix,fft_prefix_K3,nan,u,1,3,8.0,1,5.9138162 0.20046835 4.5105378,0.4719841587977333,0.0,0.694159419327546,0.0,0.49617893030239546,0.0,18.87571160704527,0.0
topology_17_prestress,amp=1,refined_single,refined_5.4000Hz,5.4,u,1,1,1.0,5,5.4,0.43302767492162253,0.0033441971763243164,0.8914678903168539,0.00392421432854324,0.4823702382545614,0.0038362649873089354,8.342399463139031,0.0203258623194142
topology_17_prestress,amp=1,refined_single,refined_5.4000Hz,5.4,u,1,1,2.0,5,5.4,0.42580481641741896,0.0033865716851248845,0.9192427492821202,0.006590140820671184,0.4789085714632318,0.003670751473251326,23.299887721951155,0.049997481095882645
topology_17_prestress,amp=1,refined_single,refined_5.4000Hz,5.4,u,1,1,3.0,5,5.4,0.42823338145173634,0.003913710289524996,0.9115524514466052,0.008758907462751068,0.48025994062707833,0.0049815316555349605,20.723516470251646,0.04951116653022119
topology_17_prestress,amp=1,refined_single,refined_5.4000Hz,5.4,u,1,1,5.0,5,5.4,0.41901383582057505,0.0023613142154752472,0.9179022548788728,0.0029411400740411587,0.47271459197230037,0.003164456624262343,13.323377365566135,0.02899555812440547
topology_17_prestress,amp=1,refined_single,refined_5.4000Hz,5.4,u,1,1,8.0,5,5.4,0.4210523039022306,0.00386346918169664,0.9813325310849782,0.007583133739392457,0.4813477935103291,0.004032894952586304,11.162034432296382,0.052522597645822455
topology_17_prestress,amp=1,refined_single,refined_5.4100Hz,5.41,u,1,1,1.0,5,5.41,0.43270085099010436,0.0035037004847915227,0.8922661028176616,0.0040257786057471484,0.48216387756678813,0.0039668398659852095,8.151360834473866,0.020582177614200052
topology_17_prestress,amp=1,refined_single,refined_5.4100Hz,5.41,u,1,1,2.0,5,5.41,0.42535538127249495,0.0034512577393911283,0.92064731799884,0.0068034524848591075,0.4786582153185662,0.0037078132938752643,23.209666176554208,0.04577121174329873
topology_17_prestress,amp=1,refined_single,refined_5.4100Hz,5.41,u,1,1,3.0,5,5.41,0.432209986961003,0.004025458425579428,0.924812666996217,0.009454944109469001,0.4852367289396513,0.0051785480245073985,21.006586852200545,0.05307434041241826
topology_17_prestress,amp=1,refined_single,refined_5.4100Hz,5.41,u,1,1,5.0,5,5.41,0.4214006747581728,0.002169756260082733,0.9263927954622708,0.004609763735847477,0.47576418808408594,0.0032862869064479204,13.662200867024023,0.03875099806150502
topology_17_prestress,amp=1,refined_single,refined_5.4100Hz,5.41,u,1,1,8.0,5,5.41,0.41543911181594756,0.0036058651412701776,0.9871978584907181,0.009224374141246112,0.47696650946588176,0.0036686794883881197,11.639396889867005,0.04855309416962813
topology_17_prestress,amp=1,refined_single,refined_5.4200Hz,5.42,u,1,1,1.0,5,5.42,0.43222822685420415,0.0036570737882624838,0.8933768665770673,0.0041342293571281375,0.48186103927751434,0.004091336859683546,7.960031622768736,0.020718557215394402
