topology,amplitude,sample,frequency_hz,target_fft_amplitude,drive_fft_amplitude_u,coherence_u,best_drive_channel,best_coherence,score,selected
topology_17_prestress,amp=1,sample_0,0.20046834691319523,9.356851491012078,1.2696092563853751,1.0000000000000002,u,1.0000000000000002,0.2026584224664876,True
topology_17_prestress,amp=1,sample_0,5.91381623393926,46.17055327448513,0.06383498001053925,0.9999999999999999,u,0.9999999999999999,0.9999999999999999,True
topology_17_prestress,amp=1,sample_1,0.20046834691319523,9.310740120406106,1.2689379054592989,1.0000000000000002,u,1.0000000000000002,0.20760044370353822,True
topology_17_prestress,amp=1,sample_1,5.91381623393926,44.849326688830295,0.06384435732092457,1.0000000000000002,u,1.0000000000000002,1.0000000000000002,True
topology_17_prestress,amp=1,sample_2,0.20046834691319523,9.219939611697106,1.2708595889686802,0.9999999999999993,u,0.9999999999999993,0.20401235963744047,True
topology_17_prestress,amp=1,sample_2,5.91381623393926,45.19304432379621,0.06295222643719299,1.0000000000000002,u,1.0000000000000002,1.0000000000000002,True
topology_17_prestress,amp=1,sample_3,0.20046834691319523,9.29905741544524,1.271266371271222,1.0000000000000002,u,1.0000000000000002,0.2002256508539714,True
topology_17_prestress,amp=1,sample_3,4.5105378055468925,3.092492756570999,0.03758232480365127,1.0000000000000002,u,1.0000000000000002,0.06658700417497887,True
topology_17_prestress,amp=1,sample_3,5.91381623393926,46.44288769088448,0.06512843910351561,0.9999999999999999,u,0.9999999999999999,0.9999999999999999,True
topology_17_prestress,amp=1,sample_4,0.20046834691319523,9.283556406788426,1.2712092315459502,1.0000000000000004,u,1.0000000000000004,0.20391839040199156,True
topology_17_prestress,amp=1,sample_4,5.91381623393926,45.52584192375894,0.06478453921239823,0.9999999999999999,u,0.9999999999999999,0.9999999999999999,True
