topology,amplitude,sample,candidate_id,mode_index,raw_feature_name,drive_channel,frequency_hz,decay_time_s,phase,loading
topology_17_prestress,amp=1,sample_2,K1_L8,2,u_f=5.9138Hz_Td=100.000s_sin,u,5.91381623393926,100.0,sin,0.3823239043405494
topology_17_prestress,amp=1,sample_2,K1_L8,3,u_f=5.9138Hz_Td=0.500s_cos,u,5.91381623393926,0.5,cos,-0.37944845975432856
topology_17_prestress,amp=1,sample_2,K1_L8,3,u_f=5.9138Hz_Td=0.500s_sin,u,5.91381623393926,0.5,sin,0.400655777757037
topology_17_prestress,amp=1,sample_2,K1_L8,3,u_f=5.9138Hz_Td=1.000s_cos,u,5.91381623393926,1.0,cos,-0.4142043283685452
topology_17_prestress,amp=1,sample_2,K1_L8,3,u_f=5.9138Hz_Td=1.000s_sin,u,5.91381623393926,1.0,sin,0.3753512174433162
topology_17_prestress,amp=1,sample_2,K1_L8,3,u_f=5.9138Hz_Td=2.000s_cos,u,5.91381623393926,2.0,cos,-0.23877001213420143
topology_17_prestress,amp=1,sample_2,K1_L8,3,u_f=5.9138Hz_Td=2.000s_sin,u,5.91381623393926,2.0,sin,0.21341186304132131
topology_17_prestress,amp=1,sample_2,K1_L8,3,u_f=5.9138Hz_Td=5.000s_cos,u,5.91381623393926,5.0,cos,0.07540612828829041
topology_17_prestress,amp=1,sample_2,K1_L8,3,u_f=5.9138Hz_Td=5.000s_sin,u,5.91381623393926,5.0,sin,-0.06569340717679845
topology_17_prestress,amp=1,sample_2,K1_L8,3,u_f=5.9138Hz_Td=10.000s_cos,u,5.91381623393926,10.0,cos,0.21093984438364427
topology_17_prestress,amp=1,sample_2,K1_L8,3,u_f=5.9138Hz_Td=10.000s_sin,u,5.91381623393926,10.0,sin,-0.18583521082263077
topology_17_prestress,amp=1,sample_2,K1_L8,3,u_f=5.9138Hz_Td=100.000s_cos,u,5.91381623393926,100.0,cos,0.3295785912065806
topology_17_prestress,amp=1,sample_2,K1_L8,3,u_f=5.9138Hz_Td=100.000s_sin,u,5.91381623393926,100.0,sin,-0.2878023815771717
topology_17_prestress,amp=1,sample_2,K1_L8,4,u_f=5.9138Hz_Td=0.500s_cos,u,5.91381623393926,0.5,cos,-0.371550774587868
topology_17_prestress,amp=1,sample_2,K1_L8,4,u_f=5.9138Hz_Td=0.500s_sin,u,5.91381623393926,0.5,sin,-0.3937228428304006
topology_17_prestress,amp=1,sample_2,K1_L8,4,u_f=5.9138Hz_Td=1.000s_cos,u,5.91381623393926,1.0,cos,0.14620461913930088
topology_17_prestress,amp=1,sample_2,K1_L8,4,u_f=5.9138Hz_Td=1.000s_sin,u,5.91381623393926,1.0,sin,0.1368952960521831
topology_17_prestress,amp=1,sample_2,K1_L8,4,u_f=5.9138Hz_Td=2.000s_cos,u,5.91381623393926,2.0,cos,0.36845736806358137
topology_17_prestress,amp=1,sample_2,K1_L8,4,u_f=5.9138Hz_Td=2.000s_sin,u,5.91381623393926,2.0,sin,0.4624877255523149
topology_17_prestress,amp=1,sample_2,K1_L8,4,u_f=5.9138Hz_Td=5.000s_cos,u,5.91381623393926,5.0,cos,0.12144232243117209
topology_17_prestress,amp=1,sample_2,K1_L8,4,u_f=5.9138Hz_Td=5.000s_sin,u,5.91381623393926,5.0,sin,0.20693603459402685
topology_17_prestress,amp=1,sample_2,K1_L8,4,u_f=5.9138Hz_Td=10.000s_cos,u,5.91381623393926,10.0,cos,-0.07689667222889128
topology_17_prestress,amp=1,sample_2,K1_L8,4,u_f=5.9138Hz_Td=10.000s_sin,u,5.91381623393926,10.0,sin,-0.07492334495346256
topology_17_prestress,amp=1,sample_2,K1_L8,4,u_f=5.9138Hz_Td=100.000s_cos,u,5.91381623393926,100.0,cos,-0.2881527131573306
topology_17_prestress,amp=1,sample_2,K1_L8,4,u_f=5.9138Hz_Td=100.000s_sin,u,5.91381623393926,100.0,sin,-0.40624026366317345
topology_17_prestress,amp=1,sample_2,K1_L8,5,u_f=5.9138Hz_Td=0.500s_cos,u,5.91381623393926,0.5,cos,0.4948007767753413
topology_17_prestress,amp=1,sample_2,K1_L8,5,u_f=5.9138Hz_Td=0.500s_sin,u,5.91381623393926,0.5,sin,-0.4535332245086993
topology_17_prestress,amp=1,sample_2,K1_L8,5,u_f=5.9138Hz_Td=1.000s_cos,u,5.91381623393926,1.0,cos,-0.034035392170995854
topology_17_prestress,amp=1,sample_2,K1_L8,5,u_f=5.9138Hz_Td=1.000s_sin,u,5.91381623393926,1.0,sin,0.014267700068377992
topology_17_prestress,amp=1,sample_2,K1_L8,5,u_f=5.9138Hz_Td=2.000s_cos,u,5.91381623393926,2.0,cos,-0.4282385673830932
topology_17_prestress,amp=1,sample_2,K1_L8,5,u_f=5.9138Hz_Td=2.000s_sin,u,5.91381623393926,2.0,sin,0.32790700229131653
topology_17_prestress,amp=1,sample_2,K1_L8,5,u_f=5.9138Hz_Td=5.000s_cos,u,5.91381623393926,5.0,cos,-0.19890114510449827
topology_17_prestress,amp=1,sample_2,K1_L8,5,u_f=5.9138Hz_Td=5.000s_sin,u,5.91381623393926,5.0,sin,0.1710112182068883
topology_17_prestress,amp=1,sample_2,K1_L8,5,u_f=5.9138Hz_Td=10.000s_cos,u,5.91381623393926,10.0,cos,0.05453752525080338
topology_17_prestress,amp=1,sample_2,K1_L8,5,u_f=5.9138Hz_Td=10.000s_sin,u,5.91381623393926,10.0,sin,-0.02690790407663253
topology_17_prestress,amp=1,sample_2,K1_L8,5,u_f=5.9138Hz_Td=100.000s_cos,u,5.91381623393926,100.0,cos,0.34418047980849154
topology_17_prestress,amp=1,sample_2,K1_L8,5,u_f=5.9138Hz_Td=100.000s_sin,u,5.91381623393926,100.0,sin,-0.25737419396244293
topology_17_prestress,amp=1,sample_3,K1_L8,0,u_f=5.9138Hz_Td=0.500s_cos,u,5.91381623393926,0.5,cos,-0.3204431359080939
topology_17_prestress,amp=1,sample_3,K1_L8,0,u_f=5.9138Hz_Td=0.500s_sin,u,5.91381623393926,0.5,sin,-0.31454603786786595
topology_17_prestress,amp=1,sample_3,K1_L8,0,u_f=5.9138Hz_Td=1.000s_cos,u,5.91381623393926,1.0,cos,-0.32575174861518646
topology_17_prestress,amp=1,sample_3,K1_L8,0,u_f=5.9138Hz_Td=1.000s_sin,u,5.91381623393926,1.0,sin,-0.32600277572138386
topology_17_prestress,amp=1,sample_3,K1_L8,0,u_f=5.9138Hz_Td=2.000s_cos,u,5.91381623393926,2.0,cos,-0.3092398183401211
topology_17_prestress,amp=1,sample_3,K1_L8,0,u_f=5.9138Hz_Td=2.000s_sin,u,5.91381623393926,2.0,sin,-0.3172008829038873
topology_17_prestress,amp=1,sample_3,K1_L8,0,u_f=5.9138Hz_Td=5.000s_cos,u,5.91381623393926,5.0,cos,-0.2699142294393122
topology_17_prestress,amp=1,sample_3,K1_L8,0,u_f=5.9138Hz_Td=5.000s_sin,u,5.91381623393926,5.0,sin,-0.2800282216226071
topology_17_prestress,amp=1,sample_3,K1_L8,0,u_f=5.9138Hz_Td=10.000s_cos,u,5.91381623393926,10.0,cos,-0.24983892868330898
topology_17_prestress,amp=1,sample_3,K1_L8,0,u_f=5.9138Hz_Td=10.000s_sin,u,5.91381623393926,10.0,sin,-0.25852443112941786
topology_17_prestress,amp=1,sample_3,K1_L8,0,u_f=5.9138Hz_Td=100.000s_cos,u,5.91381623393926,100.0,cos,-0.2303972571468741
topology_17_prestress,amp=1,sample_3,K1_L8,0,u_f=5.9138Hz_Td=100.000s_sin,u,5.91381623393926,100.0,sin,-0.23692307994141412
topology_17_prestress,amp=1,sample_3,K1_L8,1,u_f=5.9138Hz_Td=0.500s_cos,u,5.91381623393926,0.5,cos,-0.11440351236954562
topology_17_prestress,amp=1,sample_3,K1_L8,1,u_f=5.9138Hz_Td=0.500s_sin,u,5.91381623393926,0.5,sin,0.1448148005582207
topology_17_prestress,amp=1,sample_3,K1_L8,1,u_f=5.9138Hz_Td=1.000s_cos,u,5.91381623393926,1.0,cos,-0.2113070503832768
topology_17_prestress,amp=1,sample_3,K1_L8,1,u_f=5.9138Hz_Td=1.000s_sin,u,5.91381623393926,1.0,sin,0.2117199123048387
topology_17_prestress,amp=1,sample_3,K1_L8,1,u_f=5.9138Hz_Td=2.000s_cos,u,5.91381623393926,2.0,cos,-0.2995838947800554
topology_17_prestress,amp=1,sample_3,K1_L8,1,u_f=5.9138Hz_Td=2.000s_sin,u,5.91381623393926,2.0,sin,0.28502159232363017
topology_17_prestress,amp=1,sample_3,K1_L8,1,u_f=5.9138Hz_Td=5.000s_cos,u,5.91381623393926,5.0,cos,-0.34938354232646207
topology_17_prestress,amp=1,sample_3,K1_L8,1,u_f=5.9138Hz_Td=5.000s_sin,u,5.91381623393926,5.0,sin,0.33059815941687376
topology_17_prestress,amp=1,sample_3,K1_L8,1,u_f=5.9138Hz_Td=10.000s_cos,u,5.91381623393926,10.0,cos,-0.35549528021102234
topology_17_prestress,amp=1,sample_3,K1_L8,1,u_f=5.9138Hz_Td=10.000s_sin,u,5.91381623393926,10.0,sin,0.3352288859812152
topology_17_prestress,amp=1,sample_3,K1_L8,1,u_f=5.9138Hz_Td=100.000s_cos,u,5.91381623393926,100.0,cos,-0.3539974029735127
topology_17_prestress,amp=1,sample_3,K1_L8,1,u_f=5.9138Hz_Td=100.000s_sin,u,5.91381623393926,100.0,sin,0.3317276545112548
topology_17_prestress,amp=1,sample_3,K1_L8,2,u_f=5.9138Hz_Td=0.500s_cos,u,5.91381623393926,0.5,cos,-0.4170619731291172
topology_17_prestress,amp=1,sample_3,K1_L8,2,u_f=5.9138Hz_Td=0.500s_sin,u,5.91381623393926,0.5,sin,-0.407840545682447
topology_17_prestress,amp=1,sample_3,K1_L8,2,u_f=5.9138Hz_Td=1.000s_cos,u,5.91381623393926,1.0,cos,-0.24681353707309753
topology_17_prestress,amp=1,sample_3,K1_L8,2,u_f=5.9138Hz_Td=1.000s_sin,u,5.91381623393926,1.0,sin,-0.2598344972207554
topology_17_prestress,amp=1,sample_3,K1_L8,2,u_f=5.9138Hz_Td=2.000s_cos,u,5.91381623393926,2.0,cos,-0.012103996956504784
topology_17_prestress,amp=1,sample_3,K1_L8,2,u_f=5.9138Hz_Td=2.000s_sin,u,5.91381623393926,2.0,sin,-0.02685329585768216
topology_17_prestress,amp=1,sample_3,K1_L8,2,u_f=5.9138Hz_Td=5.000s_cos,u,5.91381623393926,5.0,cos,0.20947707671786947
topology_17_prestress,amp=1,sample_3,K1_L8,2,u_f=5.9138Hz_Td=5.000s_sin,u,5.91381623393926,5.0,sin,0.22930490343376425
topology_17_prestress,amp=1,sample_3,K1_L8,2,u_f=5.9138Hz_Td=10.000s_cos,u,5.91381623393926,10.0,cos,0.2799474709807338
topology_17_prestress,amp=1,sample_3,K1_L8,2,u_f=5.9138Hz_Td=10.000s_sin,u,5.91381623393926,10.0,sin,0.3167196013980838
topology_17_prestress,amp=1,sample_3,K1_L8,2,u_f=5.9138Hz_Td=100.000s_cos,u,5.91381623393926,100.0,cos,0.33177628758799577
topology_17_prestress,amp=1,sample_3,K1_L8,2,u_f=5.9138Hz_Td=100.000s_sin,u,5.91381623393926,100.0,sin,0.3810618371929647
topology_17_prestress,amp=1,sample_3,K1_L8,3,u_f=5.9138Hz_Td=0.500s_cos,u,5.91381623393926,0.5,cos,-0.38102257902905795
topology_17_prestress,amp=1,sample_3,K1_L8,3,u_f=5.9138Hz_Td=0.500s_sin,u,5.91381623393926,0.5,sin,0.39946345727252397
topology_17_prestress,amp=1,sample_3,K1_L8,3,u_f=5.9138Hz_Td=1.000s_cos,u,5.91381623393926,1.0,cos,-0.41412758262144783
topology_17_prestress,amp=1,sample_3,K1_L8,3,u_f=5.9138Hz_Td=1.000s_sin,u,5.91381623393926,1.0,sin,0.37425414877013063
topology_17_prestress,amp=1,sample_3,K1_L8,3,u_f=5.9138Hz_Td=2.000s_cos,u,5.91381623393926,2.0,cos,-0.23699184964633016
topology_17_prestress,amp=1,sample_3,K1_L8,3,u_f=5.9138Hz_Td=2.000s_sin,u,5.91381623393926,2.0,sin,0.21185121484622127
topology_17_prestress,amp=1,sample_3,K1_L8,3,u_f=5.9138Hz_Td=5.000s_cos,u,5.91381623393926,5.0,cos,0.07717401244250398
topology_17_prestress,amp=1,sample_3,K1_L8,3,u_f=5.9138Hz_Td=5.000s_sin,u,5.91381623393926,5.0,sin,-0.06653733782703776
topology_17_prestress,amp=1,sample_3,K1_L8,3,u_f=5.9138Hz_Td=10.000s_cos,u,5.91381623393926,10.0,cos,0.21256696080982534
topology_17_prestress,amp=1,sample_3,K1_L8,3,u_f=5.9138Hz_Td=10.000s_sin,u,5.91381623393926,10.0,sin,-0.1860191132696344
topology_17_prestress,amp=1,sample_3,K1_L8,3,u_f=5.9138Hz_Td=100.000s_cos,u,5.91381623393926,100.0,cos,0.3313388955296275
topology_17_prestress,amp=1,sample_3,K1_L8,3,u_f=5.9138Hz_Td=100.000s_sin,u,5.91381623393926,100.0,sin,-0.2875421907161701
topology_17_prestress,amp=1,sample_3,K1_L8,4,u_f=5.9138Hz_Td=0.500s_cos,u,5.91381623393926,0.5,cos,-0.3685131370288766
topology_17_prestress,amp=1,sample_3,K1_L8,4,u_f=5.9138Hz_Td=0.500s_sin,u,5.91381623393926,0.5,sin,-0.39436153124262047
topology_17_prestress,amp=1,sample_3,K1_L8,4,u_f=5.9138Hz_Td=1.000s_cos,u,5.91381623393926,1.0,cos,0.14864486262193427
topology_17_prestress,amp=1,sample_3,K1_L8,4,u_f=5.9138Hz_Td=1.000s_sin,u,5.91381623393926,1.0,sin,0.13925098769227318
topology_17_prestress,amp=1,sample_3,K1_L8,4,u_f=5.9138Hz_Td=2.000s_cos,u,5.91381623393926,2.0,cos,0.36718457729085197
topology_17_prestress,amp=1,sample_3,K1_L8,4,u_f=5.9138Hz_Td=2.000s_sin,u,5.91381623393926,2.0,sin,0.4640853075407773
topology_17_prestress,amp=1,sample_3,K1_L8,4,u_f=5.9138Hz_Td=5.000s_cos,u,5.91381623393926,5.0,cos,0.1192609136398115
topology_17_prestress,amp=1,sample_3,K1_L8,4,u_f=5.9138Hz_Td=5.000s_sin,u,5.91381623393926,5.0,sin,0.2051413171920676
topology_17_prestress,amp=1,sample_3,K1_L8,4,u_f=5.9138Hz_Td=10.000s_cos,u,5.91381623393926,10.0,cos,-0.07780913617460865
topology_17_prestress,amp=1,sample_3,K1_L8,4,u_f=5.9138Hz_Td=10.000s_sin,u,5.91381623393926,10.0,sin,-0.07678610457512994
topology_17_prestress,amp=1,sample_3,K1_L8,4,u_f=5.9138Hz_Td=100.000s_cos,u,5.91381623393926,100.0,cos,-0.28741216820976156
topology_17_prestress,amp=1,sample_3,K1_L8,4,u_f=5.9138Hz_Td=100.000s_sin,u,5.91381623393926,100.0,sin,-0.4075892341265518
topology_17_prestress,amp=1,sample_3,K1_L8,5,u_f=5.9138Hz_Td=0.500s_cos,u,5.91381623393926,0.5,cos,0.49672160415326483
topology_17_prestress,amp=1,sample_3,K1_L8,5,u_f=5.9138Hz_Td=0.500s_sin,u,5.91381623393926,0.5,sin,-0.4519682599837732
topology_17_prestress,amp=1,sample_3,K1_L8,5,u_f=5.9138Hz_Td=1.000s_cos,u,5.91381623393926,1.0,cos,-0.03696209232526154
topology_17_prestress,amp=1,sample_3,K1_L8,5,u_f=5.9138Hz_Td=1.000s_sin,u,5.91381623393926,1.0,sin,0.014373646567119674
topology_17_prestress,amp=1,sample_3,K1_L8,5,u_f=5.9138Hz_Td=2.000s_cos,u,5.91381623393926,2.0,cos,-0.42981850663570836
topology_17_prestress,amp=1,sample_3,K1_L8,5,u_f=5.9138Hz_Td=2.000s_sin,u,5.91381623393926,2.0,sin,0.3267894421901474
topology_17_prestress,amp=1,sample_3,K1_L8,5,u_f=5.9138Hz_Td=5.000s_cos,u,5.91381623393926,5.0,cos,-0.19773561216993896
topology_17_prestress,amp=1,sample_3,K1_L8,5,u_f=5.9138Hz_Td=5.000s_sin,u,5.91381623393926,5.0,sin,0.16968781164077357
topology_17_prestress,amp=1,sample_3,K1_L8,5,u_f=5.9138Hz_Td=10.000s_cos,u,5.91381623393926,10.0,cos,0.05542777191265866
topology_17_prestress,amp=1,sample_3,K1_L8,5,u_f=5.9138Hz_Td=10.000s_sin,u,5.91381623393926,10.0,sin,-0.027123122995874716
topology_17_prestress,amp=1,sample_3,K1_L8,5,u_f=5.9138Hz_Td=100.000s_cos,u,5.91381623393926,100.0,cos,0.3443011890959708
topology_17_prestress,amp=1,sample_3,K1_L8,5,u_f=5.9138Hz_Td=100.000s_sin,u,5.91381623393926,100.0,sin,-0.256202493203417
topology_17_prestress,amp=1,sample_4,K1_L8,0,u_f=5.9138Hz_Td=0.500s_cos,u,5.91381623393926,0.5,cos,-0.32056773003249145
topology_17_prestress,amp=1,sample_4,K1_L8,0,u_f=5.9138Hz_Td=0.500s_sin,u,5.91381623393926,0.5,sin,-0.31432722008544434
topology_17_prestress,amp=1,sample_4,K1_L8,0,u_f=5.9138Hz_Td=1.000s_cos,u,5.91381623393926,1.0,cos,-0.32605225633438883
topology_17_prestress,amp=1,sample_4,K1_L8,0,u_f=5.9138Hz_Td=1.000s_sin,u,5.91381623393926,1.0,sin,-0.32572812956787883
topology_17_prestress,amp=1,sample_4,K1_L8,0,u_f=5.9138Hz_Td=2.000s_cos,u,5.91381623393926,2.0,cos,-0.3096593987414053
topology_17_prestress,amp=1,sample_4,K1_L8,0,u_f=5.9138Hz_Td=2.000s_sin,u,5.91381623393926,2.0,sin,-0.31706676544800994
topology_17_prestress,amp=1,sample_4,K1_L8,0,u_f=5.9138Hz_Td=5.000s_cos,u,5.91381623393926,5.0,cos,-0.26996654710642287
topology_17_prestress,amp=1,sample_4,K1_L8,0,u_f=5.9138Hz_Td=5.000s_sin,u,5.91381623393926,5.0,sin,-0.28001771718476387
topology_17_prestress,amp=1,sample_4,K1_L8,0,u_f=5.9138Hz_Td=10.000s_cos,u,5.91381623393926,10.0,cos,-0.24965621185715783
topology_17_prestress,amp=1,sample_4,K1_L8,0,u_f=5.9138Hz_Td=10.000s_sin,u,5.91381623393926,10.0,sin,-0.2585889011250338
topology_17_prestress,amp=1,sample_4,K1_L8,0,u_f=5.9138Hz_Td=100.000s_cos,u,5.91381623393926,100.0,cos,-0.23000113620082693
topology_17_prestress,amp=1,sample_4,K1_L8,0,u_f=5.9138Hz_Td=100.000s_sin,u,5.91381623393926,100.0,sin,-0.23710069356829083
topology_17_prestress,amp=1,sample_4,K1_L8,1,u_f=5.9138Hz_Td=0.500s_cos,u,5.91381623393926,0.5,cos,-0.11398430056749215
topology_17_prestress,amp=1,sample_4,K1_L8,1,u_f=5.9138Hz_Td=0.500s_sin,u,5.91381623393926,0.5,sin,0.1447008872079328
topology_17_prestress,amp=1,sample_4,K1_L8,1,u_f=5.9138Hz_Td=1.000s_cos,u,5.91381623393926,1.0,cos,-0.21047092528000083
topology_17_prestress,amp=1,sample_4,K1_L8,1,u_f=5.9138Hz_Td=1.000s_sin,u,5.91381623393926,1.0,sin,0.21184495999315112
topology_17_prestress,amp=1,sample_4,K1_L8,1,u_f=5.9138Hz_Td=2.000s_cos,u,5.91381623393926,2.0,cos,-0.2989997262476719
topology_17_prestress,amp=1,sample_4,K1_L8,1,u_f=5.9138Hz_Td=2.000s_sin,u,5.91381623393926,2.0,sin,0.2854503022093835
topology_17_prestress,amp=1,sample_4,K1_L8,1,u_f=5.9138Hz_Td=5.000s_cos,u,5.91381623393926,5.0,cos,-0.34960070928161696
topology_17_prestress,amp=1,sample_4,K1_L8,1,u_f=5.9138Hz_Td=5.000s_sin,u,5.91381623393926,5.0,sin,0.3306663011293486
topology_17_prestress,amp=1,sample_4,K1_L8,1,u_f=5.9138Hz_Td=10.000s_cos,u,5.91381623393926,10.0,cos,-0.3560733557806946
topology_17_prestress,amp=1,sample_4,K1_L8,1,u_f=5.9138Hz_Td=10.000s_sin,u,5.91381623393926,10.0,sin,0.33489927004400916
topology_17_prestress,amp=1,sample_4,K1_L8,1,u_f=5.9138Hz_Td=100.000s_cos,u,5.91381623393926,100.0,cos,-0.35491629057904867
topology_17_prestress,amp=1,sample_4,K1_L8,1,u_f=5.9138Hz_Td=100.000s_sin,u,5.91381623393926,100.0,sin,0.3309653092862515
topology_17_prestress,amp=1,sample_4,K1_L8,2,u_f=5.9138Hz_Td=0.500s_cos,u,5.91381623393926,0.5,cos,-0.41579115173868353
topology_17_prestress,amp=1,sample_4,K1_L8,2,u_f=5.9138Hz_Td=0.500s_sin,u,5.91381623393926,0.5,sin,-0.4081464071866742
topology_17_prestress,amp=1,sample_4,K1_L8,2,u_f=5.9138Hz_Td=1.000s_cos,u,5.91381623393926,1.0,cos,-0.24592505911190016
topology_17_prestress,amp=1,sample_4,K1_L8,2,u_f=5.9138Hz_Td=1.000s_sin,u,5.91381623393926,1.0,sin,-0.2611777691221851
topology_17_prestress,amp=1,sample_4,K1_L8,2,u_f=5.9138Hz_Td=2.000s_cos,u,5.91381623393926,2.0,cos,-0.011765430620303038
topology_17_prestress,amp=1,sample_4,K1_L8,2,u_f=5.9138Hz_Td=2.000s_sin,u,5.91381623393926,2.0,sin,-0.027915997503126774
topology_17_prestress,amp=1,sample_4,K1_L8,2,u_f=5.9138Hz_Td=5.000s_cos,u,5.91381623393926,5.0,cos,0.2089707395445958
topology_17_prestress,amp=1,sample_4,K1_L8,2,u_f=5.9138Hz_Td=5.000s_sin,u,5.91381623393926,5.0,sin,0.22990714844535126
topology_17_prestress,amp=1,sample_4,K1_L8,2,u_f=5.9138Hz_Td=10.000s_cos,u,5.91381623393926,10.0,cos,0.27888707268464297
topology_17_prestress,amp=1,sample_4,K1_L8,2,u_f=5.9138Hz_Td=10.000s_sin,u,5.91381623393926,10.0,sin,0.31797565735844363
topology_17_prestress,amp=1,sample_4,K1_L8,2,u_f=5.9138Hz_Td=100.000s_cos,u,5.91381623393926,100.0,cos,0.33010937537498136
topology_17_prestress,amp=1,sample_4,K1_L8,2,u_f=5.9138Hz_Td=100.000s_sin,u,5.91381623393926,100.0,sin,0.382803805876624
topology_17_prestress,amp=1,sample_4,K1_L8,3,u_f=5.9138Hz_Td=0.500s_cos,u,5.91381623393926,0.5,cos,0.38188049712389005
topology_17_prestress,amp=1,sample_4,K1_L8,3,u_f=5.9138Hz_Td=0.500s_sin,u,5.91381623393926,0.5,sin,-0.398862122541133
topology_17_prestress,amp=1,sample_4,K1_L8,3,u_f=5.9138Hz_Td=1.000s_cos,u,5.91381623393926,1.0,cos,0.4152975037688783
topology_17_prestress,amp=1,sample_4,K1_L8,3,u_f=5.9138Hz_Td=1.000s_sin,u,5.91381623393926,1.0,sin,-0.37374430985379814
topology_17_prestress,amp=1,sample_4,K1_L8,3,u_f=5.9138Hz_Td=2.000s_cos,u,5.91381623393926,2.0,cos,0.23728382760985534
topology_17_prestress,amp=1,sample_4,K1_L8,3,u_f=5.9138Hz_Td=2.000s_sin,u,5.91381623393926,2.0,sin,-0.21167556888031158
topology_17_prestress,amp=1,sample_4,K1_L8,3,u_f=5.9138Hz_Td=5.000s_cos,u,5.91381623393926,5.0,cos,-0.0780614724736269
topology_17_prestress,amp=1,sample_4,K1_L8,3,u_f=5.9138Hz_Td=5.000s_sin,u,5.91381623393926,5.0,sin,0.06577718060203251
topology_17_prestress,amp=1,sample_4,K1_L8,3,u_f=5.9138Hz_Td=10.000s_cos,u,5.91381623393926,10.0,cos,-0.21360521269060828
topology_17_prestress,amp=1,sample_4,K1_L8,3,u_f=5.9138Hz_Td=10.000s_sin,u,5.91381623393926,10.0,sin,0.18451974594948642
topology_17_prestress,amp=1,sample_4,K1_L8,3,u_f=5.9138Hz_Td=100.000s_cos,u,5.91381623393926,100.0,cos,-0.33226118578721964
topology_17_prestress,amp=1,sample_4,K1_L8,3,u_f=5.9138Hz_Td=100.000s_sin,u,5.91381623393926,100.0,sin,0.285161105237647
topology_17_prestress,amp=1,sample_4,K1_L8,4,u_f=5.9138Hz_Td=0.500s_cos,u,5.91381623393926,0.5,cos,-0.3688794345650333
topology_17_prestress,amp=1,sample_4,K1_L8,4,u_f=5.9138Hz_Td=0.500s_sin,u,5.91381623393926,0.5,sin,-0.3948269480676672
topology_17_prestress,amp=1,sample_4,K1_L8,4,u_f=5.9138Hz_Td=1.000s_cos,u,5.91381623393926,1.0,cos,0.14805872694165662
topology_17_prestress,amp=1,sample_4,K1_L8,4,u_f=5.9138Hz_Td=1.000s_sin,u,5.91381623393926,1.0,sin,0.13899160801127555
topology_17_prestress,amp=1,sample_4,K1_L8,4,u_f=5.9138Hz_Td=2.000s_cos,u,5.91381623393926,2.0,cos,0.36692644631082894
topology_17_prestress,amp=1,sample_4,K1_L8,4,u_f=5.9138Hz_Td=2.000s_sin,u,5.91381623393926,2.0,sin,0.4642920100730174
topology_17_prestress,amp=1,sample_4,K1_L8,4,u_f=5.9138Hz_Td=5.000s_cos,u,5.91381623393926,5.0,cos,0.1197413598762538
topology_17_prestress,amp=1,sample_4,K1_L8,4,u_f=5.9138Hz_Td=5.000s_sin,u,5.91381623393926,5.0,sin,0.20495675568501623
topology_17_prestress,amp=1,sample_4,K1_L8,4,u_f=5.9138Hz_Td=10.000s_cos,u,5.91381623393926,10.0,cos,-0.07696623068538244
topology_17_prestress,amp=1,sample_4,K1_L8,4,u_f=5.9138Hz_Td=10.000s_sin,u,5.91381623393926,10.0,sin,-0.07722922171117558
topology_17_prestress,amp=1,sample_4,K1_L8,4,u_f=5.9138Hz_Td=100.000s_cos,u,5.91381623393926,100.0,cos,-0.2861688363390685
topology_17_prestress,amp=1,sample_4,K1_L8,4,u_f=5.9138Hz_Td=100.000s_sin,u,5.91381623393926,100.0,sin,-0.4080091681369972
topology_17_prestress,amp=1,sample_4,K1_L8,5,u_f=5.9138Hz_Td=0.500s_cos,u,5.91381623393926,0.5,cos,0.4964712041407258
topology_17_prestress,amp=1,sample_4,K1_L8,5,u_f=5.9138Hz_Td=0.500s_sin,u,5.91381623393926,0.5,sin,-0.451404462007005
topology_17_prestress,amp=1,sample_4,K1_L8,5,u_f=5.9138Hz_Td=1.000s_cos,u,5.91381623393926,1.0,cos,-0.03700186220340837
topology_17_prestress,amp=1,sample_4,K1_L8,5,u_f=5.9138Hz_Td=1.000s_sin,u,5.91381623393926,1.0,sin,0.01381754037261218
topology_17_prestress,amp=1,sample_4,K1_L8,5,u_f=5.9138Hz_Td=2.000s_cos,u,5.91381623393926,2.0,cos,-0.43016905654479365
topology_17_prestress,amp=1,sample_4,K1_L8,5,u_f=5.9138Hz_Td=2.000s_sin,u,5.91381623393926,2.0,sin,0.3266794784324769
topology_17_prestress,amp=1,sample_4,K1_L8,5,u_f=5.9138Hz_Td=5.000s_cos,u,5.91381623393926,5.0,cos,-0.19772733132223397
topology_17_prestress,amp=1,sample_4,K1_L8,5,u_f=5.9138Hz_Td=5.000s_sin,u,5.91381623393926,5.0,sin,0.1700472808494689
topology_17_prestress,amp=1,sample_4,K1_L8,5,u_f=5.9138Hz_Td=10.000s_cos,u,5.91381623393926,10.0,cos,0.05583863048598159
topology_17_prestress,amp=1,sample_4,K1_L8,5,u_f=5.9138Hz_Td=10.000s_sin,u,5.91381623393926,10.0,sin,-0.026785990856574737
topology_17_prestress,amp=1,sample_4,K1_L8,5,u_f=5.9138Hz_Td=100.000s_cos,u,5.91381623393926,100.0,cos,0.34505694389040037
topology_17_prestress,amp=1,sample_4,K1_L8,5,u_f=5.9138Hz_Td=100.000s_sin,u,5.91381623393926,100.0,sin,-0.2559560163570879
