frequency_set_type,frequency_set_label,refined_frequency_hz,drive_channels,drive_smoothing_frames,number_drive_channels,K,filter_length_s,filter_length_frames,num_topology_sample_pairs,selected_frequencies_hz,decay_times_s,number_raw_features_mean,number_raw_features_std,number_drive_channels_mean,number_drive_channels_std,svd_rank_mean,svd_rank_std,condition_number_mean,condition_number_std,train_nmse_x_mean,train_nmse_x_std,train_nmse_y_mean,train_nmse_y_std,train_nmse_2d_mean,train_nmse_2d_std,validation_nmse_x_mean,validation_nmse_x_std,validation_nmse_y_mean,validation_nmse_y_std,validation_nmse_2d_mean,validation_nmse_2d_std,selection_metric_value_mean,selection_metric_value_std
refined_single,refined_6.0900Hz,6.090000000000001,u,1,1,1,2.0,60,5,6.09,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,28.411481924872966,0.12490140811984919,0.4871843489744774,0.001831320038663614,0.45483943186015274,0.010385332350418082,0.4811359480363058,0.001146298165380598,0.3650169739286069,0.0019957284634418778,0.8906954155785678,0.014098184404668463,0.42157384737375947,0.0013539027641272568,0.8906954155785678,0.014098184404668463
refined_single,refined_6.1000Hz,6.1000000000000005,u,1,1,1,2.0,60,5,6.1,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,27.609934991248757,0.11303651490236302,0.48266139941057684,0.0019372980875786861,0.4554710964088267,0.01023152571156406,0.4775740661584284,0.0011137926023860759,0.3628201969602478,0.0019903124437425234,0.8901221977181379,0.014277083801829186,0.41955145477818545,0.001338667398795196,0.8901221977181379,0.014277083801829186
refined_single,refined_6.1100Hz,6.11,u,1,1,1,2.0,60,5,6.11,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,26.88508928712097,0.10088265034523042,0.47902688651626874,0.002020035720858986,0.45638901057054293,0.010088527541423089,0.4747883671469806,0.0010967543326585423,0.36110477589417156,0.001997080365613341,0.889827346054797,0.014432119733107976,0.41798859367547053,0.001335457948689374,0.889827346054797,0.014432119733107976
refined_single,refined_6.1200Hz,6.12,u,1,1,1,2.0,60,5,6.12,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,26.251920584058478,0.08877283974932494,0.476095686414708,0.002086072519304705,0.4575157966501898,0.009952903704348912,0.4726138115619941,0.0010890299735212662,0.35974615688503214,0.002011869676799012,0.8897590306242084,0.014568686294277478,0.4167685363424586,0.0013401455596146045,0.8897590306242084,0.014568686294277478
refined_single,refined_6.1300Hz,6.130000000000001,u,1,1,1,2.0,60,5,6.13,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,25.721013978378487,0.07700553347833311,0.47372005840650394,0.002140451018099035,0.45880568630105695,0.009822057576861384,0.470921667128201,0.0010867300153636127,0.35865296794356727,0.0020323479375663808,0.8898752149033037,0.01469141130415172,0.4158052161871331,0.0013503191226262412,0.8898752149033037,0.01469141130415172
refined_single,refined_6.1400Hz,6.140000000000001,u,1,1,1,2.0,60,5,6.14,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,25.29890923809545,0.06594059396643788,0.471791302670259,0.0021868761025497694,0.4602407442215603,0.009693681356549284,0.4696201542196616,0.0010874426424867412,0.3577666650092941,0.002057387132064744,0.8901396874137755,0.014804055751912017,0.41504248673740907,0.001364695855267794,0.8901396874137755,0.014804055751912017
refined_single,refined_6.1500Hz,6.15,u,1,1,1,2.0,60,5,6.15,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,24.98842552991824,0.056107013156599155,0.47024264960484563,0.002227757356112897,0.4618302813688134,0.009565471321714359,0.46865668768014934,0.0010897832276885802,0.3570626405950946,0.0020866785014416623,0.89051938037384,0.01490924385572287,0.4144548239141329,0.0013827943598998305,0.89051938037384,0.01490924385572287
refined_single,refined_6.1600Hz,6.16,u,1,1,1,2.0,60,5,6.16,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,24.78893534452159,0.04831140715163023,0.46905279434384795,0.0022641201389969508,0.46361114324876074,0.009435020604275078,0.46802080647685446,0.0010930457704119792,0.35655096960711224,0.0021204550628104606,0.89098360565796,0.01500806782260488,0.4140479108548923,0.0014047357331305283,0.89098360565796,0.01500806782260488
refined_single,refined_6.1700Hz,6.17,u,1,1,1,2.0,60,5,6.17,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,24.696692028923135,0.043609197599910596,0.4682474673777651,0.002295471859982435,0.4656466924417308,0.009299846392097594,0.467745261860809,0.0010968041905227064,0.3562745395640502,0.002159252150201816,0.8915067497021785,0.015099695948700257,0.41385726090651165,0.0014310898402602524,0.8915067497021785,0.015099695948700257
refined_single,refined_6.1800Hz,6.180000000000001,u,1,1,1,2.0,60,5,6.18,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,24.705457608571063,0.042830611219383745,0.4678942768993002,0.0023197859368174886,0.46802172111861245,0.00915752456503459,0.46790087234358335,0.0011004340105661371,0.35630140577724434,0.0022036857998584897,0.8920759870242048,0.015181250105719357,0.4139422268745426,0.001462715175489439,0.8920759870242048,0.015181250105719357
refined_single,refined_6.1900Hz,6.19,u,1,1,1,2.0,60,5,6.19,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,24.807694748231466,0.045820258202650725,0.4680850419037569,0.0023338167763707397,0.47082988549461524,0.009005931710902734,0.4685798066975121,0.0011026944871243775,0.35670801687275283,0.0022542771654140135,0.8927034056400057,0.015248317821661212,0.4143723369451891,0.0015005744398355475,0.8927034056400057,0.015248317821661212
refined_single,refined_6.2000Hz,6.2,u,1,1,1,2.0,60,5,6.2,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,24.996379059630875,0.05145974470548422,0.4689022812486113,0.0023338935034714395,0.47415071554930444,0.008843665781893478,0.46986403243645486,0.0011016208099074078,0.3575520729292502,0.002311392870782395,0.893437318628596,0.015296330337512525,0.41520428967454104,0.0015455607565271806,0.893437318628596,0.015296330337512525
refined_single,refined_6.2100Hz,6.210000000000001,u,1,1,1,2.0,60,5,6.21,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,25.267095245640622,0.058477575716927216,0.47037337535720913,0.0023170869615897543,0.47801619303690357,0.008670799584892181,0.47178178968393203,0.001094844885117953,0.35883882089403085,0.0023753898770698233,0.8943637429632068,0.015322582999950532,0.4164520325731499,0.0015984353471661789,0.8943637429632068,0.015322582999950532
refined_single,refined_6.2200Hz,6.220000000000001,u,1,1,1,2.0,60,5,6.22,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,25.619743077070627,0.06595262095482546,0.47242334860557966,0.002282307477523722,0.4823719324549797,0.008490097986726786,0.4742619364883035,0.001080109902718722,0.3604900226860343,0.0024470508923918276,0.8955922480429275,0.015328221918505235,0.4180575426230716,0.0016600232361048285,0.8955922480429275,0.015328221918505235
refined_single,refined_6.2300Hz,6.23,u,1,1,1,2.0,60,5,6.23,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,26.059171285774273,0.07334102629934922,0.47483694737465615,0.002230773830211554,0.48704078350552216,0.00830868035516864,0.47709630865214014,0.001055597988334345,0.36232499425955605,0.002528442476628536,0.8972328412281243,0.015319720858050693,0.4198714138052134,0.00173183830945397,0.8972328412281243,0.015319720858050693
refined_single,refined_6.2400Hz,6.24,u,1,1,1,2.0,60,5,6.24,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,26.59437841229758,0.08034121544419633,0.4772262931525003,0.0021657205155930248,0.4916908015925965,0.00814013178316216,0.4799074303777894,0.0010204906853730931,0.3640537691384189,0.0026246013050401956,0.8993860787274401,0.015310673834685021,0.42164568593879126,0.0018174398887814106,0.8993860787274401,0.015310673834685021
refined_single,refined_6.2500Hz,6.25,u,1,1,1,2.0,60,5,6.25,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,27.236205810686954,0.0867162809537584,0.47897059032175504,0.002092782804459541,0.4957930831558962,0.008007617053720934,0.4820916007913703,0.0009798063147809068,0.3652651275539315,0.002747323103131338,0.9021857435580019,0.015327821622002991,0.42302774029636814,0.0019253376292200682,0.9021857435580019,0.015327821622002991
refined_single,refined_6.2600Hz,6.260000000000001,u,1,1,1,2.0,60,5,6.26,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,27.993133420520074,0.09200241902433667,0.47903840379365337,0.0020296414243794335,0.49853830178437575,0.007948581732059527,0.4826587465894548,0.0009736347722479757,0.3653715345611655,0.0029246517172985195,0.9059984172790612,0.015436153410697817,0.42353259196727483,0.0020753103413963456,0.9059984172790612,0.015436153410697817
refined_single,refined_6.2700Hz,6.2700000000000005,u,1,1,1,2.0,60,5,6.27,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,28.86263367723866,0.09471611979092259,0.47546499833023353,0.0020750183471953533,0.49876037655060423,0.008004952493662483,0.4797930030605334,0.0011939016565532979,0.36347299206265016,0.003221741792208455,0.912290114619274,0.015862394385646263,0.4225144578863425,0.0023051152374292667,0.912290114619274,0.015862394385646263
refined_single,refined_6.2800Hz,6.28,u,1,1,1,2.0,60,5,6.28,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,29.804662013364986,0.08926496203140419,0.4641366732219575,0.0026436517734629507,0.49636155526310477,0.00794327471756819,0.47012968248651604,0.0019681133334087378,0.35864459675812094,0.003676914565411708,0.9286957869443031,0.01787056239016008,0.41996788188162215,0.002541774667006982,0.9286957869443031,0.01787056239016008
refined_single,refined_6.2900Hz,6.29,u,1,1,1,2.0,60,5,6.29,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,30.623211815055175,0.06627806164149146,0.4441935037220663,0.0017902472213313953,0.5143298551463162,0.009000554014979144,0.4572579865317234,0.0007036977115692957,0.36053511014468176,0.003894807258105905,1.0027718915751942,0.0299610003188942,0.42961420241201964,0.004002282360880051,1.0027718915751942,0.0299610003188942
refined_single,refined_6.3000Hz,6.300000000000001,u,1,1,1,2.0,60,5,6.3,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,30.767153267216475,0.12684140144823375,0.46265746573787714,0.005325327414403185,0.625464519031949,0.014941218925412333,0.4930060676877475,0.006966792551828036,0.41255736555344547,0.007453284179971012,1.1828345083288918,0.0313943865751415,0.4954127690360514,0.0074402456136583636,1.1828345083288918,0.0313943865751415
refined_single,refined_6.3100Hz,6.3100000000000005,u,1,1,1,2.0,60,5,6.31,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,30.251039003853162,0.15992427482513147,0.4975683456807866,0.006198834160492477,0.7138679954279693,0.0076409042779424,0.5378923783357263,0.005904263111425234,0.45369736220367896,0.009141574199442717,1.2597399886868998,0.025295105229270653,0.5404077496543517,0.008393465714883861,1.2597399886868998,0.025295105229270653
refined_single,refined_6.3200Hz,6.32,u,1,1,1,2.0,60,5,6.32,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,29.549794885691238,0.1597380088792315,0.515422089748644,0.007854306281467487,0.7548888218537216,0.005424220063667409,0.5600671975901614,0.0068949159558194025,0.46812649124927697,0.01009387830795998,1.27230616683324,0.02425271979920218,0.5546383131153346,0.009427920437607701,1.27230616683324,0.02425271979920218
refined_single,refined_6.3300Hz,6.33,u,1,1,1,2.0,60,5,6.33,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,28.83284372896002,0.1512288372650265,0.5251014569051368,0.008862822592695501,0.7787103151277651,0.004652368883089749,0.5723845182602539,0.007628044037935966,0.47314443235045156,0.010216999919438202,1.2692457194227917,0.023369693431164892,0.5587886668723804,0.009612554807411888,1.2692457194227917,0.023369693431164892
refined_single,refined_6.3400Hz,6.340000000000001,u,1,1,1,2.0,60,5,6.34,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,28.158925189866466,0.13989415799215899,0.5312427859520243,0.00951101528982387,0.7955257202488802,0.004232522645702389,0.5805168874784796,0.008103794061801282,0.47440787077151525,0.010058146856939608,1.2612525861881152,0.022457359326294335,0.5590578644586739,0.009514137563308833,1.2612525861881152,0.022457359326294335
refined_single,refined_6.3500Hz,6.3500000000000005,u,1,1,1,2.0,60,5,6.35,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,27.56003942879851,0.12727493712559285,0.5355720682954569,0.009974012846913889,0.808767570901634,0.003949103586347078,0.5865085822321598,0.008440876083305007,0.47379184311546246,0.009788475121796418,1.2513306157592399,0.02154180383609557,0.5574423518887508,0.009307271256896297,1.2513306157592399,0.02154180383609557
refined_single,refined_6.3600Hz,6.36,u,1,1,1,2.0,60,5,6.36,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,27.058327630738198,0.114015493081512,0.5387743994893514,0.010324463957005493,0.8197814217011163,0.0037405558615079995,0.5911678921035944,0.008693987915346202,0.4720727605524223,0.009470423139076319,1.240679467469765,0.02064815682704801,0.5547640199339423,0.009053270858766137,1.240679467469765,0.02064815682704801
refined_single,refined_6.3700Hz,6.37,u,1,1,1,2.0,60,5,6.37,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,26.670362014984892,0.10056504596573458,0.5411298465799046,0.01059317990683288,0.829130865105069,0.0035822550749903233,0.594827773310633,0.00888669218134755,0.469654402420512,0.009133909551545884,1.22992404223939,0.01979564582620128,0.5514503903844221,0.008780365823790204,1.22992404223939,0.01979564582620128
refined_single,refined_6.3800Hz,6.380000000000001,u,1,1,1,2.0,60,5,6.38,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,26.408439999046596,0.08744626172218249,0.5427452834998392,0.010793129103526148,0.8370246608709598,0.0034617197786950536,0.5976141106341226,0.009028760336456951,0.46680071898345477,0.008797482616334184,1.219447882643224,0.01899884913045308,0.5477782407666423,0.00850550817845508,1.219447882643224,0.01899884913045308
refined_single,refined_6.3900Hz,6.390000000000001,u,1,1,1,2.0,60,5,6.39,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,26.280680498629316,0.0754464567107929,0.543650850871679,0.010928882340089624,0.8434793851133231,0.003371312737483787,0.5995545254358146,0.009123359385414745,0.46372374627227736,0.00847523308735975,1.2095100226370166,0.018268395685335212,0.5439646304235145,0.008241386353875267,1.2095100226370166,0.018268395685335212
refined_single,refined_6.4000Hz,6.4,u,1,1,1,2.0,60,5,6.4,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,26.290344494044508,0.06578115449126685,0.5438476710922325,0.011000792392141086,0.848393231127871,0.0033052470988988803,0.6006309588621488,0.009170224339535592,0.46062183481749086,0.00817945000620348,1.2002961631196822,0.01761128142380692,0.5402065213671785,0.007999089667556077,1.2002961631196822,0.01761128142380692
fft_prefix,fft_prefix_K1,nan,u,1,1,1,3.0,90,5,5.9138162,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,5.0,0.0,19.639559268381316,0.05482530093172938,0.45998582408986827,0.0045166399841315465,0.40736630660714795,0.009581005142066475,0.4501566797927907,0.0018801324565956266,0.357638200460387,0.0027731500307415415,0.7977020171499551,0.03037284202676538,0.40494502358080575,0.0017400807855510105,0.7977020171499551,0.03037284202676538
refined_single,refined_5.4000Hz,5.4,u,1,1,1,3.0,90,5,5.4,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,6.0,0.0,20.723516470251646,0.04951116653022119,0.5975582291653622,0.006996504943082541,0.7382666679372758,0.007716362898636022,0.6237831142856134,0.006845613288919623,0.42823338145173634,0.003913710289524996,0.9115524514466052,0.008758907462751068,0.48025994062707833,0.0049815316555349605,0.9115524514466052,0.008758907462751068
refined_single,refined_5.4100Hz,5.41,u,1,1,1,3.0,90,5,5.41,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,6.0,0.0,21.006586852200545,0.05307434041241826,0.6001369831527509,0.006798320175535589,0.7278120815347651,0.007814090285830386,0.6239312945577846,0.00666331580324353,0.432209986961003,0.004025458425579428,0.924812666996217,0.009454944109469001,0.4852367289396513,0.0051785480245073985,0.924812666996217,0.009454944109469001
refined_single,refined_5.4200Hz,5.42,u,1,1,1,3.0,90,5,5.42,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,6.0,0.0,21.147842041504617,0.05660267841562202,0.6028687860750326,0.006614341650412619,0.7158867744147962,0.007977121420755543,0.6239297498561885,0.006497783786622677,0.4362914810315435,0.004153491172783632,0.938534645089726,0.010063310901962082,0.4903568420664561,0.005388128498938003,0.938534645089726,0.010063310901962082
refined_single,refined_5.4300Hz,5.430000000000001,u,1,1,1,3.0,90,5,5.43,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,6.0,0.0,21.122488209812303,0.05997626857761024,0.605618803922549,0.006452012432608501,0.7026859036830484,0.008218894374508543,0.6237051670129006,0.006358629571676263,0.44030969469909265,0.004298248526929149,0.9521642497339429,0.010563290605720903,0.4954105184710949,0.0056060181618933485,0.9521642497339429,0.010563290605720903
refined_single,refined_5.4400Hz,5.44,u,1,1,1,3.0,90,5,5.44,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,6.0,0.0,20.927090674683722,0.06328493985787684,0.608238464597595,0.006316653188075793,0.6885908504323217,0.008542060137123426,0.6232077860694486,0.00625329384591423,0.44410583027187733,0.004457246712081367,0.965109238264953,0.010933694851018786,0.5001922487546536,0.005825129080738663,0.965109238264953,0.010933694851018786
refined_single,refined_5.4500Hz,5.45,u,1,1,1,3.0,90,5,5.45,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,6.0,0.0,20.580430137750266,0.06668082403584201,0.6105816022895619,0.006210406808058712,0.6741271891339612,0.008936770713457408,0.6224166992012172,0.006185657081327999,0.44755655128182836,0.00462508330839777,0.9768051954996876,0.011157260272552705,0.5045311638968759,0.00603633293415829,0.9768051954996876,0.011157260272552705
refined_single,refined_5.4600Hz,5.46,u,1,1,1,3.0,90,5,5.46,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,6.0,0.0,20.118027594909794,0.0701444953149401,0.6125216286120582,0.006131486751254745,0.6598796512378085,0.009382330338909266,0.6213379629851465,0.006154843215758741,0.4505890108590361,0.004793947722607502,0.9867984034941191,0.011226301994133256,0.5083133774621005,0.006229758447466461,0.9867984034941191,0.011226301994133256
refined_single,refined_5.4700Hz,5.470000000000001,u,1,1,1,3.0,90,5,5.47,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,6.0,0.0,19.582620645757867,0.07329713818117106,0.6139668840931357,0.00607413527499534,0.6463858352150843,0.009852081943112306,0.6199972644286592,0.006154855428565241,0.4531787582780746,0.004954506012902492,0.9948157796340908,0.011146671258981668,0.5114876554583114,0.0063961512416811995,0.9948157796340908,0.011146671258981668
refined_single,refined_5.4800Hz,5.48,u,1,1,1,3.0,90,5,5.48,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,6.0,0.0,19.0160460788672,0.07519118441453554,0.6148703609755641,0.006029553380818405,0.6340446415307568,0.010319658682620062,0.6184307525785887,0.006175562185131763,0.45533184998734466,0.005096893355143249,1.0007908441721347,0.010937398141355704,0.5140522522550247,0.006527785285110208,1.0007908441721347,0.010937398141355704
refined_single,refined_5.4900Hz,5.49,u,1,1,1,3.0,90,5,5.49,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,6.0,0.0,18.468627405575443,0.07202681427296868,0.61523045591436,0.005987631994680663,0.6230707353393325,0.010764115838204903,0.6166771566019353,0.0062048952962847174,0.45705944697453404,0.005211524989035911,1.0048350571608775,0.010625884317702363,0.516029153386335,0.00661865571571944,1.0048350571608775,0.010625884317702363
refined_single,refined_5.5000Hz,5.5,u,1,1,1,3.0,90,5,5.5,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,6.0,0.0,18.195786729426224,0.0361858010977954,0.6150826691315375,0.005938887101092115,0.6135022562948771,0.011172400757057598,0.614772469781372,0.006231411081187313,0.4583554431488642,0.005289612631710403,1.0071719947944195,0.010241279352570158,0.5174370172719607,0.006664137374022606,1.0071719947944195,0.010241279352570158
refined_single,refined_5.5100Hz,5.510000000000001,u,1,1,1,3.0,90,5,5.51,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,6.0,0.0,18.496760511529942,0.028697206199632723,0.6144863693830293,0.005875971793499144,0.6052435903832051,0.011539182447497605,0.6127471593207229,0.006246264967256873,0.45918481546370965,0.005323569551223253,1.008065522291443,0.009809285628658489,0.5182730370738282,0.006660643378863473,1.008065522291443,0.009809285628658489
refined_single,refined_5.5200Hz,5.5200000000000005,u,1,1,1,3.0,90,5,5.52,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,6.0,0.0,18.9389102802541,0.030020049998644827,0.6135122266954592,0.005794468922023792,0.5981169258221073,0.01186506789064535,0.6106255581769857,0.006244148503502016,0.4594852875677368,0.005307654332661791,1.0077659285838358,0.009349975057947909,0.5185086189281255,0.006605807765226726,1.0077659285838358,0.009349975057947909
refined_single,refined_5.5300Hz,5.53,u,1,1,1,3.0,90,5,5.53,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,6.0,0.0,19.419531659182404,0.03270333501275509,0.6122340005031621,0.005692994604844116,0.5919054603217898,0.012154335937391325,0.6084272431407444,0.006223271700539144,0.45918021290735284,0.005239033739397163,1.0064821161717168,0.008878175066071957,0.5180978803814947,0.00649934700147133,1.0064821161717168,0.008878175066071957
refined_single,refined_5.5400Hz,5.54,u,1,1,1,3.0,90,5,5.54,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,6.0,0.0,19.89848869702153,0.03705672836756068,0.6107255110266401,0.005572778310807979,0.5863844131954465,0.012412933608408562,0.606170354732137,0.006184705780121964,0.45819738618979633,0.00511898544505808,1.0043760089527656,0.00840498398045832,0.5169938339803916,0.006344219441138851,1.0043760089527656,0.00840498398045832
refined_single,refined_5.5500Hz,5.550000000000001,u,1,1,1,3.0,90,5,5.55,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,6.0,0.0,20.330993812251556,0.04253440124689766,0.6090617917355068,0.005436920827449363,0.581343196347938,0.01264706365813775,0.603876668876802,0.006131422244589382,0.4564876971730959,0.004953557591572221,1.0015703836674164,0.007939068007780017,0.5151658773631796,0.006147323382556214,1.0015703836674164,0.007939068007780017
refined_single,refined_5.5600Hz,5.5600000000000005,u,1,1,1,3.0,90,5,5.56,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,6.0,0.0,20.6677061961652,0.04829959308981917,0.60732258127371,0.005289561164006304,0.5766018174095695,0.012862396299389307,0.6015774955252263,0.006067327068909737,0.4540398154657977,0.004753087676618584,0.9981612027851845,0.00748711263480564,0.5126142271652153,0.0059191027165819525,0.9981612027851845,0.00748711263480564
refined_single,refined_5.5700Hz,5.57,u,1,1,1,3.0,90,5,5.57,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,6.0,0.0,20.863103769030843,0.053569972835810435,0.6055957497597748,0.005135157484665187,0.5720214213284354,0.013063741783789296,0.5993184307322413,0.00599649524382001,0.4508904485040229,0.004530593760037745,0.9942283188364653,0.007053630771519555,0.5093802272422867,0.005672058134245775,0.9942283188364653,0.007053630771519555
refined_single,refined_5.5800Hz,5.58,u,1,1,1,3.0,90,5,5.58,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,6.0,0.0,20.884788926431888,0.05770242365455802,0.603978053561768,0.0049779628653132,0.5675077365771244,0.0132549352321817,0.5971606126229714,0.005922649724150849,0.4471305558962677,0.004299654327828022,0.9898425730908234,0.006640754106962829,0.5055526597981682,0.0054187688250388185,0.9898425730908234,0.006640754106962829
refined_single,refined_5.5900Hz,5.590000000000001,u,1,1,1,3.0,90,5,5.59,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,6.0,0.0,20.72058392414679,0.06019126253999809,0.6025713514434615,0.004821649654253462,0.5630077566201703,0.013438729120510548,0.595177024064677,0.005848800876726172,0.4429060975932996,0.0040725061693647644,0.9850706019576752,0.0062484720783737464,0.5012689314897221,0.005170142788695321,0.9850706019576752,0.0062484720783737464
refined_single,refined_5.6000Hz,5.6000000000000005,u,1,1,1,3.0,90,5,5.6,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,6.0,0.0,20.382376913479057,0.06067065795101456,0.60147407582467,0.004669010412658698,0.5585015599703922,0.013616607163805194,0.5934440290374704,0.005776956955496116,0.4384108812776441,0.003858802325262041,0.9799793297070071,0.005875360107303306,0.4967091752252159,0.004934319520798393,0.9799793297070071,0.005875360107303306
refined_single,refined_5.6100Hz,5.61,u,1,1,1,3.0,90,5,5.61,0.5 1 2 5 10 100,12.0,0.0,1.0,0.0,6.0,0.0,19.907011297219,0.0589331806287153,0.6007698133917999,0.0045217177954033905,0.5539910277932764,0.013788565712847693,0.5920299790819319,0.005707899737196948,0.4338705117469557,0.003665134599603925,0.9746398653068029,0.005519589639070668,0.4920823473576624,0.00471630207005369,0.9746398653068029,0.005519589639070668
