sample,node,dim,train_min_px,train_max_px,train_mean_px,test_min_px,test_max_px,final_test_px,final_outside_train_px,max_test_outside_train_px,max_test_outside_time_s,emphasized_node
sample_4,7,x,2699.8386142880818,2878.713400418452,2791.151450196225,2719.5948925323137,2863.6477807012334,2818.416306944939,0.0,0.0,14.948266744613647,False
sample_4,7,y,788.316265942434,866.0235172790326,823.0793139708062,796.9066098848368,859.6370843234389,836.1159690045279,0.0,0.0,14.948266744613647,False
sample_4,8,x,1008.7165343420486,1195.6492835378408,1119.360860812549,1028.7527162283427,1207.777017995582,1146.3483518176215,0.0,12.127734457741099,19.419399976730347,False
sample_4,8,y,1326.1841366839185,1401.108118032605,1370.0608171537033,1334.764322563128,1393.0097827291875,1370.9672323979164,0.0,0.0,14.948266744613647,False
sample_4,9,x,1576.55430457215,1766.8650672527115,1685.516139942846,1599.7554185927067,1768.9441984509717,1713.0263465553237,0.0,2.0791311982602565,19.419399976730347,False
sample_4,9,y,1298.3784925410039,1457.8865087115903,1371.8292335745593,1294.1026059962421,1448.9591151854959,1382.6303409881698,0.0,4.275886544761761,17.11710000038147,False
sample_4,10,x,2121.7674995388115,2313.2789797312685,2224.2991242057788,2149.04240122208,2291.9907438455302,2249.9305149230154,0.0,0.0,14.948266744613647,False
sample_4,10,y,1294.817234965054,1462.0863911057133,1372.678212511676,1295.135563188311,1457.5236448232556,1398.555070254234,0.0,0.0,14.948266744613647,False
sample_4,11,x,2716.6829879986344,2902.159088949466,2811.383615269127,2745.1687425860023,2884.705256748797,2836.521292988016,0.0,0.0,14.948266744613647,False
sample_4,11,y,1338.86069989678,1401.8670778077847,1369.825236186851,1345.3056144643826,1397.4467342710716,1381.643392074931,0.0,0.0,14.948266744613647,False
sample_4,12,x,1013.2992169618118,1015.5209409582986,1014.6151447487761,1013.7425947671092,1015.329574635707,1014.8852547885797,0.0,0.0,14.948266744613647,True
sample_4,12,y,2019.7109306223845,2021.0175600349512,2020.3724417047808,2019.6939957992322,2021.013485177151,2020.3250813155041,0.0,0.01693482315226902,16.282933473587036,True
sample_4,13,x,1649.6299186548865,1733.4635634797175,1691.0362371838778,1653.929550790624,1722.6903666499247,1698.0993304648157,0.0,0.0,14.948266744613647,False
sample_4,13,y,1857.5029766672003,2009.954677874449,1927.4873065932873,1859.8800559468882,2008.5565295135177,1941.5116830995428,0.0,0.0,14.948266744613647,False
sample_4,14,x,2210.043631579661,2283.0816266012966,2249.382844632604,2215.918745833249,2276.463689165093,2256.6482949834162,0.0,0.0,14.948266744613647,False
sample_4,14,y,1864.7955119631445,2023.9919724389285,1936.0180948561167,1867.1398935181496,2022.560558637084,1963.6147452839966,0.0,0.0,14.948266744613647,False
sample_4,15,x,2915.501749908154,2917.5217223327604,2916.524040816789,2915.6545312610883,2917.0943203754996,2916.8794711634528,0.0,0.0,14.948266744613647,True
sample_4,15,y,2016.4332217945494,2017.545833978428,2016.9951807277832,2016.5672350681823,2017.4302015240012,2017.0750452837242,0.0,0.0,14.948266744613647,True
