sample,Q_extra,D,horizon_steps,lag_stride_frames,target_delay_frames_min,target_delay_frames_max,target_delay_set_frames,max_lag_frames,number_of_terms,status,selected_alpha,min_cv_train_rows,window_rows,terms_per_min_cv_train_row,train_nmse_x_mean,train_nmse_x_std,val_nmse_x_mean,val_nmse_x_std,train_nmse_y_mean,train_nmse_y_std,val_nmse_y_mean,val_nmse_y_std,train_nmse_2d_mean,train_nmse_2d_std,val_nmse_2d_mean,val_nmse_2d_std,train_val_gap_2d
sample_2,7,2,5,1,5,12,"[5, 6, 7, 8, 9, 10, 11, 12]",7,44,ok,0.01,444,592,0.0990990990990991,0.30198777925765996,0.04167965060793494,0.43436171716399335,0.12320481470285179,0.8431368924725701,0.005177232115592839,0.9736753044251925,0.012790875571366453,0.37588896827461865,0.04507896395611161,0.5188686996166396,0.1264427248746343,0.14297973134202097
sample_2,8,2,5,1,5,13,"[5, 6, 7, 8, 9, 10, 11, 12, 13]",8,54,ok,1.0,443,591,0.12189616252821671,0.3151584035265062,0.045761276150283095,0.44044551667315657,0.11986483369869766,0.8572610371531445,0.006855977221646687,0.93770945113225,0.01461658555750602,0.3890593289284836,0.048142823128491684,0.5178962594025862,0.12154603643257993,0.1288369304741026
sample_2,9,2,5,1,5,14,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",9,65,ok,1.0,442,590,0.14705882352941177,0.3121594635265446,0.045755338554003815,0.4423578859083092,0.11990868413357182,0.8358987983999381,0.008375399186492669,0.9329863434047714,0.03257020851867422,0.38329396955565637,0.04732764337746739,0.5175561006125775,0.11869715158305817,0.13426213105692114
sample_2,10,2,5,1,5,15,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",10,77,ok,1.0,441,589,0.1746031746031746,0.3081307660602368,0.0454372839726836,0.4457721805958544,0.1203118454463306,0.830755169482822,0.007614045110143359,0.940195732042903,0.02847163238095749,0.3790628574932755,0.0470380090535371,0.5217331939629855,0.11980213575187412,0.14267033646970995
sample_3,0,1,5,1,5,5,[5],0,1,ok,1e-10,449,599,0.0022271714922048997,0.3751421755754221,0.05914948458541597,0.4874929204342342,0.14962406092977557,0.9571295597263856,0.012099181506198018,0.9716970740508148,0.029347303268448463,0.45610354359475136,0.06192024628849841,0.5644134731898887,0.1516977873126202,0.1083099295951373
sample_3,1,1,5,1,5,6,"[5, 6]",1,2,ok,1.0,448,598,0.004464285714285714,0.36764256953837093,0.06087157124059519,0.4816696636957558,0.15244864939427166,0.945103444417396,0.008436511384053907,0.9600871217177961,0.020847063445711748,0.4477460382142853,0.06274443313899498,0.5569767648972238,0.15207841967165628,0.10923072668293848
sample_3,2,1,5,1,5,7,"[5, 6, 7]",2,3,ok,0.01,447,597,0.006711409395973154,0.344041624440343,0.055294143159351064,0.4498521056863511,0.14557612221763722,0.9400860085649965,0.005848713759441726,0.958093014647682,0.0071116622432594685,0.42666782047952406,0.057772329478597,0.529899817875462,0.14493384397380576,0.10323199739593797
sample_3,3,1,5,1,5,8,"[5, 6, 7, 8]",3,4,ok,1e-10,447,596,0.008948545861297539,0.343622362992372,0.05496228357782402,0.4509129559028398,0.14540661370151262,0.9270135765169643,0.0029530843508001696,0.9480031919645862,0.006834614545610001,0.42439337759079143,0.05679310308966082,0.5286163826147244,0.14256604696628483,0.104223005023933
sample_3,4,1,5,1,5,9,"[5, 6, 7, 8, 9]",4,5,ok,0.01,446,595,0.011210762331838564,0.3400743513184628,0.05241658708702062,0.44976895858276167,0.1392631722661764,0.9219211726688539,0.002348688416716125,0.9457655549202248,0.010800639540708647,0.42036248240003626,0.05419582792859491,0.5269185692428823,0.13660782106908506,0.10655608684284601
sample_3,5,1,5,1,5,10,"[5, 6, 7, 8, 9, 10]",5,6,ok,0.01,445,594,0.01348314606741573,0.3303598946263763,0.04953245816218783,0.43821424665574205,0.13139273779133337,0.9211428825610355,0.0022920603275271853,0.9467266768746018,0.009815482873594522,0.41194433892256194,0.05185286831155168,0.5177850502584105,0.13071997295879778,0.10584071133584855
sample_3,6,1,5,1,5,11,"[5, 6, 7, 8, 9, 10, 11]",6,7,ok,0.01,444,593,0.015765765765765764,0.32948294632064684,0.04878367111863456,0.4386794431697698,0.12919701177248086,0.8998473464910188,0.009178240317141,0.926881316830989,0.03240655850431754,0.40796781474660937,0.049695159437717,0.5138907317388839,0.12484065951024985,0.10592291699227452
