sample,node,dim,train_min_px,train_max_px,train_mean_px,test_min_px,test_max_px,final_test_px,final_outside_train_px,max_test_outside_train_px,max_test_outside_time_s,emphasized_node
sample_0,0,x,920.3194455029679,1313.8176301805665,1165.4197329803064,909.4804455659582,1450.2262394227964,1158.6961034957933,0.0,136.4086092422299,19.419399976730347,False
sample_0,0,y,321.48565781603514,338.4516723586491,328.14843972063943,324.76082276757074,345.97141711671344,336.08642478967215,0.0,7.519744758064348,17.183833360671997,False
sample_0,1,x,1512.6957177295637,1808.8127745589543,1685.0282863410312,1502.779993203569,1915.1206865286354,1676.0620372050423,0.0,106.30791196968107,19.419399976730347,False
sample_0,1,y,248.200586519793,448.33789679122896,333.8645485846484,298.04745859977044,393.1012648413964,358.88257860494053,0.0,0.0,14.948266506195068,False
sample_0,2,x,2102.827722430672,2228.8807273381944,2183.087297002683,2097.6830428932426,2258.5491420661237,2176.9720357381425,0.0,29.668414727929303,19.419399976730347,False
sample_0,2,y,209.6078535080338,394.1538829361594,292.1626989091488,259.40825993634814,353.43627252637805,305.1346776887107,0.0,0.0,14.948266506195068,False
sample_0,3,x,2673.736706596981,2687.0453050166902,2683.9691040080015,2673.2346806657406,2678.223294025157,2676.296380757357,0.0,0.502025931240496,17.183833360671997,True
sample_0,3,y,267.837363007114,275.9974354789826,270.8486983535991,274.85580670902004,276.3105737762814,275.43681450799704,0.0,0.31313829729879217,17.21720004081726,True
sample_0,4,x,1060.5601042254277,1320.2202102652855,1219.2072998278963,1067.209710550887,1384.6302088727775,1226.9515871877043,0.0,64.40999860749207,19.45276665687561,False
sample_0,4,y,851.4377369418703,870.8044687834588,865.3173504327065,850.6156814037683,874.7344454008949,873.1946796128888,2.390210829429975,3.9299766174360684,23.423399925231934,False
sample_0,5,x,1548.2143762858461,1795.2931550393791,1700.7347924836934,1554.0120436459101,1843.4758130433706,1707.028159697614,0.0,48.18265800399149,21.488133192062378,False
sample_0,5,y,770.0282319351722,903.4150982131125,840.4140348581891,788.3398098578549,927.0131420284187,858.4279864556264,0.0,23.59804381530614,22.5892333984375,False
sample_0,6,x,2038.3781588519805,2228.804068155624,2159.025532819208,2037.0805219312376,2239.837398785425,2159.414444418013,0.0,11.033330629801185,21.488133192062378,False
sample_0,6,y,760.553479633849,868.773061641603,820.4880506336023,784.7586681194025,893.2887241578123,840.6463512302654,0.0,24.515662516209318,22.5892333984375,False
sample_0,7,x,2535.881173837354,2695.9453564667133,2629.3155944487203,2528.3231780167266,2689.2070895357956,2621.7055620847623,0.0,7.557995820627184,17.183833360671997,False
sample_0,7,y,805.2469286247202,819.1435180761267,813.2975789749711,811.5432400290528,821.1450108094333,818.8963375146907,0.0,2.001492733306577,19.686333179473877,False
sample_0,8,x,1140.1702993393521,1282.1825905575906,1217.942021570909,1155.640293120023,1281.7961004678805,1239.4340091720976,0.0,0.0,14.948266506195068,False
sample_0,8,y,1378.800787081015,1394.271978021978,1387.4392291913068,1375.92743837373,1393.5393153762454,1387.8265910370906,0.0,2.873348707285004,17.150466680526733,False
sample_0,9,x,1617.8033172260677,1762.9961459075382,1699.4290457312688,1625.5185105001083,1759.369082635694,1721.7315853907367,0.0,0.0,14.948266506195068,False
sample_0,9,y,1349.0135388098035,1422.3226274520746,1387.0238289079232,1347.7589965139246,1431.7550662039464,1397.779228728831,0.0,9.432438751871814,20.053366661071777,False
sample_0,10,x,2081.5792627828073,2216.5739498795265,2156.7393455999168,2081.379135727328,2213.4207438229037,2169.955458457791,0.0,0.2001270554792427,17.183833360671997,False
sample_0,10,y,1337.7082146367466,1412.5911444239996,1379.5167371052778,1328.869537818355,1420.9271779550072,1390.2703349872868,0.0,8.838676818391605,19.786433219909668,False
sample_0,11,x,2571.359223220639,2696.808526333848,2639.4465123232585,2558.3814051892496,2699.2252334036434,2640.588693195235,0.0,12.977818031389234,17.183833360671997,False
sample_0,11,y,1328.3082222567984,1343.695095486111,1335.8421238830233,1329.1791578778736,1342.2624178332198,1335.2673620441167,0.0,0.0,14.948266506195068,False
sample_0,12,x,1153.101522502367,1161.0610254083485,1155.4132404095965,1158.7158278223703,1161.3097178419746,1160.1880122262528,0.0,0.2486924336260472,21.488133192062378,True
sample_0,12,y,1926.348703534893,1937.2361235052651,1934.7000622623316,1927.5845476280358,1929.1946133212243,1928.8455008061267,0.0,0.0,14.948266506195068,True
sample_0,13,x,1688.1531616415411,1697.0971651440987,1692.663327480672,1692.244879236268,1696.8480680005798,1694.5768434811023,0.0,0.0,14.948266506195068,False
sample_0,13,y,1901.043691541742,1911.3210037789734,1908.2772537910225,1902.0779663495368,1904.9852197058474,1903.626538503431,0.0,0.0,14.948266506195068,False
sample_0,14,x,2201.82214890107,2211.476428603094,2206.5041960546464,2204.7907983659943,2209.789775131902,2207.2354498845007,0.0,0.0,14.948266506195068,False
sample_0,14,y,1902.899420041833,1914.0083313454725,1910.6587340681842,1903.7446931723248,1906.6400391107059,1904.9232257216365,0.0,0.0,14.948266506195068,False
sample_0,15,x,2755.8097262429474,2767.550147682034,2764.5137032478624,2755.262298640962,2758.5249055040645,2757.8268889983833,0.0,0.5474276019854187,17.183833360671997,True
sample_0,15,y,1884.8095635977506,1893.0773537026557,1890.500941524215,1885.480982127364,1886.9062929447455,1886.74384308844,0.0,0.0,14.948266506195068,True
sample_1,0,x,923.0979525213146,1314.7514985600428,1170.890150393181,908.5091920772671,1451.1775820416512,1151.506388738495,0.0,136.42608348160843,19.419399976730347,False
sample_1,0,y,328.19328561262506,344.92255396025485,334.40385813302373,324.521339403988,345.6600116975703,336.13556217289295,0.0,3.6719462086370527,19.35266661643982,False
sample_1,1,x,1515.0590934452578,1816.4159479899165,1687.1647785675948,1505.337921489683,1915.2128235969788,1667.6664773998175,0.0,98.79687560706225,19.419399976730347,False
sample_1,1,y,252.08350986551088,433.48534191675344,337.23691959429016,286.4564556853682,388.3667406311637,324.5266091983689,0.0,0.0,14.948266744613647,False
sample_1,2,x,2102.674968784368,2230.8907582938386,2182.2014196504942,2097.8370447091315,2259.909972646331,2175.4817331561394,0.0,29.019214352492327,19.419399976730347,False
sample_1,2,y,214.83972128203905,388.5188760646019,295.38813514798983,248.43100286112536,352.2623790916661,283.2219352573907,0.0,0.0,14.948266744613647,False
sample_1,3,x,2674.254022340242,2678.12210152578,2676.574741594583,2673.880172454192,2678.239326098386,2676.679740243541,0.0,0.3738498860502659,17.183833360671997,True
sample_1,3,y,274.35698456365583,275.95281880036373,275.48151419054915,274.6437716036552,275.97402220391507,275.53554110731716,0.0,0.02120340355133976,17.31730008125305,True
sample_1,4,x,1070.841994504636,1323.932180739998,1224.5953522277503,1076.612373979727,1387.783917808695,1230.8595783394644,0.0,63.85173706869682,19.45276665687561,False
sample_1,4,y,850.8762715128595,873.3684692312974,867.6653251506075,851.7787640231767,874.2398262890888,872.0292551718682,0.0,0.8713570577914425,22.155466556549072,False
sample_1,5,x,1558.9197954576864,1798.8922937586137,1703.4748076473036,1566.2847507260988,1843.8442980808559,1713.6876449776237,0.0,44.952004322242146,21.454766750335693,False
sample_1,5,y,769.3901811204194,900.5265801358864,842.2388283257873,785.1872392338661,928.0878632228956,853.2029179065426,0.0,27.5612830870092,22.555866718292236,False
sample_1,6,x,2043.0361046470628,2233.013416286713,2157.611797512847,2048.4618834080716,2241.7703922205833,2173.1892685637176,0.0,8.756975933870308,21.454766750335693,False
sample_1,6,y,759.0497728619396,880.6658027565132,824.0168113655969,781.9024216691297,893.6941351333595,840.636718656983,0.0,13.028332376846265,22.555866718292236,False
sample_1,7,x,2535.773758947572,2696.1214172219147,2624.09306769954,2536.096952354579,2686.564237262653,2634.2371094638966,0.0,0.0,14.948266744613647,False
sample_1,7,y,810.2902050987158,819.5771817371902,815.7010604545665,811.2757746255646,820.8811028144744,817.819825091843,0.0,1.3039210772841443,21.52150011062622,False
sample_1,8,x,1150.7253377105646,1286.5995930074187,1223.1978318884987,1160.055187637969,1286.1084028779244,1246.4663754685714,0.0,0.0,14.948266744613647,False
