H,D,horizon_steps,lag_stride_frames,readout_time_delays,target_time_delays,number_of_terms,num_topology_sample_pairs,overparameterized_fraction,condition_warning,selected_alpha,selected_alpha_std_across_samples,min_training_rows_per_fold,min_training_rows_per_fold_std_across_samples,terms_per_training_row,terms_per_training_row_std_across_samples,train_nmse_x_mean,train_nmse_x_mean_std_across_samples,val_nmse_x_mean,val_nmse_x_mean_std_across_samples,train_nmse_y_mean,train_nmse_y_mean_std_across_samples,val_nmse_y_mean,val_nmse_y_mean_std_across_samples,train_nmse_2d_mean,train_nmse_2d_mean_std_across_samples,val_nmse_2d_mean,val_nmse_2d_mean_std_across_samples,train_validation_gap_2d,train_validation_gap_2d_std_across_samples
21,2,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",275,5,0.0,,1.0,0.0,432.0,0.0,0.6365740740740741,0.0,0.23499791670684106,0.0027912494053276057,0.6103697306539935,0.006883812403825641,0.5846010430727576,0.001560375115768349,0.8884516324439355,0.007617931618982214,0.28165288609023403,0.0028336198105575246,0.6476262355791367,0.005267964391714592,0.3659733494889026,0.006303371684393326
22,2,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",299,5,0.0,,1.0,0.0,432.0,0.0,0.6921296296296297,0.0,0.22553946882152348,0.0026813219946678723,0.6324702227558727,0.006879515943389447,0.5556587224225513,0.0015700804188116919,0.8856565940670172,0.007590583360947558,0.2695666905111554,0.002731595038836319,0.6642244012545275,0.005491595534686058,0.3946577107433721,0.006563503834736101
23,2,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]",324,5,0.0,,1.0,0.0,431.0,0.0,0.7517401392111369,0.0,0.22044251377286903,0.0024888637611983917,0.6549770260744354,0.006756024454056316,0.531739481662861,0.0022969916925598367,0.8975605473162768,0.008590597598016449,0.2619423660899755,0.002676933609024645,0.684616103615315,0.0053581974526532026,0.42267373752533943,0.00459471614726785
24,2,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]",350,5,1.0,some_samples_overparameterized,1.0,0.0,430.0,0.0,0.813953488372093,0.0,0.21554331415550715,0.0025074077090850174,0.6825292514015299,0.007019355016069057,0.5086930371883416,0.001806094888327444,0.9013933182578256,0.007433205916754872,0.254496233356154,0.002573029398102669,0.7087769102025734,0.005630231704619974,0.45428067684641943,0.005097863098525829
25,2,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",377,5,1.0,some_samples_overparameterized,1.0,0.0,429.0,0.0,0.8787878787878787,1.1102230246251565e-16,0.21018726266063154,0.0027742884346496485,0.6998892187181571,0.007916420099503427,0.48788318573132117,0.003180033209718476,0.913450881292522,0.006846262911464051,0.24706935655804316,0.0029835900919117043,0.7264944836478923,0.0063566678609904064,0.47942512708984897,0.007646183316564098
26,2,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]",405,5,1.0,some_samples_overparameterized,1.0,0.0,429.0,0.0,0.944055944055944,1.1102230246251565e-16,0.20389972373419277,0.002471242352484461,0.7252097805187694,0.010173692458834765,0.4706223229620523,0.002830218477005329,0.9126622586721151,0.006066676928116639,0.23931831676534648,0.002676233603849917,0.7483882809885932,0.008485643663570335,0.5090699642232467,0.009958847359324757
27,2,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",434,5,1.0,some_samples_overparameterized,1.0,0.0,428.0,0.0,1.014018691588785,0.0,0.1949592075734162,0.001619064440689408,0.7444026151399818,0.00806708277800906,0.4519312732466759,0.002473960977867616,0.8865676081423507,0.007508863010891328,0.22900545230025457,0.0018398555894425994,0.7597650680449972,0.006605428385605858,0.5307596157447424,0.006852974433531592
28,2,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]",464,5,1.0,some_samples_overparameterized,1.0,0.0,427.0,0.0,1.0866510538641687,0.0,0.18748724872729325,0.0020528769656354426,0.7952399714026728,0.01034539145085078,0.4286167713508129,0.003230718956432668,0.9106887867808826,0.006343402608953631,0.21936008863594475,0.002340562159798785,0.8051452523253774,0.009000126792775136,0.5857851636894328,0.00834496567636089
29,2,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34]",495,5,1.0,some_samples_overparameterized,1.0,0.0,426.0,0.0,1.1619718309859155,0.0,0.1789433398674832,0.0020852300725507623,0.8375765791114743,0.01039544566666775,0.4097930084916901,0.0032271230225482997,0.9205555148742937,0.007496547280833566,0.20934727925093463,0.002349235581334081,0.8418608830864421,0.008420454789553146,0.6325136038355075,0.008457478709596233
30,2,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",527,5,1.0,some_samples_overparameterized,1.0,0.0,426.0,0.0,1.2370892018779343,0.0,0.16896215218436,0.0020723659918047157,0.864668949269128,0.010602134164620467,0.3895204322508695,0.003671259251283345,0.910638677007596,0.007301386623587035,0.1980273288832342,0.002384941318368539,0.8626565812937199,0.00860338006203546,0.6646292524104858,0.008881430787562653
