topology,amplitude,sample,mode_index,coefficient_x,coefficient_y,q_norm_sq,c_mech_x,c_mech_y,c_mech_2d,dominant_raw_feature_name,dominant_product_degree,dominant_factor_indices,dominant_drive_channel,dominant_frequency_hz,dominant_decay_time_s,dominant_phase,dominant_raw_feature_loading
topology_10_prestress,amp=2.5,sample_1,9,4.532468318939209,8.024421691894531,0.9999998807907104,4.110459246294034e-06,0.00037229713750358995,1.6425941417445934e-05,u_f=5.8200Hz_Td=5.000s_cos * u_f=5.8200Hz_Td=5.000s_sin,2,8 9,u*u,5.82*5.82,5.0*5.0,cos*sin,-0.3868868947029114
topology_10_prestress,amp=2.5,sample_1,10,-85.3578872680664,5.7151594161987305,1.0,0.0014578342809157341,0.00018885085708274436,0.001415388033795459,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=0.200s_sin,2,1 1,u*u,5.82*5.82,0.2*0.2,sin*sin,-0.34504586458206177
topology_10_prestress,amp=2.5,sample_1,11,22.8857479095459,-2.003593683242798,1.0,0.00010479753410359321,2.3210343614220044e-05,0.00010206852284598305,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,1 9,u*u,5.82*5.82,0.2*5.0,sin*sin,-0.32629406452178955
topology_10_prestress,amp=2.5,sample_1,12,70.40291595458984,-1.3195708990097046,1.0,0.0009917498386753118,1.0067641005464634e-05,0.0009589135349275387,u_f=5.8200Hz_Td=0.500s_cos,1,2,u,5.82,0.5,cos,-0.32764604687690735
topology_10_prestress,amp=2.5,sample_1,13,47.0608024597168,10.270682334899902,0.9999999403953552,0.0004431384914111103,0.0006099030854725902,0.0004487166030219501,u_f=5.8200Hz_Td=0.200s_cos * u_f=5.8200Hz_Td=0.200s_cos,2,0 0,u*u,5.82*5.82,0.2*0.2,cos*cos,0.3984060287475586
topology_10_prestress,amp=2.5,sample_1,14,-22.643491744995117,-0.8962563276290894,1.0,0.00010259061670326515,4.644369154055567e-06,9.931441108079945e-05,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,1 9,u*u,5.82*5.82,0.2*5.0,sin*sin,-0.3825845718383789
topology_10_prestress,amp=2.5,sample_1,15,-31.323532104492188,7.440854072570801,1.0,0.00019631898512999647,0.0003201163357939896,0.00020045988471972259,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,1 9,u*u,5.82*5.82,0.2*5.0,sin*sin,0.3154970109462738
topology_10_prestress,amp=2.5,sample_1,16,-170.30210876464844,39.71665954589844,1.0,0.00580311123750822,0.009120269894657208,0.005914066931218714,u_f=5.8200Hz_Td=0.200s_cos * u_f=5.8200Hz_Td=5.000s_cos,2,0 8,u*u,5.82*5.82,0.2*5.0,cos*cos,0.31483376026153564
topology_10_prestress,amp=2.5,sample_1,17,60.067169189453125,-0.9345530271530151,1.0,0.0007219301417313195,5.049753274348641e-06,0.0006979511979936523,u_f=5.8200Hz_Td=0.200s_cos * u_f=5.8200Hz_Td=5.000s_cos,2,0 8,u*u,5.82*5.82,0.2*5.0,cos*cos,-0.28044483065605164
topology_10_prestress,amp=2.5,sample_1,18,-219.12881469726562,42.08065414428711,1.0,0.009607708617424795,0.010238285288667073,0.00962880078672594,u_f=5.8200Hz_Td=0.200s_sin,1,1,u,5.82,0.2,sin,-0.568690836429596
topology_10_prestress,amp=2.5,sample_1,19,156.8595428466797,-53.920135498046875,1.0,0.004923146212769227,0.016809864475957257,0.005320745244696986,u_f=5.8200Hz_Td=0.200s_cos,1,0,u,5.82,0.2,cos,0.6062420010566711
topology_10_prestress,amp=2.5,sample_1,20,-88.58157348632812,17.55838966369629,1.0,0.0015700288218956852,0.0017825085761297473,0.0015771360606404061,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=0.200s_sin,2,1 1,u*u,5.82*5.82,0.2*0.2,sin*sin,-0.3592175841331482
topology_10_prestress,amp=2.5,sample_2,0,29.72516632080078,-19.230613708496094,1.0,0.00017592914626957362,0.002206333691455576,0.00024150281382200408,u_f=5.8200Hz_Td=1.000s_cos * u_f=5.8200Hz_Td=1.000s_sin,2,4 5,u*u,5.82*5.82,1.0*1.0,cos*sin,0.16518549621105194
topology_10_prestress,amp=2.5,sample_2,1,276.5971984863281,-38.180084228515625,1.0,0.015232976170218935,0.008696783782459645,0.01502188419462725,u_f=5.8200Hz_Td=1.000s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5 9,u*u,5.82*5.82,1.0*5.0,sin*sin,0.20350097119808197
topology_10_prestress,amp=2.5,sample_2,2,1644.83447265625,-225.19552612304688,1.0,0.5386834184042809,0.30255506320309333,0.531057449333055,u_f=5.8200Hz_Td=0.200s_cos,1,0,u,5.82,0.2,cos,0.33814549446105957
topology_10_prestress,amp=2.5,sample_2,3,-110.67932891845703,8.551241874694824,1.0,0.0024390586471371577,0.00043625788556791284,0.002374376467605854,u_f=5.8200Hz_Td=5.000s_cos * u_f=5.8200Hz_Td=5.000s_sin,2,8 9,u*u,5.82*5.82,5.0*5.0,cos*sin,0.3182480037212372
topology_10_prestress,amp=2.5,sample_2,4,-1.7864603996276855,-1.1668850183486938,1.0,6.354421162916737e-07,8.12345981605982e-06,8.772741120067591e-07,u_f=5.8200Hz_Td=5.000s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,9 9,u*u,5.82*5.82,5.0*5.0,sin*sin,-0.2663365304470062
topology_10_prestress,amp=2.5,sample_2,5,3.4735796451568604,-14.219134330749512,1.0,2.4023912145226335e-06,0.0012062330474517451,4.128114147573832e-05,u_f=5.8200Hz_Td=5.000s_sin,1,9,u,5.82,5.0,sin,0.4358692467212677
topology_10_prestress,amp=2.5,sample_2,6,-9.284594535827637,8.267176628112793,0.9999999403953552,1.7163864125453242e-05,0.00040775501911147227,2.9778342657181863e-05,u_f=5.8200Hz_Td=0.500s_cos * u_f=5.8200Hz_Td=0.500s_cos,2,2 2,u*u,5.82*5.82,0.5*0.5,cos*cos,0.25791096687316895
topology_10_prestress,amp=2.5,sample_2,7,-20.986974716186523,2.8523967266082764,1.0,8.769783806279379e-05,4.854055832032869e-05,8.643321991062417e-05,u_f=5.8200Hz_Td=5.000s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,9 9,u*u,5.82*5.82,5.0*5.0,sin*sin,0.3502177298069
topology_10_prestress,amp=2.5,sample_2,8,746.956787109375,-133.817626953125,1.0,0.11109132946543505,0.10683450859359438,0.11095385176063867,u_f=5.8200Hz_Td=5.000s_cos,1,8,u,5.82,5.0,cos,-0.44572481513023376
topology_10_prestress,amp=2.5,sample_2,9,-7.774699687957764,-8.823286056518555,1.0,1.2035287073424254e-05,0.00046445712300387324,2.6646640822164876e-05,u_f=5.8200Hz_Td=5.000s_cos * u_f=5.8200Hz_Td=5.000s_sin,2,8 9,u*u,5.82*5.82,5.0*5.0,cos*sin,0.3879128098487854
topology_10_prestress,amp=2.5,sample_2,10,90.39849853515625,-5.227163791656494,1.0,0.0016270902509957484,0.00016301108053005047,0.0015798065503055685,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=0.200s_sin,2,1 1,u*u,5.82*5.82,0.2*0.2,sin*sin,0.33992642164230347
topology_10_prestress,amp=2.5,sample_2,11,-22.759811401367188,5.087759971618652,1.0,0.00010313985738031874,0.00015443229904479433,0.00010479639106255132,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,1 9,u*u,5.82*5.82,0.2*5.0,sin*sin,0.3206593990325928
topology_10_prestress,amp=2.5,sample_2,12,-76.8276596069336,5.6725993156433105,1.0,0.0011752341850030385,0.00019197696654455097,0.001143479044326963,u_f=5.8200Hz_Td=0.500s_cos,1,2,u,5.82,0.5,cos,0.3203553557395935
topology_10_prestress,amp=2.5,sample_2,13,-46.86856460571289,-11.296549797058105,0.9999999403953552,0.0004373735229116286,0.0007613362785105732,0.0004478361797675649,u_f=5.8200Hz_Td=0.200s_cos * u_f=5.8200Hz_Td=0.200s_cos,2,0 0,u*u,5.82*5.82,0.2*0.2,cos*cos,-0.3892887234687805
