topology,amplitude,sample,K,frequency_set_type,frequency_set_label,refined_frequency_hz,drive_channels,drive_smoothing_frames,number_drive_channels,filter_length_s,filter_length_frames,selected_frequencies_hz,decay_times_s,mechanical_degree,number_linear_features,number_candidate_features,number_raw_features,svd_rank,condition_number,train_nmse_x,train_nmse_y,train_nmse_2d,validation_nmse_x,validation_nmse_y,validation_nmse_2d,selection_metric_value
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.4600Hz,5.46,u,1,1,3.0,90,5.46,0.2 0.5 1 2 5,2,10,65,65,22,40.206687927246094,0.4592714257553512,0.6908065763718731,0.467798484825335,0.40889153020966446,0.6040012742497798,0.41483385276666923,0.41483385276666923
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.4700Hz,5.470000000000001,u,1,1,3.0,90,5.47,0.2 0.5 1 2 5,2,10,65,65,22,40.60238265991211,0.4564519050949553,0.6867518047645117,0.46493347190269346,0.413596787286251,0.6086892196050296,0.41953858259213,0.41953858259213
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.4800Hz,5.48,u,1,1,3.0,90,5.48,0.2 0.5 1 2 5,2,10,65,65,22,41.095767974853516,0.4528810797236702,0.6816727207698284,0.46130709984512624,0.41684574356886794,0.6123168009887673,0.4227990703976349,0.4227990703976349
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.4900Hz,5.49,u,1,1,3.0,90,5.49,0.2 0.5 1 2 5,2,10,65,65,22,41.64238357543945,0.44888797308311307,0.675995066498707,0.45725195408388364,0.41887905916392526,0.6146102118852232,0.4248403075354321,0.4248403075354321
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.5000Hz,5.5,u,1,1,3.0,90,5.5,0.2 0.5 1 2 5,2,10,65,65,23,48.645511627197266,0.4424756685916534,0.6573167573717303,0.4503879128008343,0.42120066229078773,0.6159876018690883,0.42713315341551583,0.42713315341551583
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.5100Hz,5.510000000000001,u,1,1,3.0,90,5.51,0.2 0.5 1 2 5,2,10,65,65,23,49.101253509521484,0.44009154539899975,0.6557777370840531,0.4480349133592471,0.42220820257354824,0.6134894464491606,0.4280339231484277,0.4280339231484277
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.5200Hz,5.5200000000000005,u,1,1,3.0,90,5.52,0.2 0.5 1 2 5,2,10,65,65,23,49.023048400878906,0.4358975913090594,0.6569309354906107,0.44403788610772593,0.43548632797122727,0.6199987132834746,0.4411058941014677,0.4411058941014677
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.5300Hz,5.53,u,1,1,3.0,90,5.53,0.2 0.5 1 2 5,2,10,65,65,23,48.38312530517578,0.43243856957712395,0.651835247034389,0.44051858863019133,0.4432050655123062,0.6332145483788717,0.44899205294154815,0.44899205294154815
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.5400Hz,5.54,u,1,1,3.0,90,5.54,0.2 0.5 1 2 5,2,10,65,65,23,48.93800735473633,0.4308241785307133,0.6479048990796274,0.4388189046971132,0.4464062632271926,0.6392133190854085,0.45227845440253683,0.45227845440253683
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.5500Hz,5.550000000000001,u,1,1,3.0,90,5.55,0.2 0.5 1 2 5,2,10,65,65,23,50.40636444091797,0.42946891612042165,0.6447235891808956,0.43739639195892543,0.4519430298016829,0.6452799690817989,0.45783135926999646,0.45783135926999646
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.5600Hz,5.5600000000000005,u,1,1,3.0,90,5.56,0.2 0.5 1 2 5,2,10,65,65,23,51.29694747924805,0.4276880461357508,0.64170891341728,0.4355700829351717,0.46317444880569814,0.6561108589097971,0.46905057963386076,0.46905057963386076
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.5700Hz,5.57,u,1,1,3.0,90,5.57,0.2 0.5 1 2 5,2,10,65,65,22,44.093727111816406,0.428893068906721,0.6461311426713343,0.4368935901334461,0.45749033413294016,0.6483935623030401,0.4633045417448722,0.4633045417448722
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.5800Hz,5.58,u,1,1,3.0,90,5.58,0.2 0.5 1 2 5,2,10,65,65,22,44.393516540527344,0.4287637427676245,0.6459013249480854,0.43676056305446237,0.46159119545019295,0.6522760567972268,0.4673987524147942,0.4673987524147942
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.5900Hz,5.590000000000001,u,1,1,3.0,90,5.59,0.2 0.5 1 2 5,2,10,65,65,22,44.42667770385742,0.429188909084222,0.6451854981203893,0.4371437084687741,0.46291703817056984,0.6592723442539303,0.46889729594942686,0.46889729594942686
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.6000Hz,5.6000000000000005,u,1,1,3.0,90,5.6,0.2 0.5 1 2 5,2,10,65,65,22,44.23073196411133,0.4303706024607124,0.6438359146888684,0.4382321790805697,0.45941154846821386,0.6626070905555465,0.4656001345850618,0.4656001345850618
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.6100Hz,5.61,u,1,1,3.0,90,5.61,0.2 0.5 1 2 5,2,10,65,65,22,44.35631561279297,0.43182140226221105,0.6427274802131053,0.43958872648972996,0.45451581485164116,0.6619748521850971,0.4608342512950181,0.4608342512950181
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.6200Hz,5.62,u,1,1,3.0,90,5.62,0.2 0.5 1 2 5,2,10,65,65,22,44.82261276245117,0.4333387317304019,0.6420095499867271,0.44102373501701136,0.4487578897920689,0.6605505879983555,0.45520831354794894,0.45520831354794894
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.6300Hz,5.630000000000001,u,1,1,3.0,90,5.63,0.2 0.5 1 2 5,2,10,65,65,22,45.18853759765625,0.43485154380133567,0.6416876455601059,0.4424689774946904,0.44100683741815355,0.658279394766908,0.44762415745464573,0.44762415745464573
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.6400Hz,5.640000000000001,u,1,1,3.0,90,5.64,0.2 0.5 1 2 5,2,10,65,65,22,44.96371078491211,0.4360603431849144,0.6416795960177624,0.44363296233221455,0.4313525266907135,0.6550303600829429,0.4381649277904519,0.4381649277904519
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.6500Hz,5.65,u,1,1,3.0,90,5.65,0.2 0.5 1 2 5,2,10,65,65,22,43.96475601196289,0.43683049372969357,0.6417335726608486,0.4443767373692237,0.42332612844252526,0.6532787033802216,0.430329635006567,0.430329635006567
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.6600Hz,5.66,u,1,1,3.0,90,5.66,0.2 0.5 1 2 5,2,10,65,65,22,42.69984436035156,0.43784086895971375,0.6418499951849306,0.4453541897902921,0.41824384850497603,0.6545837319679078,0.42544188890798607,0.42544188890798607
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.6700Hz,5.67,u,1,1,3.0,90,5.67,0.2 0.5 1 2 5,2,10,65,65,22,42.01926040649414,0.4395378158204254,0.642230379236249,0.44700264980650034,0.4132984742461311,0.6569763618367613,0.42072000316667135,0.42072000316667135
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.6800Hz,5.680000000000001,u,1,1,3.0,90,5.68,0.2 0.5 1 2 5,2,10,65,65,22,42.0544548034668,0.4419492350573969,0.6431722759525841,0.44935994894419223,0.40602395138598146,0.6570287370472877,0.4136686305745544,0.4136686305745544
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.6900Hz,5.69,u,1,1,3.0,90,5.69,0.2 0.5 1 2 5,2,10,65,65,22,42.239646911621094,0.44490895947263687,0.6448974659646389,0.45227420748631597,0.3962833711148092,0.6530530893376328,0.40410362886799206,0.40410362886799206
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.7000Hz,5.7,u,1,1,3.0,90,5.7,0.2 0.5 1 2 5,2,10,65,65,22,42.362674713134766,0.4481137135589569,0.6473138675383326,0.4554499278452501,0.38542859361219906,0.6461422231559679,0.3933689683452925,0.3933689683452925
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.7100Hz,5.71,u,1,1,3.0,90,5.71,0.2 0.5 1 2 5,2,10,65,65,22,42.47443771362305,0.4512159509492478,0.6501420327889728,0.4585420716090744,0.3746132900141129,0.637986724244205,0.38263467257929895,0.38263467257929895
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.7200Hz,5.720000000000001,u,1,1,3.0,90,5.72,0.2 0.5 1 2 5,2,10,65,65,22,42.66841506958008,0.45384910746029167,0.6530680618436114,0.4611860141345637,0.3644553430805767,0.6297283261044988,0.37253457888984975,0.37253457888984975
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.7300Hz,5.73,u,1,1,3.0,90,5.73,0.2 0.5 1 2 5,2,10,65,65,22,43.03484344482422,0.45562467779990085,0.6557921631809499,0.4629965173119122,0.3552701131746716,0.6220345180395774,0.363394772187646,0.363394772187646
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.7400Hz,5.74,u,1,1,3.0,90,5.74,0.2 0.5 1 2 5,2,10,65,65,21,34.517005920410156,0.46088955995342695,0.6673448428803623,0.46849296871508,0.3368758676842537,0.5912132161122099,0.34462204443256295,0.34462204443256295
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.7500Hz,5.75,u,1,1,3.0,90,5.75,0.2 0.5 1 2 5,2,10,65,65,21,35.72101974487305,0.4621668114182139,0.6705857660187462,0.46984253898031764,0.33147230557244245,0.5850504039496232,0.33919535836697257,0.33919535836697257
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.7600Hz,5.760000000000001,u,1,1,3.0,90,5.76,0.2 0.5 1 2 5,2,10,65,65,21,36.85870361328125,0.4627300295974222,0.6729848284850497,0.4704733682874159,0.3276460442762411,0.5788911118068291,0.33529804156355353,0.33529804156355353
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.7700Hz,5.7700000000000005,u,1,1,3.0,90,5.77,0.2 0.5 1 2 5,2,10,65,65,21,37.86824417114258,0.46245602304501277,0.6742666026322357,0.4702566585812523,0.32511423615360585,0.5724168553986948,0.3326461610196662,0.3326461610196662
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.7800Hz,5.78,u,1,1,3.0,90,5.78,0.2 0.5 1 2 5,2,10,65,65,21,38.73255157470703,0.4612834454513604,0.6743936083262281,0.4691319425042233,0.32346412235614863,0.5657742426164829,0.3308439941329135,0.3308439941329135
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.7900Hz,5.79,u,1,1,3.0,90,5.79,0.2 0.5 1 2 5,2,10,65,65,21,40.19862747192383,0.45920143953184683,0.6736098848370127,0.4670977501928946,0.3226168806091641,0.5601198342059602,0.3298503438349847,0.3298503438349847
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.8000Hz,5.800000000000001,u,1,1,3.0,90,5.8,0.2 0.5 1 2 5,2,10,65,65,21,42.19997787475586,0.45588456163592533,0.6721006166433469,0.4638474435915069,0.3231268950510101,0.5575703485087927,0.33026717719672294,0.33026717719672294
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.8100Hz,5.8100000000000005,u,1,1,3.0,90,5.81,0.2 0.5 1 2 5,2,10,65,65,21,43.66026306152344,0.45097504155818197,0.6693796666756802,0.4590185249540109,0.32457823093269844,0.5571689332290466,0.33166208511745404,0.33166208511745404
topology_10_prestress,amp=2.5,sample_0,1,refined_single,refined_5.8200Hz,5.82,u,1,1,3.0,90,5.82,0.2 0.5 1 2 5,2,10,65,65,20,39.701515197753906,0.4490604420411598,0.6675951682259627,0.4571087168454761,0.3205244304709183,0.5471103956220332,0.32742540252868096,0.32742540252868096
