topology,amplitude,sample,hidden_node,reference_node,horizon_steps,H_cut,D_cut,basis_index,basis_term,total_degree,max_readout_time_delay,max_target_time_delay,max_lag_frames,exponents,coefficient_x,coefficient_y,p_alpha_norm_sq,c_alpha_x,c_alpha_y,c_alpha
topology_10_prestress,amp=2.5,sample_2,10,0,5,27,1,1,P1(u[target-31]),1,26,31,26,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0,29.975236892700195,-6.077478408813477,274.27569580078125,0.050053514019623144,0.06295983653631143,0.05046195470489448
topology_10_prestress,amp=2.5,sample_2,10,0,5,27,1,2,P1(u[target-30]),1,25,30,25,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0,11.556809425354004,5.9401984214782715,274.3414306640625,0.007441993763081124,0.060162063020549224,0.00911040249742279
topology_10_prestress,amp=2.5,sample_2,10,0,5,27,1,3,P1(u[target-29]),1,24,29,24,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0,-29.98403549194336,3.4636499881744385,274.33245849609375,0.050093267542525265,0.020453828506359968,0.0491552813132693
topology_10_prestress,amp=2.5,sample_2,10,0,5,27,1,4,P1(u[target-28]),1,23,28,23,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0,13.89406681060791,-13.76336669921875,274.3363037109375,0.010756328267319334,0.32296990956727706,0.02063681350486771
topology_10_prestress,amp=2.5,sample_2,10,0,5,27,1,5,P1(u[target-27]),1,22,27,22,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0,24.18950653076172,6.82655143737793,274.38232421875,0.03260859954055816,0.07946726778552897,0.03409151510726056
topology_10_prestress,amp=2.5,sample_2,10,0,5,27,1,6,P1(u[target-26]),1,21,26,21,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0,-20.67461395263672,2.762106418609619,274.47418212890625,0.023828588459124514,0.013014027823531091,0.023486344837736706
topology_10_prestress,amp=2.5,sample_2,10,0,5,27,1,7,P1(u[target-25]),1,20,25,20,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0,-6.15341329574585,2.4570605754852295,274.6490478515625,0.002112186527162175,0.010304792281518236,0.0023714543010877414
topology_10_prestress,amp=2.5,sample_2,10,0,5,27,1,8,P1(u[target-24]),1,19,24,19,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0,-7.431427001953125,-7.218976020812988,275.0247802734375,0.003084879878606216,0.0890743048839867,0.005806149212289267
topology_10_prestress,amp=2.5,sample_2,10,0,5,27,1,9,P1(u[target-23]),1,18,23,18,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0,49.573848724365234,-1.5028632879257202,275.4073486328125,0.13746837463640746,0.0038658401522664804,0.13324031426769029
topology_10_prestress,amp=2.5,sample_2,10,0,5,27,1,10,P1(u[target-22]),1,17,22,17,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0,-45.35383987426758,9.184544563293457,275.6108703613281,0.11514536653323927,0.14449107128127286,0.11607405708328239
topology_10_prestress,amp=2.5,sample_2,10,0,5,27,1,11,P1(u[target-21]),1,16,21,16,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0,-2.479402780532837,-5.9500837326049805,275.6703796386719,0.0003441963585232782,0.060654869988631885,0.002252821595092918
topology_10_prestress,amp=2.5,sample_2,10,0,5,27,1,12,P1(u[target-20]),1,15,20,15,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0,41.103885650634766,-6.376765251159668,275.71661376953125,0.09461297371101579,0.0696776046382623,0.09382385510512316
topology_10_prestress,amp=2.5,sample_2,10,0,5,27,1,13,P1(u[target-19]),1,14,19,14,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0,-9.042820930480957,13.510242462158203,275.71978759765625,0.004579286293647762,0.31276895471719,0.014332428538597727
topology_10_prestress,amp=2.5,sample_2,10,0,5,27,1,14,P1(u[target-18]),1,13,18,13,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-52.24222946166992,-9.402043342590332,275.66009521484375,0.15280561241038992,0.15144251618515467,0.15276247510651375
topology_10_prestress,amp=2.5,sample_2,10,0,5,27,1,15,P1(u[target-17]),1,12,17,12,0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,54.23130798339844,-0.906194269657135,275.46514892578125,0.16454656417289779,0.001405849080496469,0.15938372205564558
topology_10_prestress,amp=2.5,sample_2,10,0,5,27,1,16,P1(u[target-16]),1,11,16,11,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,1.8560550212860107,4.629631042480469,275.3367614746094,0.00019264950252294438,0.03667637290570587,0.0013472337745941221
topology_10_prestress,amp=2.5,sample_2,10,0,5,27,1,17,P1(u[target-15]),1,10,15,10,0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3.075314521789551,-7.312717437744141,275.2942199707031,0.0005288081870425867,0.09149220524123082,0.0034074866161134757
topology_10_prestress,amp=2.5,sample_2,10,0,5,27,1,18,P1(u[target-14]),1,9,14,9,0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-38.07278823852539,11.169755935668945,275.18475341796875,0.08101692097756204,0.21337382994113357,0.08520556158588227
topology_10_prestress,amp=2.5,sample_2,10,0,5,27,1,19,P1(u[target-13]),1,8,13,8,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,32.58488464355469,-6.958352565765381,274.93109130859375,0.05928956047457049,0.0827305921110023,0.06003138844397631
topology_10_prestress,amp=2.5,sample_2,10,0,5,27,1,20,P1(u[target-12]),1,7,12,7,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,11.164031028747559,-3.3580756187438965,274.62353515625,0.006951872883338322,0.0192463382254702,0.007340950394991401
topology_10_prestress,amp=2.5,sample_2,10,0,5,27,1,21,P1(u[target-11]),1,6,11,6,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-58.19214630126953,2.1911280155181885,274.23809814453125,0.18861600358018613,0.008182626139903667,0.18290590821938585
topology_10_prestress,amp=2.5,sample_2,10,0,5,27,1,22,P1(u[target-10]),1,5,10,5,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-7.648304462432861,14.8831148147583,273.81207275390625,0.003253156286315123,0.37693778496524616,0.015078988595684382
topology_10_prestress,amp=2.5,sample_2,10,0,5,27,1,23,P1(u[target-9]),1,4,9,4,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,106.83053588867188,-10.227262496948242,273.43817138671875,0.6338287784771135,0.17774908093205258,0.6193954258344232
topology_10_prestress,amp=2.5,sample_2,10,0,5,27,1,24,P1(u[target-8]),1,3,8,3,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-143.3935546875,6.498109340667725,273.173828125,1.140828467429067,0.0716873514405641,1.1069938309939802
topology_10_prestress,amp=2.5,sample_2,10,0,5,27,1,25,P1(u[target-7]),1,2,7,2,0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,138.91961669921875,-45.67588806152344,272.9837646484375,1.0700054028502852,3.5394863000872343,1.1481559735204172
topology_10_prestress,amp=2.5,sample_2,10,0,5,27,1,26,P1(u[target-6]),1,1,6,1,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-153.7898712158203,79.04793548583984,272.7237854003906,1.3100880401062343,10.590915353594104,1.6037942808192325
topology_10_prestress,amp=2.5,sample_2,10,0,5,27,1,27,P1(u[target-5]),1,0,5,0,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,198.73623657226562,-57.838218688964844,272.2987060546875,2.18434734779954,5.661151961076316,2.29437624696622
