topology_index,topology,amplitude,num_samples,num_nodes,actual_test_nmse_2d_mean,actual_test_nmse_2d_std,Q_twIPC_clipped_mean,Q_twIPC_clipped_std,generic_total_ipc_clipped_mean,generic_total_ipc_clipped_std,basis_nmse_2d_mean,basis_nmse_2d_std
10,topology_10_prestress,amp=2.5,5,16,0.3463632985132564,0.08305374744250825,1.716984540886098,0.011031362848100922,1.9721093493302988,0.004605399179401496,0.3040037290161618,0.0008585166161774306
11,topology_11_prestress,amp=2.5,5,16,0.5514844412040028,0.5691578331183251,1.392851895560097,0.015720967467289685,1.9609509172785962,0.037960637194593326,0.3151937479750941,0.000585794577717788
12,topology_12_prestress,amp=2.5,5,16,0.2634361090748455,0.005616196442185112,1.9689509733416428,0.011308858437118667,1.9733826290869565,0.0011441502262102784,0.2915544312568007,0.00038740356832381203
13,topology_13_prestress,amp=2.5,5,16,0.28805388082419403,0.011384782560042779,1.6893579500283065,0.06964273910322827,1.975061126910208,0.0009739488905263539,0.32097968899187174,0.0008195254377180083
14,topology_14_prestress,amp=2.5,5,16,0.29114982045431614,0.018104136262073776,1.5326658740617503,0.05021343790007645,1.9764027874669345,0.0015227190509985167,0.3306010795958566,0.002138519542536286
15,topology_15_prestress,amp=2.5,5,16,0.2375897958238446,0.007196041728800611,3.5883311611939037,0.020413684480146226,1.979472985411802,0.0008985293206888575,0.29243966926510423,0.000716067790588006
16,topology_16_prestress,amp=2.5,5,16,0.5174040012349669,0.043222347387432324,1.8663503109632438,0.01832559754081826,1.9674593944538643,0.0009432058520555438,0.47435502617303477,0.0009693614736379684
17,topology_17_prestress,amp=1,5,16,0.4460373909048455,0.5096496886780709,1.3499821575920514,0.021247813411723666,1.971371571045875,0.01313237961818284,0.42680817476318084,0.005809439218623765
