topology,amplitude,sample,hidden_node,reference_node,horizon_steps,group_type,group_value,c_alpha_sum,IPC_alpha_clipped_sum,weighted_contribution_sum,num_terms,basis_nmse_2d,basis_adequacy_label
topology_10_prestress,amp=2.5,sample_0,10,0,5,degree,1,1.7395749139687136,1.9659660918126147,1.7333222894984999,2,0.30325125328419933,fixed compact dictionary
topology_10_prestress,amp=2.5,sample_0,10,0,5,readout_time_delay,1,0.1833386413828007,0.9659754836142307,0.1771006327749269,1,0.30325125328419933,fixed compact dictionary
topology_10_prestress,amp=2.5,sample_0,10,0,5,target_time_delay,6,0.1833386413828007,0.9659754836142307,0.1771006327749269,1,0.30325125328419933,fixed compact dictionary
topology_10_prestress,amp=2.5,sample_0,10,0,5,readout_time_delay,0,1.556236272585913,0.9999906081983839,1.556221656723573,1,0.30325125328419933,fixed compact dictionary
topology_10_prestress,amp=2.5,sample_0,10,0,5,target_time_delay,5,1.556236272585913,0.9999906081983839,1.556221656723573,1,0.30325125328419933,fixed compact dictionary
topology_10_prestress,amp=2.5,sample_1,10,0,5,degree,1,1.712590290817325,1.9779559635298702,1.7086871658250564,2,0.3044741300815233,fixed compact dictionary
topology_10_prestress,amp=2.5,sample_1,10,0,5,readout_time_delay,1,0.17690556039442842,0.9779584748777332,0.17300629204072596,1,0.3044741300815233,fixed compact dictionary
topology_10_prestress,amp=2.5,sample_1,10,0,5,target_time_delay,6,0.17690556039442842,0.9779584748777332,0.17300629204072596,1,0.3044741300815233,fixed compact dictionary
topology_10_prestress,amp=2.5,sample_1,10,0,5,readout_time_delay,0,1.5356847304228964,0.9999974886521369,1.5356808737843304,1,0.3044741300815233,fixed compact dictionary
topology_10_prestress,amp=2.5,sample_1,10,0,5,target_time_delay,5,1.5356847304228964,0.9999974886521369,1.5356808737843304,1,0.3044741300815233,fixed compact dictionary
topology_10_prestress,amp=2.5,sample_2,10,0,5,degree,1,1.7146274868443676,1.9747348682114878,1.7101447532425351,2,0.30332501579786314,fixed compact dictionary
topology_10_prestress,amp=2.5,sample_2,10,0,5,readout_time_delay,1,0.17696125223323386,0.9747435286065421,0.1724918354284547,1,0.30332501579786314,fixed compact dictionary
topology_10_prestress,amp=2.5,sample_2,10,0,5,target_time_delay,6,0.17696125223323386,0.9747435286065421,0.1724918354284547,1,0.30332501579786314,fixed compact dictionary
topology_10_prestress,amp=2.5,sample_2,10,0,5,readout_time_delay,0,1.5376662346111338,0.9999913396049458,1.5376529178140805,1,0.30332501579786314,fixed compact dictionary
topology_10_prestress,amp=2.5,sample_2,10,0,5,target_time_delay,5,1.5376662346111338,0.9999913396049458,1.5376529178140805,1,0.30332501579786314,fixed compact dictionary
