topology_index,topology,amplitude,num_samples,num_nodes,actual_test_nmse_2d_mean,actual_test_nmse_2d_std,Q_twIPC_clipped_mean,Q_twIPC_clipped_std,generic_total_ipc_clipped_mean,generic_total_ipc_clipped_std,basis_nmse_2d_mean,basis_nmse_2d_std
10,topology_10_prestress,amp=2.5,5,16,0.3463632985132564,0.08305374744250825,6.38047367073995,0.247058963205878,10.120701954790258,2.4970763133362435,0.28714682767575594,0.0011398383221619566
11,topology_11_prestress,amp=2.5,5,16,0.5514844412040028,0.5691578331183251,10.39621635368676,1.5383850226032147,11.613355522638928,1.728709488797342,0.29167094206953215,0.0005762633496899884
12,topology_12_prestress,amp=2.5,5,16,0.2634361090748455,0.005616196442185112,9.707553673254495,0.31791393436524507,12.328624667901508,0.3898007551020431,0.27584653887584415,0.0005179707284447547
13,topology_13_prestress,amp=2.5,5,16,0.28805388082419403,0.011384782560042779,10.818758082397212,0.5191253381107688,11.718811466685116,0.6036754763365606,0.2950461834598534,0.0018235581702139585
14,topology_14_prestress,amp=2.5,5,16,0.29114982045431614,0.018104136262073776,9.470847397813671,0.4297690751408893,11.946075214522871,1.3964408181006531,0.304192764981099,0.002676804087570424
15,topology_15_prestress,amp=2.5,5,16,0.2375897958238446,0.007196041728800611,10.9268242124846,0.35741252214087676,15.476456414869887,0.6067851917529119,0.26349837692290257,0.0006439921278878622
16,topology_16_prestress,amp=2.5,5,16,0.5174040012349669,0.043222347387432324,5.169786315770482,0.24913364735404162,8.027533270662442,2.138870581780083,0.4415965281992083,0.001067748786786336
17,topology_17_prestress,amp=1,4,16,0.1912593788135487,0.01092379220341445,10.771611886245232,0.4895454558375975,14.625674829834907,0.8070076916737835,0.33627909628502023,0.0020507746116182517
