topology,amplitude,sample,H,D,full_window_nmse_x,full_window_nmse_y,full_window_nmse_2d,basis_R2_2d
topology_10_prestress,amp=2.5,sample_0,0,1,0.30200562557133753,0.5376547620881512,0.30958855402273094,0.690411445977269
topology_10_prestress,amp=2.5,sample_1,0,1,0.3035303203510102,0.5209863494719246,0.3108040105951114,0.6891959894048886
topology_10_prestress,amp=2.5,sample_2,0,1,0.3019942095697999,0.5285411694090454,0.3093107392065831,0.690689260793417
topology_10_prestress,amp=2.5,sample_3,0,1,0.30328142919366,0.5323363052920896,0.31189702845917006,0.68810297154083
topology_10_prestress,amp=2.5,sample_4,0,1,0.3023517955886851,0.5322101092978879,0.3098613382746215,0.6901386617253785
