topology,amplitude,H,D,num_samples,number_of_terms,target_time_delays,train_nmse_2d_mean,train_nmse_2d_std,validation_nmse_2d_mean,validation_nmse_2d_std,condition_number_mean,condition_number_std
topology_10_prestress,amp=2.5,0,1,5,1,[5],0.4595954644783082,0.0011958020976801154,0.2626099893611991,0.002042279950733006,1.0,0.0
topology_10_prestress,amp=2.5,0,2,5,2,[5],0.45662486694042703,0.0011365195105932158,0.2872102311457393,0.0021740214380256448,2.997701587933708,0.11067227893867494
topology_10_prestress,amp=2.5,0,3,5,3,[5],0.4553258117364599,0.0012056253878770624,0.33328719893367575,0.004246951512722281,42.40391096236291,0.7221487555629655
topology_10_prestress,amp=2.5,1,1,5,2,"[5, 6]",0.4518781284973377,0.0012288841403169852,0.2586763861961913,0.0020461431814744156,70.91010907251486,0.2116980240677278
topology_10_prestress,amp=2.5,1,2,5,5,"[5, 6]",0.44459183725942947,0.0012548288953379083,0.28732882311458374,0.001997769340409187,14027.388301225476,477.51264779129184
topology_10_prestress,amp=2.5,1,3,5,9,"[5, 6]",0.4366116049145806,0.0012094586049852215,0.36656151309798696,0.006183102670565202,13756506.649275094,1341974.1770042605
topology_10_prestress,amp=2.5,2,1,5,3,"[5, 6, 7]",0.45069861366805347,0.0011985986476721272,0.2567458709723719,0.0020083031732919207,402.147100515503,2.102979076572624
topology_10_prestress,amp=2.5,2,2,5,9,"[5, 6, 7]",0.44144497640652586,0.0012466919945802331,0.28686417464554903,0.0020408707078685656,335685.2564880353,15877.665834649588
topology_10_prestress,amp=2.5,2,3,5,19,"[5, 6, 7]",0.4222552976146873,0.0018534362198301285,0.3953144912579279,0.0048493490797446165,77318496.62358394,42886766.31558726
topology_10_prestress,amp=2.5,3,1,5,4,"[5, 6, 7, 8]",0.44877267953920247,0.0011998998133172661,0.2580967997724018,0.002009874487582378,1256.7170939674538,17.668984554799383
topology_10_prestress,amp=2.5,3,2,5,14,"[5, 6, 7, 8]",0.4368131817778084,0.0015861750091473077,0.2888379087886615,0.0022862923447026003,2841567.1388983396,86781.37839732053
topology_10_prestress,amp=2.5,3,3,5,34,"[5, 6, 7, 8]",0.3946257697272451,0.005446441434222157,0.41318751153538413,0.006380098054398571,213267425.0650162,143123373.95823875
topology_10_prestress,amp=2.5,4,1,5,5,"[5, 6, 7, 8, 9]",0.4474754776478047,0.0012382285478969846,0.2618983577617961,0.0018663826655636257,2479.8777727041543,60.18113067532041
topology_10_prestress,amp=2.5,4,2,5,20,"[5, 6, 7, 8, 9]",0.42988224232842576,0.0013883999638389928,0.2936392255152526,0.0018026105491886141,11554182.566207368,2017848.9816425927
topology_10_prestress,amp=2.5,4,3,5,55,"[5, 6, 7, 8, 9]",0.36129819832505505,0.0069422962988063,0.4501759739957806,0.011496841477430823,717618160.0408367,584042835.7360903
topology_10_prestress,amp=2.5,5,1,5,6,"[5, 6, 7, 8, 9, 10]",0.4367079786640706,0.001421292673122911,0.26645554816184225,0.001882382526781107,4014.2890532073807,132.2058215607884
topology_10_prestress,amp=2.5,5,2,5,27,"[5, 6, 7, 8, 9, 10]",0.4148209978432523,0.0012678549916756274,0.300174266719048,0.0013410643225437154,28322025.0457219,11757920.749303702
topology_10_prestress,amp=2.5,5,3,5,83,"[5, 6, 7, 8, 9, 10]",0.31798146626955875,0.004219694655863861,0.5528202150516976,0.015191236095546283,1598463510.517163,1153380158.7074986
topology_10_prestress,amp=2.5,6,1,5,7,"[5, 6, 7, 8, 9, 10, 11]",0.436584593210079,0.0014132453860875624,0.2663505674101175,0.001925187502296392,6135.581356272964,273.33294653041014
topology_10_prestress,amp=2.5,6,2,5,35,"[5, 6, 7, 8, 9, 10, 11]",0.4048995535683309,0.0015679898258403639,0.3056212444809875,0.001582356690444283,102059913.76373163,63387035.83139122
topology_10_prestress,amp=2.5,6,3,5,119,"[5, 6, 7, 8, 9, 10, 11]",0.27698344019239424,0.004789143332381193,0.6080739406538435,0.022351355954992925,8293260561.689957,11605208829.524485
topology_10_prestress,amp=2.5,7,1,5,8,"[5, 6, 7, 8, 9, 10, 11, 12]",0.4349166913438133,0.0014131156020691861,0.26355804799616794,0.0018993379837343263,8290.232286067774,468.1802939267296
topology_10_prestress,amp=2.5,7,2,5,44,"[5, 6, 7, 8, 9, 10, 11, 12]",0.39228077964705166,0.0007475380095084924,0.30981037443701,0.0013208349474853431,126414157.71725766,40924484.84381651
topology_10_prestress,amp=2.5,7,3,5,164,"[5, 6, 7, 8, 9, 10, 11, 12]",0.21873620993021636,0.006099835894666735,0.7343859025727335,0.07074702738334361,17205767561.44062,15801588562.250498
