topology,amplitude,H,D,num_samples,number_of_terms,target_time_delays,train_nmse_2d_mean,train_nmse_2d_std,validation_nmse_2d_mean,validation_nmse_2d_std,condition_number_mean,condition_number_std
topology_10_prestress,amp=2.5,8,1,5,9,"[5, 6, 7, 8, 9, 10, 11, 12, 13]",0.43283696844085756,0.0014714688721346938,0.262405454594253,0.00195572764272512,10492.835105811584,696.8577122745847
topology_10_prestress,amp=2.5,8,2,5,54,"[5, 6, 7, 8, 9, 10, 11, 12, 13]",0.380790580042806,0.0006014631064560399,0.31819451513170327,0.0008805421386989103,165204279.55736274,76406315.65905546
topology_10_prestress,amp=2.5,8,3,5,219,"[5, 6, 7, 8, 9, 10, 11, 12, 13]",0.15611155038092225,0.005333617304036543,0.9940753275966472,0.2008870768921841,29319205977.31129,29288154315.48183
topology_10_prestress,amp=2.5,9,1,5,10,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",0.43061681620512804,0.0015464141525678263,0.26158007904091757,0.002005154131620773,12443.064674323168,924.6604389451878
topology_10_prestress,amp=2.5,9,2,5,65,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",0.3663831828861797,0.002394967740215303,0.3390918409753359,0.007802504522924305,284985046.6474833,150651453.7283728
topology_10_prestress,amp=2.5,9,3,5,285,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",0.0939509296447543,0.0036849536701106375,1.8650548367000155,0.17699221115612648,10978391449.963268,5675840650.2508545
topology_10_prestress,amp=2.5,10,1,5,11,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.4279305747422302,0.0016315563345456843,0.25863967675465416,0.0020719517878596853,14130.473988534523,1112.9757515138708
topology_10_prestress,amp=2.5,10,2,5,77,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.3455088359275399,0.002669115874118793,0.35126106086768455,0.012051920222289835,482795133.80514944,281803527.64949507
topology_10_prestress,amp=2.5,10,3,5,363,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.024585707761482674,0.0017369134364490335,5.0372632798441055,0.8005806095727183,25707883058.373028,32876076428.078827
topology_10_prestress,amp=2.5,11,1,5,12,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.4270628106596092,0.001639363209242198,0.25685865792722457,0.0021171345528241798,15777.09484581754,1329.077299872348
topology_10_prestress,amp=2.5,11,2,5,90,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.31861732380087937,0.004485570440244469,0.38810898210265765,0.016255486444153592,871030075.6974032,924399888.6033379
topology_10_prestress,amp=2.5,11,3,5,454,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.0011272512708980936,0.0002402924558463357,10.280372192572397,0.5619837511078115,82128748521.5391,125310399235.26617
topology_10_prestress,amp=2.5,12,1,5,13,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",0.42691427999393794,0.0016305551607986087,0.25730470658985183,0.002115508663801123,17369.872544194688,1555.5386503312338
topology_10_prestress,amp=2.5,12,2,5,104,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",0.29054937378416995,0.004681061426860219,0.4381161916323058,0.01936784476256593,1257909064.2570348,1484723544.4808772
topology_10_prestress,amp=2.5,12,3,5,559,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",3.031704069835843e-05,1.0130390030888721e-05,8.388208798577597,0.8496376560978216,45916648424.75142,31051833170.18852
topology_10_prestress,amp=2.5,13,1,5,14,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0.4251742478953526,0.0016485968529572697,0.2601082820933416,0.0022404295905882974,19209.731461965766,1853.395328655597
topology_10_prestress,amp=2.5,13,2,5,119,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0.2675206285664763,0.0012727010687520902,0.5011529727161181,0.02402733368248669,724909158.9070413,399121926.26452863
topology_10_prestress,amp=2.5,13,3,5,679,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",1.374783427201615e-06,1.6673687908871548e-07,6.911621575592908,0.8594895655900816,98305505015.27438,47340968297.11785
topology_10_prestress,amp=2.5,14,1,5,15,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.42506652138534484,0.001648460901361321,0.2589540450871405,0.0023644131872851584,21363.988811407045,2239.269857423348
topology_10_prestress,amp=2.5,14,2,5,135,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.2530084490645764,0.0024392171078407724,0.5293766663934216,0.01790803451098589,1914864880.1465874,1258111719.5872962
topology_10_prestress,amp=2.5,14,3,5,815,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.6989266209456145e-07,2.0947950126708113e-08,5.942118271075536,0.2063530573651897,452870262777.4183,773002414047.1262
topology_10_prestress,amp=2.5,15,1,5,16,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.4250345284359859,0.0016395187261784739,0.2586390824637396,0.002335384645741236,23490.767954347124,2643.4068372673223
topology_10_prestress,amp=2.5,15,2,5,152,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.23353508267293158,0.003941082787926004,0.5381987760354109,0.018778845213228763,8263409422.101778,7339401799.491988
topology_10_prestress,amp=2.5,15,3,5,968,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",2.2631082443830377e-08,2.7761338510588966e-09,4.890971182771625,0.18630620592103747,141618370338.58902,116821057402.3743
