sample,H,D,number_of_terms,selected_alpha,validation_nmse_2d,train_nmse_x,test_nmse_x,train_nmse_y,test_nmse_y,train_nmse_2d,test_nmse_2d,num_train_rows,num_test_rows,terms_per_train_row
sample_3,12,1,13,1.0,0.719644044721856,0.46156608634254154,0.2664446468261478,0.8084264767230106,0.9259382887114356,0.5263581916480295,0.3382631649462204,299,299,0.043478260869565216
sample_3,13,1,14,1.0,0.7325474596524783,0.4611811417082405,0.2635939679196269,0.8066039036215364,0.9254634685305084,0.525704703883355,0.33567121583191867,299,299,0.046822742474916385
sample_3,14,1,15,1.0,0.6998554355295459,0.4493273542888818,0.27074710088775716,0.7638868852083797,0.9253039860763808,0.5080857908743486,0.3420280087448102,299,299,0.05016722408026756
sample_3,15,1,16,1.0,0.6794818475065901,0.4433392295416591,0.27698701334526865,0.7637679735542184,0.930870474373264,0.5031940111792919,0.3481945856578811,299,299,0.05351170568561873
sample_3,16,1,17,1.0,0.6779680008615381,0.4416783903060654,0.27584202829016974,0.7316232516443769,0.9129737139247579,0.4958389070719336,0.34522534088559126,299,299,0.056856187290969896
sample_3,17,1,18,1.0,0.6849264635003843,0.4371108250544963,0.27162203033980253,0.7230572380184196,0.9050574249207183,0.4905244479826223,0.34060281874218373,299,299,0.06020066889632107
sample_3,18,1,19,1.0,0.6895710326449073,0.4372678460760138,0.27125731041544693,0.7181733213791002,0.9069493715627334,0.48973984242232993,0.34048384864526293,299,299,0.06354515050167224
sample_3,19,1,20,1.0,0.6802000945254841,0.43263552213596085,0.2736860533408731,0.694293673571687,0.9031970786086708,0.4815121969366399,0.34223947994516557,299,299,0.06688963210702341
sample_3,20,1,21,1.0,0.6940010228925308,0.42894138474299565,0.2736910548229767,0.692366212499863,0.9020295786867021,0.47814806747024885,0.34211679662792316,299,299,0.07023411371237458
sample_3,0,2,2,1.0,0.8273274091522191,0.5542135653569695,0.3134281508234431,0.9845877631633962,0.9522738979168148,0.6346057090504372,0.3829981238293956,299,299,0.006688963210702341
sample_3,1,2,5,0.0001,0.8161428763748817,0.5463524481101013,0.3048487365848794,0.9626529805572591,0.947150576899682,0.6241156885523449,0.3747950763635852,299,299,0.016722408026755852
