topology,amplitude,sample,H,D,fold,selected_alpha,number_of_terms,min_training_rows_per_fold,terms_per_training_row,overparameterized,condition_warning,train_nmse_x,val_nmse_x,train_nmse_y,val_nmse_y,train_nmse_2d,val_nmse_2d
topology_10_prestress,amp=2.5,sample_0,5,1,3,0.01,6,444,0.013513513513513514,False,,0.3115501879702928,0.3852372586281645,0.49761905420853575,0.560185098283537,0.3173829262012067,0.39278538039464334
topology_10_prestress,amp=2.5,sample_0,6,1,0,0.01,7,444,0.015765765765765764,False,,0.2780229548991906,0.41996501978109047,0.4366639899992845,0.6615079562191412,0.28306845352374616,0.42929585689599703
topology_10_prestress,amp=2.5,sample_0,6,1,1,0.01,7,444,0.015765765765765764,False,,0.25118856150559193,0.5789217425480869,0.45790853244676205,0.5820054593381905,0.2576376262447215,0.5790417937160421
topology_10_prestress,amp=2.5,sample_0,6,1,2,0.01,7,444,0.015765765765765764,False,,0.36456897382592285,0.22842423329923564,0.534929469668862,0.43614976353599344,0.37072989159262,0.2339379125285586
topology_10_prestress,amp=2.5,sample_0,6,1,3,0.01,7,444,0.015765765765765764,False,,0.31156413189823357,0.3853673697109251,0.4965003535805972,0.5525749635394887,0.31736267635565496,0.392581538694001
topology_10_prestress,amp=2.5,sample_0,7,1,0,0.01,8,443,0.01805869074492099,False,,0.2755730814327834,0.42170582463061734,0.43173637171703644,0.6658311190626819,0.2805293976363813,0.43120865195422997
topology_10_prestress,amp=2.5,sample_0,7,1,1,0.01,8,443,0.01805869074492099,False,,0.2508319255741142,0.5689335138860455,0.45718206587165583,0.5669771518433105,0.2572785961834043,0.5688578826219796
topology_10_prestress,amp=2.5,sample_0,7,1,2,0.01,8,443,0.01805869074492099,False,,0.3633864915083025,0.22535408310873842,0.5309031228360774,0.43280879021199886,0.3694627955487009,0.23084286714703642
topology_10_prestress,amp=2.5,sample_0,7,1,3,0.01,8,443,0.01805869074492099,False,,0.30924303962607524,0.38218223512655003,0.49426006063904715,0.5464643825955339,0.3150323150538134,0.3892893718459209
topology_10_prestress,amp=2.5,sample_0,8,1,0,0.01,9,442,0.020361990950226245,False,,0.27426423534449196,0.4243899573863899,0.4314834439678687,0.6676639780463527,0.279253400440105,0.4338351472821636
topology_10_prestress,amp=2.5,sample_0,8,1,1,0.01,9,442,0.020361990950226245,False,,0.25094445298722806,0.5633972737972768,0.4558726846453638,0.5754991299107973,0.2573450864137956,0.563864526613732
topology_10_prestress,amp=2.5,sample_0,8,1,2,0.01,9,442,0.020361990950226245,False,,0.3620879903174337,0.22571603625360695,0.532488061877436,0.42848902349520507,0.3682671825254987,0.2310809310185932
topology_10_prestress,amp=2.5,sample_0,8,1,3,0.01,9,442,0.020361990950226245,False,,0.30907903368654577,0.3802787364373248,0.49436451757925254,0.5481409255974685,0.3148741076101415,0.3875407521021694
topology_10_prestress,amp=2.5,sample_0,9,1,0,0.01,10,441,0.022675736961451247,False,,0.2738019348305006,0.4227896331359735,0.4306688313761411,0.6690761114026739,0.27878101982919534,0.4323464496845203
topology_10_prestress,amp=2.5,sample_0,9,1,1,0.01,10,441,0.022675736961451247,False,,0.2507022556017102,0.5615877378995681,0.45578925935954073,0.576251267949124,0.25710714530414847,0.5621547612987772
