topology,amplitude,sample,H,D,full_window_nmse_x,full_window_nmse_y,full_window_nmse_2d,basis_R2_2d
topology_17_prestress,amp=1,sample_0,2,1,0.317606487529062,0.9384833018869981,0.3999515707491101,0.6000484292508899
topology_17_prestress,amp=1,sample_2,2,1,0.3274088558780964,0.9408934952984901,0.4100581801610435,0.5899418198389565
topology_17_prestress,amp=1,sample_3,2,1,0.33273271778347974,0.9413450355836975,0.4155371886285773,0.5844628113714228
topology_17_prestress,amp=1,sample_4,2,1,0.3303748932686741,0.9416337633114213,0.4131382921183031,0.5868617078816969
