topology,amplitude,H,D,num_samples,number_of_terms,target_time_delays,train_nmse_2d_mean,train_nmse_2d_std,validation_nmse_2d_mean,validation_nmse_2d_std,condition_number_mean,condition_number_std
topology_17_prestress,amp=1,0,1,4,1,[5],0.6256511204458608,0.009911313585274145,0.3543914988046165,0.0031135483117627604,1.0,0.0
topology_17_prestress,amp=1,0,2,4,2,[5],0.6226090136800915,0.009924363924964099,0.3778890037578531,0.0033526672187589907,2.037142287586259,0.03185227192832325
topology_17_prestress,amp=1,0,3,4,3,[5],0.6223870860816101,0.009949744438506212,0.38947819457450944,0.002888246226189446,27.16178061875659,0.5382686483133496
topology_17_prestress,amp=1,1,1,4,2,"[5, 6]",0.6178833398265372,0.010497488113870376,0.3479270536113052,0.0032311615025661755,74.3393999505832,0.16943292273968022
topology_17_prestress,amp=1,1,2,4,5,"[5, 6]",0.6116613213954284,0.010416940898978067,0.37290932507059343,0.0035169367022323227,12411.102361478486,134.8584957404397
topology_17_prestress,amp=1,1,3,4,9,"[5, 6]",0.6077037091306037,0.010466658837319929,0.39777189069987434,0.00432975544430565,14249906.097187597,5103093.1117376685
topology_17_prestress,amp=1,2,1,4,3,"[5, 6, 7]",0.5912095772822199,0.00900532906388901,0.3306438992009486,0.003070981755078458,370.47186647536626,2.194321477878596
topology_17_prestress,amp=1,2,2,4,9,"[5, 6, 7]",0.5838778471664711,0.00897487676392956,0.34802258037951206,0.002811247467233991,231593.06507082796,10502.36965918716
topology_17_prestress,amp=1,2,3,4,19,"[5, 6, 7]",0.5701765354881101,0.009490464439258954,0.3931041495638496,0.0007860038853173428,2127151367.3791833,3558337521.6231236
topology_17_prestress,amp=1,3,1,4,4,"[5, 6, 7, 8]",0.5851589519593412,0.008707370080743437,0.33391584238380945,0.003627568380956687,1009.3221730291559,18.015337410611327
topology_17_prestress,amp=1,3,2,4,14,"[5, 6, 7, 8]",0.5688610064387796,0.008337584454595332,0.35491977454986146,0.004136380081302166,1472651.3298350207,103381.29981094829
topology_17_prestress,amp=1,3,3,4,34,"[5, 6, 7, 8]",0.5207658419005454,0.010236032856352124,0.4304471011499642,0.011356067037109745,802815450.4171544,964817262.351575
topology_17_prestress,amp=1,4,1,4,5,"[5, 6, 7, 8, 9]",0.5711072697592964,0.007870852390438532,0.3428523691858619,0.0042579014203879125,1810.6587605587092,58.75462381301841
topology_17_prestress,amp=1,4,2,4,20,"[5, 6, 7, 8, 9]",0.5446466491438179,0.007284877086216362,0.3683102526930774,0.004983039638225727,4651854.464325027,331404.73964362807
topology_17_prestress,amp=1,4,3,4,55,"[5, 6, 7, 8, 9]",0.46607823601136544,0.007033993730439879,0.5271446968616097,0.015967452846736094,282104645.31338966,176604377.06766585
topology_17_prestress,amp=1,5,1,4,6,"[5, 6, 7, 8, 9, 10]",0.5514086450907528,0.007494652779893839,0.3436016957298106,0.0037523587905506435,2786.7210029252597,132.51790555697605
topology_17_prestress,amp=1,5,2,4,27,"[5, 6, 7, 8, 9, 10]",0.5158427698576096,0.00603019942237231,0.3815041939859791,0.005306947880836932,9899407.311044935,877171.2460490261
topology_17_prestress,amp=1,5,3,4,83,"[5, 6, 7, 8, 9, 10]",0.4056980269764645,0.006297472064121823,0.7597090386538867,0.02912197038778891,1219134601.159712,545633500.6424911
topology_17_prestress,amp=1,6,1,4,7,"[5, 6, 7, 8, 9, 10, 11]",0.5393736733213108,0.007168203916706483,0.34538821311825957,0.0037875948445829973,4102.179092691395,271.7480884200006
topology_17_prestress,amp=1,6,2,4,35,"[5, 6, 7, 8, 9, 10, 11]",0.49938985407445724,0.005263247722093425,0.3857798367514401,0.0058099483732261875,21139059.97553952,1787940.0564935813
topology_17_prestress,amp=1,6,3,4,119,"[5, 6, 7, 8, 9, 10, 11]",0.3418778885647256,0.003192750421333977,0.876593217761439,0.03454853303407443,2692096859.9641585,3063405123.82165
topology_17_prestress,amp=1,7,1,4,8,"[5, 6, 7, 8, 9, 10, 11, 12]",0.5256454579672011,0.006058285019808037,0.33402368083192174,0.003390695774293057,5402.677896373527,435.93379870042276
topology_17_prestress,amp=1,7,2,4,44,"[5, 6, 7, 8, 9, 10, 11, 12]",0.4761715609147088,0.0043770830610067955,0.37913242040588313,0.006055528667993858,40525494.84590609,11184129.678522855
topology_17_prestress,amp=1,7,3,4,164,"[5, 6, 7, 8, 9, 10, 11, 12]",0.23822373435873118,0.0019446727333445925,1.1092129293053434,0.09459038196278434,2343161523.145852,937197005.2549082
