topology,amplitude,H,D,num_samples,number_of_terms,target_time_delays,train_nmse_2d_mean,train_nmse_2d_std,validation_nmse_2d_mean,validation_nmse_2d_std,condition_number_mean,condition_number_std
topology_17_prestress,amp=1,8,1,4,9,"[5, 6, 7, 8, 9, 10, 11, 12, 13]",0.5209282104353117,0.006266270285666302,0.3362893674290839,0.0036638757015796984,6656.965609288547,616.3995343365041
topology_17_prestress,amp=1,8,2,4,54,"[5, 6, 7, 8, 9, 10, 11, 12, 13]",0.45569981015758304,0.00494816283423736,0.38628888960443153,0.006280794613966478,125200139.79555166,80403685.1772963
topology_17_prestress,amp=1,8,3,4,219,"[5, 6, 7, 8, 9, 10, 11, 12, 13]",0.1548293769863109,0.0025417706980749226,1.566857525303093,0.09235884707536743,178883320761.5307,304177428132.2628
topology_17_prestress,amp=1,9,1,4,10,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",0.5171354726671381,0.006025152906465941,0.33772473604997333,0.0038126060004902255,7747.339052242686,765.3444194459673
topology_17_prestress,amp=1,9,2,4,65,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",0.43460641873742767,0.005689559834338469,0.40036694490286473,0.00820841326333132,202918944.71371308,150448471.0391944
topology_17_prestress,amp=1,9,3,4,285,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",0.0776083932247434,0.001427722304692885,2.36121297897998,0.22194154988637557,14053575893.444286,8215086827.6476345
topology_17_prestress,amp=1,10,1,4,11,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.5161144551177099,0.00608754286329968,0.3378111583747237,0.0038749246937498164,8703.452821078818,887.9859124343913
topology_17_prestress,amp=1,10,2,4,77,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.41611032153524724,0.005466565635191215,0.4297320972930879,0.009760610750705497,226449438.1542815,134005238.75681908
topology_17_prestress,amp=1,10,3,4,363,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",0.013599751946127062,0.0017205761221327986,5.813190185559222,0.21639117262061974,18064182430.472458,10361167673.78907
topology_17_prestress,amp=1,11,1,4,12,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.5098397304998599,0.006081030310843889,0.3375626443793326,0.003925214324795175,9659.468632489861,1009.9657852013544
topology_17_prestress,amp=1,11,2,4,90,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.3917914154861234,0.005205278728346282,0.4572802495394841,0.015263595486742528,660677993.519891,476310319.0230636
topology_17_prestress,amp=1,11,3,4,454,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0.00034071856644796134,1.990094069563756e-05,7.948855642233405,0.3940712355909865,255804262760.96463,397393110689.5461
topology_17_prestress,amp=1,12,1,4,13,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",0.496336108581876,0.005271919918147263,0.33235476558812604,0.003995212552995205,10593.449073659349,1129.8875778001768
topology_17_prestress,amp=1,12,2,4,104,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",0.3575615847067342,0.008761027983963582,0.4655785578360001,0.01897810430588592,526361359.86342347,302709275.71425945
topology_17_prestress,amp=1,12,3,4,559,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",8.83199867529284e-06,1.7682504358139618e-06,9.543258986708269,1.4869115066215701,149979461806.65692,120937918680.53842
topology_17_prestress,amp=1,13,1,4,14,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0.4943344971962157,0.00549850531443524,0.33552332711843263,0.0038984075505551934,11650.164379568241,1269.7294865945184
topology_17_prestress,amp=1,13,2,4,119,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",0.32206477978865866,0.0062376896394431055,0.551343975294968,0.019186511073014438,599304924.8932371,476836256.9166367
topology_17_prestress,amp=1,13,3,4,679,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",8.552365457749831e-07,1.2955786024859673e-07,7.073462219651051,0.27923363274862467,75551636510.16597,58552557553.083244
topology_17_prestress,amp=1,14,1,4,15,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.4767008925673184,0.00497048914934505,0.34529890810728336,0.004384287769823231,12821.97684912136,1424.1714458830545
topology_17_prestress,amp=1,14,2,4,135,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.295736840451591,0.0067339324028545845,0.5949239138895199,0.0112792576207456,8429780812.858895,8736022257.528807
topology_17_prestress,amp=1,14,3,4,815,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1.3595011213585588e-07,1.1032756427524943e-08,5.9969726761791184,0.7824060748654031,1948794744780.5828,2835020855761.384
topology_17_prestress,amp=1,15,1,4,16,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.4748222370075359,0.0048983317832328194,0.34637078653182807,0.00440520974531539,13968.999431676652,1585.4069244661334
topology_17_prestress,amp=1,15,2,4,152,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0.27023727482630167,0.005352725297944703,0.617581982191584,0.011815981466396917,7666546769.058213,11023036489.02893
topology_17_prestress,amp=1,15,3,4,968,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",1.901293481028866e-08,9.43069683240397e-10,6.457912362403387,0.24363970719654598,140700871808.97217,75599519219.83318
