sample,node,dim,train_min_px,train_max_px,train_mean_px,test_min_px,test_max_px,final_test_px,final_outside_train_px,max_test_outside_train_px,max_test_outside_time_s,emphasized_node
sample_0,0,x,914.9438980796759,1314.846442533229,1163.8181180549248,900.0983032793122,1443.7449260946198,1151.5827210629902,0.0,128.89848356139078,19.419400215148926,False
sample_0,0,y,320.9866325660699,338.68134651385395,327.9683358530044,317.04826099855154,337.77814130039644,328.17726896256914,0.0,3.9383715675183453,19.419400215148926,False
sample_0,1,x,1511.700039770179,1807.2696037156747,1689.8972935928393,1500.4502647919733,1907.1862033969135,1676.859726389386,0.0,99.91659968123872,19.386033535003662,False
sample_0,1,y,359.3429348775678,471.9560323415949,409.7223336287015,357.2982055382116,495.25611553197757,413.4855074458422,0.0,23.30008319038268,19.319300174713135,False
sample_0,2,x,2094.7858366222354,2234.6671887012726,2183.2912291787015,2092.459739847185,2271.751806826252,2184.0256502490315,0.0,37.08461812497944,19.3526668548584,False
sample_0,2,y,332.5486633405317,449.45737696167396,391.0959018396478,332.6603183251605,479.8286035237082,405.47423907028224,0.0,30.371226562034224,19.486133337020874,False
sample_0,3,x,2680.0860215053763,2683.7347712766386,2682.275818514617,2679.5201608703665,2683.7323530360195,2682.796351120418,0.0,0.5658606350098125,17.05036687850952,True
sample_0,3,y,265.3978599064316,270.783593474002,269.80943715694224,268.5474563767,269.9395828819503,269.23696857374375,0.0,0.0,14.948266744613647,True
sample_0,4,x,1024.7540982050477,1294.1496680854045,1182.4914932303452,1003.2757427757427,1359.0646987065638,1189.0583121550821,0.0,64.9150306211593,19.3526668548584,False
sample_0,4,y,860.4696384696384,876.3488563451119,869.7470689026864,858.131921999569,875.0713586132978,870.4476629902866,0.0,2.337716470069381,21.42140007019043,False
sample_0,5,x,1519.1958002574554,1774.8066581086862,1665.693754249816,1498.4486817958013,1823.5333296847637,1673.5439001643203,0.0,48.72667157607748,19.3526668548584,False
sample_0,5,y,850.9855091897304,951.7429405604954,899.7310477491806,857.1696982349921,965.2631746992,905.9123625112877,0.0,13.520234138704609,19.319300174713135,False
sample_0,6,x,2103.1360609023372,2281.954545869008,2195.9693763735254,2111.6105891976304,2307.6539852002484,2235.116907835338,0.0,25.699439331240228,19.486133337020874,False
sample_0,6,y,819.1355427979308,919.6956718604341,870.7649668510888,824.8627455998908,927.5479982224376,883.6357987034642,0.0,7.8523263620035095,19.652966737747192,False
sample_0,7,x,2647.1574460504885,2718.2686541097983,2683.504385162444,2631.342047601058,2728.2669539266026,2712.7720422104676,0.0,15.815398449430631,15.715700149536133,False
sample_0,7,y,804.8428380942612,815.4236062514578,810.8735718304995,805.174589366558,814.0382662885551,808.7400919699104,0.0,0.0,14.948266744613647,False
sample_0,8,x,1086.7507512148215,1219.4428184808853,1161.0483849547375,1070.2499720552703,1242.0006552284806,1176.6204369633595,0.0,22.557836747595275,19.3526668548584,False
sample_0,8,y,1368.5449075593478,1382.443125593483,1376.109254357086,1367.581094186776,1381.3187451259619,1378.7769531582078,0.0,0.963813372571849,19.386033535003662,False
