sample,node,dim,train_min_px,train_max_px,train_mean_px,test_min_px,test_max_px,final_test_px,final_outside_train_px,max_test_outside_train_px,max_test_outside_time_s,emphasized_node
sample_0,0,x,924.2700498684974,1314.561691761474,1167.1333051448855,908.602035391509,1445.412559204705,1161.978466609953,0.0,130.85086744323098,19.419399976730347,False
sample_0,0,y,321.27731177362307,335.9629142210407,327.43599572234507,317.55859747740243,338.76049088420956,332.04475046079676,0.0,3.7187142962206394,19.419399976730347,False
sample_0,1,x,1524.615889057036,1805.3435291742378,1691.3276638946907,1508.6649831235063,1905.1672260735907,1685.2611834681659,0.0,99.82369689935285,19.419399976730347,False
sample_0,1,y,343.84669755884624,439.74566746816276,393.8519444236431,345.00411854014106,462.36986540306407,411.4306041654713,0.0,22.624197934901304,20.62059998512268,False
sample_0,2,x,2100.1625599343606,2227.1270576131687,2181.7312104877756,2092.4512347786504,2252.185536635036,2179.8849546491783,0.0,25.058479021867242,19.45276665687561,False
sample_0,2,y,320.5925721131693,421.3537392636359,369.6501134032145,319.3769147571497,442.4866221241346,388.31811731768585,0.0,21.13288286049874,21.42139983177185,False
sample_0,3,x,2677.5649663137633,2685.241129888154,2682.71769418676,2678.3971332209107,2683.8162369500146,2678.767081617372,0.0,0.0,14.948266506195068,True
sample_0,3,y,266.5278558681888,271.83392511424114,269.56117691729844,267.35561298968577,272.4264887921722,271.71202265069263,0.0,0.5925636779310821,16.31629991531372,True
sample_0,4,x,1083.7521032381583,1308.2846410609372,1212.468718994572,1069.7708543995334,1374.3656864049678,1214.7382455098218,0.0,66.0810453440306,19.386033296585083,False
sample_0,4,y,857.8470049426381,875.3481733641835,868.181234106517,854.9221350762526,876.9213837256309,876.9213837256309,1.5732103614474227,2.9248698663855066,19.45276665687561,False
sample_0,5,x,1582.2478851644285,1787.4069612884891,1696.0315347719963,1568.531124549887,1834.0382989661277,1695.4146025966559,0.0,46.63133767763861,19.386033296585083,False
sample_0,5,y,838.9510138508965,921.248431290525,883.0886793451194,835.9819208745896,928.8635308580812,891.9119755984605,0.0,7.615099567556172,19.35266661643982,False
sample_0,6,x,2078.6748664016072,2228.160481407973,2166.525978649946,2074.597160811752,2241.6320463925604,2157.57732917297,0.0,13.47156498458753,19.919899940490723,False
