topology_index,topology,amplitude,target_component,num_samples,basis_nmse_x_mean,basis_nmse_x_std,basis_R2_x_mean,basis_R2_x_std,c_alpha_x_sum_mean,c_alpha_x_sum_std,Q_x_twIPC_raw_mean,Q_x_twIPC_raw_std,Q_x_twIPC_clipped_mean,Q_x_twIPC_clipped_std,generic_total_ipc_clipped_mean,generic_total_ipc_clipped_std,actual_task_test_nmse_x_mean,actual_task_test_nmse_x_std,actual_task_test_nmse_y_mean,actual_task_test_nmse_y_std,actual_task_test_nmse_2d_mean,actual_task_test_nmse_2d_std
10,topology_10_prestress,amp=2.5,x,5,0.2964763784099918,0.0006089501839671063,0.7035236215900083,0.0006089501839670932,1.9585171457380057,0.021621045773034163,1.9489152033403538,0.020852580659681208,1.9489152033403538,0.020852580659681208,2.8923335733213213,0.014235002364860078,0.34021696476728625,0.07812203580460339,0.5335403004428888,0.24340189999544784,0.3463632985132564,0.08305374744250825
17,topology_17_prestress,amp=1,x,4,0.3266619441521285,0.005292959463624983,0.6733380558478714,0.00529295946362498,7.363246068358421,0.11687979888927719,7.233273392210447,0.114183976044555,7.233273392210447,0.114183976044555,2.90935115445524,0.0022446026008312338,0.20390305127188027,0.011743596052443692,0.08628633904005134,0.006571262918269925,0.1912593788135487,0.01092379220341445
