topology,amplitude,sample,hidden_node,reference_node,horizon_steps,Q_twIPC_raw,Q_twIPC_clipped,generic_total_ipc_clipped,basis_nmse_2d,basis_adequacy_label,actual_test_nmse_2d,actual_test_nmse_x,actual_test_nmse_y
topology_10_prestress,amp=2.5,sample_0,10,0,5,1.7333222894984999,1.7333222894984999,1.9659660918126147,0.30325125328419933,weak,0.3529619213083691,0.3519133519812974,0.38634199348479265
topology_10_prestress,amp=2.5,sample_1,10,0,5,1.7086871658250564,1.7086871658250564,1.9779559635298702,0.3044741300815233,weak,0.27365660344715503,0.2695005016546304,0.4029870019995824
topology_10_prestress,amp=2.5,sample_2,10,0,5,1.7101447532425351,1.7101447532425351,1.9747348682114878,0.30332501579786314,weak,0.2805419150299908,0.27698897744527573,0.39445460666617355
topology_10_prestress,amp=2.5,sample_3,10,0,5,1.7057733344339034,1.7057733344339034,1.967443424907966,0.3054779913350076,weak,0.5021185446237393,0.484730341956563,1.0169947857877506
topology_10_prestress,amp=2.5,sample_4,10,0,5,1.7269951614304953,1.7269951614304953,1.974446398189554,0.3034902545822158,weak,0.32253750818006316,0.3179516508290468,0.4669231140809225
