topology,num_samples,basis_adequacy_label,actual_test_nmse_2d_mean,actual_test_nmse_2d_std,Q_twIPC_clipped_mean,Q_twIPC_clipped_std,Q_twIPC_raw_mean,Q_twIPC_raw_std,generic_total_ipc_clipped_mean,generic_total_ipc_clipped_std,basis_nmse_2d_mean,basis_nmse_2d_std
topology_10_prestress,5,weak,0.34636329851786346,0.08305374745285937,1.716984540886098,0.011031362848100922,1.716984540886098,0.011031362848100922,1.9721093493302988,0.004605399179401496,0.3040037290161618,0.0008585166161774306
