H,D,horizon_steps,lag_stride_frames,readout_time_delays,target_time_delays,number_of_terms,num_topology_sample_pairs,overparameterized_fraction,ill_conditioned_fraction,num_train_rows_mean,num_train_rows_std,num_validation_rows_mean,num_validation_rows_std,terms_per_train_row_mean,terms_per_train_row_std,condition_number_mean,condition_number_std,train_nmse_x_mean,train_nmse_x_std,train_nmse_y_mean,train_nmse_y_std,train_nmse_2d_mean,train_nmse_2d_std,validation_nmse_x_mean,validation_nmse_x_std,validation_nmse_y_mean,validation_nmse_y_std,validation_nmse_2d_mean,validation_nmse_2d_std,train_validation_gap_2d_mean,train_validation_gap_2d_std
0,1,5,1,[0],[5],1,5,0.0,0.0,299.0,0.0,299.0,0.0,0.0033444816053511705,0.0,1.0,0.0,0.5406438084094181,0.012403021888290228,0.9851645495456962,0.0004637238204954493,0.6235245023860112,0.009832462920266983,0.2846895322319239,0.0014533723321019214,0.9339227490573222,0.002598727836017276,0.35458030025579984,0.0028103256792799624,-0.2689442021302113,0.008075204406283041
1,1,5,1,"[0, 1]","[5, 6]",2,5,0.0,0.0,299.0,0.0,299.0,0.0,0.006688963210702341,0.0,74.36635218336862,0.16084683290313279,0.5362175245451778,0.012817071652258507,0.9627225318756139,0.0012754800168256043,0.6157396586859086,0.010321786700539114,0.2773220089512308,0.0015742298606031136,0.9349701418380212,0.002483319330234474,0.3481179943778865,0.002915159897827766,-0.26762166430802203,0.00840282258127605
2,1,5,1,"[0, 1, 2]","[5, 6, 7]",3,5,0.0,0.0,299.0,0.0,299.0,0.0,0.010033444816053512,0.0,370.18971783062034,2.0421725758493365,0.5057000886562383,0.011046613263136424,0.9549379562596908,0.0009887294163514193,0.5894589149624544,0.008782712307170632,0.2576903275149178,0.0015132032414206912,0.9373642928676338,0.001448144993643298,0.3308547056965091,0.0027789387662022626,-0.2586042092659453,0.0069331961749511135
3,1,5,1,"[0, 1, 2, 3]","[5, 6, 7, 8]",4,5,0.0,0.0,299.0,0.0,299.0,0.0,0.013377926421404682,0.0,1006.3199137372461,17.195817777528703,0.5028396608448137,0.010702001927278413,0.9351064376603988,0.0010743867844001725,0.583433469904684,0.008518438135139342,0.26144395715862473,0.0020031881512356255,0.9359412707968975,0.002069110454678093,0.3340507476060044,0.0032557947666760614,-0.24938272229867967,0.006328189283850385
4,1,5,1,"[0, 1, 2, 3, 4]","[5, 6, 7, 8, 9]",5,5,0.0,0.0,299.0,0.0,299.0,0.0,0.016722408026755852,0.0,1804.2992167085092,54.06902854183641,0.48847257945735345,0.009650963159508561,0.9230343779303538,0.0015279057067119845,0.5694927711111987,0.007745106675862849,0.2705715020421916,0.0028079740752497005,0.9428875621321081,0.0018155560586473544,0.34293829622898875,0.0038122583112316973,-0.22655447488220998,0.005198423302417222
5,1,5,1,"[0, 1, 2, 3, 4, 5]","[5, 6, 7, 8, 9, 10]",6,5,0.0,0.0,299.0,0.0,299.0,0.0,0.020066889632107024,0.0,2777.2168573287227,120.04212330947325,0.4652615253520532,0.009193334180512705,0.9199832418464713,0.0011813682581118526,0.5500403936943683,0.00724046295258595,0.2708141943183369,0.00231998635759835,0.9463830777461304,0.002319261146711988,0.3435316885443098,0.003359131021336485,-0.20650870515005842,0.004491240006216141
6,1,5,1,"[0, 1, 2, 3, 4, 5, 6]","[5, 6, 7, 8, 9, 10, 11]",7,5,0.0,0.0,299.0,0.0,299.0,0.0,0.023411371237458192,0.0,4087.1813362851412,244.902735053786,0.4600377105258035,0.008561299869181105,0.8786323923975573,0.0016162778580091465,0.5380798160687693,0.0069139557615742735,0.27232936019910264,0.0026617860111936382,0.9480345790530063,0.0048065229972284775,0.34505615425082176,0.0034522097461112764,-0.19302366181794756,0.003961610591696744
7,1,5,1,"[0, 1, 2, 3, 4, 5, 6, 7]","[5, 6, 7, 8, 9, 10, 11, 12]",8,5,0.0,0.0,299.0,0.0,299.0,0.0,0.026755852842809364,0.0,5379.8401888066155,392.5772090011743,0.4446347849715802,0.007438292882199898,0.8730961549922052,0.0011756022100422097,0.524516062891266,0.005870637687267896,0.26030537687439737,0.002233092155961755,0.944463618176027,0.0043459010850013784,0.333942307934539,0.0030370940816446404,-0.190573754956727,0.003589164685992874
8,1,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[5, 6, 7, 8, 9, 10, 11, 12, 13]",9,5,0.0,0.0,299.0,0.0,299.0,0.0,0.030100334448160536,0.0,6631.606488014845,553.6524621739748,0.44459893980115683,0.00741630297220842,0.8480113642923197,0.0022639372060594574,0.5198086814064564,0.006035420086474317,0.2608710838395335,0.002537561569896962,0.9610049074076402,0.004656316638314452,0.3362260517456203,0.003279515761265791,-0.18358262966083608,0.00358137318878021
9,1,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",10,5,0.0,0.0,299.0,0.0,299.0,0.0,0.033444816053511704,0.0,7718.431107196457,686.9820532218081,0.44400578327119133,0.007137059230060369,0.8301882321376158,0.00233023487430685,0.5160036449009407,0.005845178389611166,0.26165331671844677,0.0028523325306030185,0.9676408477536015,0.006291246510039533,0.33763451052478666,0.003414869571969053,-0.17836913437615406,0.0033609333236835418
10,1,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",11,5,0.0,0.0,299.0,0.0,299.0,0.0,0.03678929765886288,0.0,8674.606672812519,796.3313290488804,0.44392768262989524,0.0071050102710498286,0.824987670472084,0.002767345236687889,0.5149702203032216,0.005906237019689996,0.261605692505006,0.0028456440719085716,0.9688625946476455,0.005991863378220596,0.3377245441136752,0.0034701644379846954,-0.1772456761895466,0.0033917811622355075
11,1,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",12,5,0.0,0.0,299.0,0.0,299.0,0.0,0.04013377926421405,0.0,9629.50686496001,905.3262063344692,0.44236162432716464,0.006876321507189695,0.7981395085220214,0.003909601362596935,0.508689187140544,0.005905772074825256,0.2615945756051501,0.002932821413518981,0.9669528741196555,0.00613686286682573,0.33750849014588835,0.003512488679051011,-0.1711806969946556,0.0034888967741494416
12,1,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",13,5,0.0,0.0,299.0,0.0,299.0,0.0,0.043478260869565216,0.0,10563.185866434898,1012.413056820071,0.42789554991128514,0.0058700616356299785,0.7900797404963372,0.0038482685271027106,0.4954166473355266,0.005061239732796667,0.2558258689776308,0.0031371073400420137,0.9667452507806568,0.007127682744936836,0.33233571458132694,0.003573629868680949,-0.16308093275419971,0.0028726602664552662
13,1,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",14,5,0.0,0.0,299.0,0.0,299.0,0.0,0.046822742474916385,0.0,11618.646879544396,1137.4285852452786,0.42743208925545756,0.005887879149774421,0.7814689146596281,0.004755750734587608,0.4934326685110394,0.005238323058377133,0.2582626900838664,0.00313493593192935,0.9752986386273215,0.00794377847595614,0.33542926822662783,0.003491912576896908,-0.15800340028441157,0.0028401242141362923
14,1,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",15,5,0.0,0.0,299.0,0.0,299.0,0.0,0.05016722408026756,0.0,12778.998711254782,1276.7145049512117,0.4159823835838995,0.005051820029343173,0.7368091105171368,0.005470544944164027,0.47579071640783666,0.0048039871432135955,0.2687669095086896,0.0039518645369749136,0.9788089974105547,0.010663825896009877,0.345173322168991,0.003929461885612883,-0.13061739423884564,0.0025299844934686478
15,1,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",16,5,0.0,0.0,299.0,0.0,299.0,0.0,0.05351170568561873,0.0,13905.05494093669,1423.7863900529826,0.41395158661203857,0.004886821092219801,0.735708276639319,0.005720802323947194,0.47393292583204866,0.004728469189313727,0.26991827209546854,0.0039637621266180555,0.9793640545163603,0.010616724346939789,0.34626050568783495,0.003946307866650122,-0.1276724201442136,0.00253223852327704
0,2,5,1,[0],[5],2,5,0.0,0.0,299.0,0.0,299.0,0.0,0.006688963210702341,0.0,2.0314020489128604,0.030715714898192303,0.5372140284336224,0.01243013239478941,0.9836072091119158,0.0006024378561653512,0.6204437906527602,0.009876596705568428,0.30905674272369704,0.001778801213640498,0.9506935166523609,0.0015942428699744163,0.3781283544779287,0.0030366852080180693,-0.24231543617483142,0.008079559829111313
1,2,5,1,"[0, 1]","[5, 6]",5,5,0.0,0.0,299.0,0.0,299.0,0.0,0.016722408026755852,0.0,12414.204798869108,120.7805926866991,0.5288867837963791,0.012807000882126792,0.9608805997115917,0.0013038144900148086,0.6094318209840751,0.010329221388427042,0.3041087035410698,0.0018677493681151939,0.9452890024050739,0.0021567020552018,0.37313154812364824,0.003176886424668511,-0.23630027286042682,0.008284333005270102
2,2,5,1,"[0, 1, 2]","[5, 6, 7]",9,5,0.0,0.0,299.0,0.0,299.0,0.0,0.030100334448160536,0.0,234434.50102690834,10978.836365325735,0.49841157361589455,0.011088728966896591,0.9465484387247592,0.0015104184585430893,0.5819662114045917,0.008891351724375947,0.2760897926393632,0.0014844041850411228,0.9467426332141538,0.0014736336585839667,0.34827931888436214,0.002566349254702929,-0.23368689252022942,0.007259740873233536
3,2,5,1,"[0, 1, 2, 3]","[5, 6, 7, 8]",14,5,0.0,0.0,299.0,0.0,299.0,0.0,0.046822742474916385,0.0,1489308.0058683339,98284.9629719417,0.48438761229855515,0.011131757241331947,0.9239252956465945,0.0024275085430550225,0.5663340743887493,0.009008540057739165,0.28366190519317014,0.0030273024874129246,0.9463277995133096,0.005122108980998011,0.3549884149860018,0.0037022369156347636,-0.2113456594027474,0.00730888860207945
4,2,5,1,"[0, 1, 2, 3, 4]","[5, 6, 7, 8, 9]",20,5,0.0,0.0,299.0,0.0,299.0,0.0,0.06688963210702341,0.0,4759892.697912175,366813.74133629975,0.4608821308722789,0.009508790306744697,0.8982200587204867,0.003926016966360757,0.5424245280552814,0.007887131028295401,0.29570252048316414,0.004034431203695777,0.9711983266894666,0.006559033596781399,0.36840382857790244,0.004460893746076703,-0.1740206994773789,0.006312995165316409
