H,D,number_of_terms,number_of_terms_std,selected_alpha,selected_alpha_std,validation_nmse_2d,validation_nmse_2d_std,train_nmse_x,train_nmse_x_std,test_nmse_x,test_nmse_x_std,train_nmse_y,train_nmse_y_std,test_nmse_y,test_nmse_y_std,train_nmse_2d,train_nmse_2d_std,test_nmse_2d,test_nmse_2d_std,num_train_rows,num_train_rows_std,num_test_rows,num_test_rows_std,terms_per_train_row,terms_per_train_row_std,num_samples
3,2,14.0,0.0,1.0,0.0,0.710338285418971,0.012870863528912745,0.43746375509050217,0.0014125663684417555,0.29140603984755137,0.004510566056233468,0.6246064935367156,0.007714582069396269,0.47505213451191775,0.0656752614111213,0.44459588095460134,0.0012254561413653155,0.2971642701802048,0.0024646596450944155,299.0,0.0,299.0,0.0,0.046822742474916385,0.0,5
4,2,20.0,0.0,0.80000000002,0.39999999996,0.7153636494606286,0.01422158419125382,0.43106292105091387,0.003523786439296129,0.2934391843349476,0.004319210540144863,0.6017635848881467,0.018084455232350898,0.46671285443795396,0.07144792850050448,0.43756525778343647,0.003969513671591666,0.29887366396801324,0.003281005843195206,299.0,0.0,299.0,0.0,0.06688963210702341,0.0,5
5,2,27.0,0.0,1.0,0.0,0.724323831205813,0.01344081077214362,0.4247087108080866,0.0013737987261420955,0.30251636231564055,0.004342428897498115,0.5926737742891944,0.0070546624021774,0.4702433140435046,0.07251644260931554,0.43110957816358664,0.0012164152426340457,0.3077850118907722,0.0021593622570032704,299.0,0.0,299.0,0.0,0.0903010033444816,0.0,5
6,2,35.0,0.0,1.0,0.0,0.7690365475344048,0.016676026484070395,0.42091945124535357,0.0013261271454378747,0.30557288252241604,0.0045418756186178955,0.5888987683915101,0.006978648907869297,0.4757982943121325,0.07535525638207959,0.4273211522404905,0.001156533750410252,0.3109213861511348,0.0022793580374888484,299.0,0.0,299.0,0.0,0.11705685618729098,0.0,5
7,2,44.0,0.0,1.0,0.0,0.8424299441748158,0.021668609182019908,0.4124573035446959,0.0012561787173079966,0.30734007703877786,0.004732868916412706,0.5692359867247646,0.006265017167019388,0.4432740400896747,0.06586191059616682,0.4184328003653743,0.0010894071361159771,0.31161633806528044,0.002756007948656814,299.0,0.0,299.0,0.0,0.14715719063545152,0.0,5
8,2,54.0,0.0,1.0,0.0,0.9184958709781528,0.02537929639888587,0.4026669611140661,0.0012107884443366057,0.3132262600598628,0.004403048447869646,0.5632226083220602,0.006557589567481633,0.44271181431362017,0.06341041297064598,0.40878641132256865,0.0010333425913873551,0.3173003069669459,0.002560772307567659,299.0,0.0,299.0,0.0,0.1806020066889632,0.0,5
9,2,65.0,0.0,1.0,0.0,0.989540130707766,0.032905097340586754,0.39253415196063035,0.001457432379326767,0.3327241560822708,0.004376469946522199,0.5424937316434486,0.006506116978284807,0.46575434954130956,0.07712356701867412,0.3982493733972784,0.001267694991463406,0.33691871431812837,0.002286933500460234,299.0,0.0,299.0,0.0,0.21739130434782608,0.0,5
10,2,77.0,0.0,1.0,0.0,1.0615628307730762,0.037484331960378516,0.3848009459820314,0.0014247358820915618,0.34284567979872005,0.004333006711982751,0.5373110157705718,0.006914113794755725,0.4727775430220955,0.07640423639549097,0.39061322423595524,0.0012260829188247126,0.34694352726433886,0.0022725618448031343,299.0,0.0,299.0,0.0,0.25752508361204013,0.0,5
11,2,90.0,0.0,1.0,0.0,1.1173668686993228,0.04241788263657789,0.3785555897538854,0.0013701826517796985,0.33465387901382493,0.0037350365832609744,0.5284001030578394,0.007207251202939628,0.4554840482018602,0.06780107125314512,0.3842661009259688,0.001156864292834351,0.3384619139787066,0.0019965374643691604,299.0,0.0,299.0,0.0,0.3010033444816054,0.0,5
12,2,104.0,0.0,1.0,0.0,1.1624473352394982,0.046222145407140404,0.3721302660285863,0.0013859482679238143,0.33648996540207476,0.0036153458342781655,0.5192607563213116,0.007446639626848144,0.46149785329268156,0.0685415415095703,0.3777372402810749,0.00116432439155376,0.3404279632683656,0.0020212866120697176,299.0,0.0,299.0,0.0,0.34782608695652173,0.0,5
