topology,amplitude,sample,hidden_node,reference_node,horizon_steps,H_cut,D_cut,basis_index,basis_term,total_degree,max_readout_time_delay,max_target_time_delay,max_lag_frames,coefficient_x,coefficient_y,exponents
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,-1,intercept,0,,,,1192.046630859375,1191.3162841796875,
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,0,P1(u[target-32]),1,27,32,27,31.844430923461914,-35.54437255859375,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,1,P1(u[target-31]),1,26,31,26,-59.80381393432617,35.78414535522461,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,2,P1(u[target-30]),1,25,30,25,6.493620872497559,11.511835098266602,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,3,P1(u[target-29]),1,24,29,24,1.3160854578018188,21.824443817138672,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,4,P1(u[target-28]),1,23,28,23,50.29676055908203,-44.054508209228516,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,5,P1(u[target-27]),1,22,27,22,7.36055850982666,-26.111900329589844,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,6,P1(u[target-26]),1,21,26,21,-61.410255432128906,31.111392974853516,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,7,P1(u[target-25]),1,20,25,20,-1.1732993125915527,25.98760986328125,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,8,P1(u[target-24]),1,19,24,19,16.658740997314453,6.30304479598999,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,9,P1(u[target-23]),1,18,23,18,36.32813262939453,-39.64097213745117,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,10,P1(u[target-22]),1,17,22,17,3.1715564727783203,-2.7619972229003906,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,11,P1(u[target-21]),1,16,21,16,-38.10931396484375,-23.320980072021484,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,12,P1(u[target-20]),1,15,20,15,-15.635014533996582,63.444190979003906,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,13,P1(u[target-19]),1,14,19,14,18.87421417236328,9.872040748596191,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,14,P1(u[target-18]),1,13,18,13,24.684589385986328,-48.44379425048828,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,15,P1(u[target-17]),1,12,17,12,37.212249755859375,-2.4337944984436035,0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,16,P1(u[target-16]),1,11,16,11,-89.12303924560547,-12.108064651489258,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,17,P1(u[target-15]),1,10,15,10,37.64949417114258,37.2310905456543,0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,18,P1(u[target-14]),1,9,14,9,-17.935195922851562,21.45438575744629,0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,19,P1(u[target-13]),1,8,13,8,44.33708572387695,-26.225820541381836,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,20,P1(u[target-12]),1,7,12,7,36.87407302856445,-33.65119171142578,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,21,P1(u[target-11]),1,6,11,6,-109.23245239257812,3.283573865890503,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,22,P1(u[target-10]),1,5,10,5,-23.972471237182617,61.124290466308594,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,23,P1(u[target-9]),1,4,9,4,90.25128173828125,-37.19611358642578,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,24,P1(u[target-8]),1,3,8,3,-38.20604705810547,31.439722061157227,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,25,P1(u[target-7]),1,2,7,2,136.35987854003906,-71.28125,0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,26,P1(u[target-6]),1,1,6,1,-262.3597106933594,40.28275680541992,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,27,P1(u[target-5]),1,0,5,0,239.559814453125,-9.579626083374023,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
