topology,amplitude,sample,hidden_node,reference_node,horizon_steps,H_cut,D_cut,basis_index,basis_term,total_degree,max_readout_time_delay,max_target_time_delay,max_lag_frames,coefficient_x,coefficient_y,exponents
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,-1,intercept,0,,,,1195.1630859375,1192.9571533203125,
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,0,P1(u[target-32]),1,27,32,27,25.16017723083496,-34.11321258544922,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,1,P1(u[target-31]),1,26,31,26,-47.886077880859375,36.29041290283203,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,2,P1(u[target-30]),1,25,30,25,3.356738805770874,6.368879318237305,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,3,P1(u[target-29]),1,24,29,24,-4.972325325012207,30.562519073486328,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,4,P1(u[target-28]),1,23,28,23,62.961055755615234,-53.750335693359375,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,5,P1(u[target-27]),1,22,27,22,-15.872952461242676,-14.985213279724121,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,6,P1(u[target-26]),1,21,26,21,-36.39237976074219,21.045732498168945,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,7,P1(u[target-25]),1,20,25,20,-12.290419578552246,30.350521087646484,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,8,P1(u[target-24]),1,19,24,19,17.99587631225586,5.410150527954102,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,9,P1(u[target-23]),1,18,23,18,39.98082733154297,-39.27826690673828,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
