topology,amplitude,sample,hidden_node,reference_node,horizon_steps,H_cut,D_cut,basis_index,basis_term,total_degree,max_readout_time_delay,max_target_time_delay,max_lag_frames,exponents,coefficient_x,coefficient_y,p_alpha_norm_sq,c_alpha_x,c_alpha_y,c_alpha,IPC_alpha_raw,IPC_alpha_clipped,weighted_contribution_raw,weighted_contribution_clipped,basis_nmse_x,basis_nmse_y,basis_nmse_2d,task_alpha_selected,basis_adequacy_label
topology_17_prestress,amp=1,sample_0,10,0,5,27,1,10,P1(u[target-22]),1,17,22,17,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0,0.9742705821990967,-4.809931755065918,298.76959228515625,6.501066759845318e-05,0.010491822572397353,0.0014331132500711274,0.3577315223625711,0.3577315223625711,0.0005126697846659164,0.0005126697846659164,0.27398179556888,0.7231204397419982,0.3329133025905722,0.01,weak
topology_17_prestress,amp=1,sample_0,10,0,5,27,1,11,P1(u[target-21]),1,16,21,16,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0,-38.26768493652344,-21.07765769958496,298.8153381347656,0.1003127919523812,0.20150428912229945,0.1135901340456748,0.38161075339650496,0.38161075339650496,0.04334721663157995,0.04334721663157995,0.27398179556888,0.7231204397419982,0.3329133025905722,0.01,weak
topology_17_prestress,amp=1,sample_0,10,0,5,27,1,12,P1(u[target-20]),1,15,20,15,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0,-6.859320163726807,56.85477066040039,298.761962890625,0.003222378160791525,1.4658713013152278,0.195136626474553,0.4049035633217587,0.4049035633217587,0.07901151539413354,0.07901151539413354,0.27398179556888,0.7231204397419982,0.3329133025905722,0.01,weak
topology_17_prestress,amp=1,sample_0,10,0,5,27,1,13,P1(u[target-19]),1,14,19,14,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0,12.518234252929688,16.429410934448242,298.72650146484375,0.010731216427225259,0.12239240017411014,0.025382286691162787,0.4263634315002781,0.4263634315002781,0.010822078852968006,0.010822078852968006,0.27398179556888,0.7231204397419982,0.3329133025905722,0.01,weak
topology_17_prestress,amp=1,sample_0,10,0,5,27,1,14,P1(u[target-18]),1,13,18,13,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,30.923830032348633,-49.88795852661133,298.64886474609375,0.06546911587753158,1.1282076684600648,0.20491110174593183,0.4437752389498206,0.4437752389498206,0.09093447314077191,0.09093447314077191,0.27398179556888,0.7231204397419982,0.3329133025905722,0.01,weak
topology_17_prestress,amp=1,sample_0,10,0,5,27,1,15,P1(u[target-17]),1,12,17,12,0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,22.66490364074707,0.6724922060966492,298.4281311035156,0.03514281658647472,0.00020485708288315487,0.030558604934858544,0.45515991689305946,0.45515991689305946,0.013909052082518051,0.013909052082518051,0.27398179556888,0.7231204397419982,0.3329133025905722,0.01,weak
topology_17_prestress,amp=1,sample_0,10,0,5,27,1,16,P1(u[target-16]),1,11,16,11,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-78.19314575195312,-17.960512161254883,298.0346374511719,0.4177275934297499,0.1459287587236969,0.38206485288455283,0.4853937372775544,0.4853937372775544,0.1854518868240321,0.1854518868240321,0.27398179556888,0.7231204397419982,0.3329133025905722,0.01,weak
topology_17_prestress,amp=1,sample_0,10,0,5,27,1,17,P1(u[target-15]),1,10,15,10,0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,39.14884948730469,37.46043014526367,297.75885009765625,0.10461446496090614,0.6342301923162409,0.17410537463958722,0.5285052723534936,0.5285052723534936,0.09201560844210209,0.09201560844210209,0.27398179556888,0.7231204397419982,0.3329133025905722,0.01,weak
topology_17_prestress,amp=1,sample_0,10,0,5,27,1,18,P1(u[target-14]),1,9,14,9,0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-18.110668182373047,22.714214324951172,297.4862060546875,0.022367880456332572,0.23296945616605902,0.050000925171437,0.5849481860599468,0.5849481860599468,0.02924795048035121,0.02924795048035121,0.27398179556888,0.7231204397419982,0.3329133025905722,0.01,weak
topology_17_prestress,amp=1,sample_0,10,0,5,27,1,19,P1(u[target-13]),1,8,13,8,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,38.595176696777344,-21.708818435668945,297.0848388671875,0.10144615914425295,0.21251499342856722,0.11601950720154969,0.6338145636003711,0.6338145636003711,0.07353485332608033,0.07353485332608033,0.27398179556888,0.7231204397419982,0.3329133025905722,0.01,weak
topology_17_prestress,amp=1,sample_0,10,0,5,27,1,20,P1(u[target-12]),1,7,12,7,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,35.64898681640625,-35.542686462402344,296.5576171875,0.08639577777266416,0.5686516434641867,0.1496725973114829,0.6837866558328112,0.6837866558328112,0.10234412478542991,0.10234412478542991,0.27398179556888,0.7231204397419982,0.3329133025905722,0.01,weak
topology_17_prestress,amp=1,sample_0,10,0,5,27,1,21,P1(u[target-11]),1,6,11,6,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-108.15911102294922,1.8704971075057983,296.02142333984375,0.7938499346047565,0.001572077451342565,0.6898951119509946,0.7280929238721883,0.7280929238721883,0.5023077492255303,0.5023077492255303,0.27398179556888,0.7231204397419982,0.3329133025905722,0.01,weak
topology_17_prestress,amp=1,sample_0,10,0,5,27,1,22,P1(u[target-10]),1,5,10,5,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-12.262369155883789,55.400352478027344,295.368896484375,0.010181284793524816,1.3760256528292258,0.18939380192979127,0.7732662405735228,0.7732662405735228,0.1464518332061761,0.1464518332061761,0.27398179556888,0.7231204397419982,0.3329133025905722,0.01,weak
topology_17_prestress,amp=1,sample_0,10,0,5,27,1,23,P1(u[target-9]),1,4,9,4,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,74.58956146240234,-27.498506546020508,294.75872802734375,0.37593419765831293,0.3383152724798211,0.37099821634816244,0.8201831955009778,0.8201831955009778,0.304286502609599,0.304286502609599,0.27398179556888,0.7231204397419982,0.3329133025905722,0.01,weak
topology_17_prestress,amp=1,sample_0,10,0,5,27,1,24,P1(u[target-8]),1,3,8,3,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-27.239513397216797,25.09881019592285,294.19091796875,0.05003996582033296,0.2813016271106228,0.08038382153835442,0.8715294903588335,0.8715294903588335,0.07005687101841745,0.07005687101841745,0.27398179556888,0.7231204397419982,0.3329133025905722,0.01,weak
topology_17_prestress,amp=1,sample_0,10,0,5,27,1,25,P1(u[target-7]),1,2,7,2,0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,124.6040267944336,-63.95077896118164,293.84124755859375,1.0458417309914225,1.824068531572243,1.147952913713923,0.9290609690854283,0.9290609690854283,1.0665182464794984,1.0665182464794984,0.27398179556888,0.7231204397419982,0.3329133025905722,0.01,weak
topology_17_prestress,amp=1,sample_0,10,0,5,27,1,26,P1(u[target-6]),1,1,6,1,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-249.97923278808594,31.164920806884766,293.4907531738281,4.204277147280865,0.43267638469411507,3.7094051969221935,0.9776402077093712,0.9776402077093712,3.626463667197234,3.626463667197234,0.27398179556888,0.7231204397419982,0.3329133025905722,0.01,weak
topology_17_prestress,amp=1,sample_0,10,0,5,27,1,27,P1(u[target-5]),1,0,5,0,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,234.56784057617188,-5.4650678634643555,293.0013122558594,3.695690194492702,0.013283037480681305,3.2125213421894077,0.999999371019175,0.999999371019175,3.212519321575084,3.212519321575084,0.27398179556888,0.7231204397419982,0.3329133025905722,0.01,weak
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,0,P1(u[target-32]),1,27,32,27,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1,25.16017723083496,-34.11321258544922,303.9961853027344,0.04389061061673059,0.5323351968070306,0.10817868652213392,-11.675339822318694,0.0,-1.2630229266780006,0.0,0.27698101102776923,0.72934481835399,0.3365202087268815,0.01,weak
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,1,P1(u[target-31]),1,26,31,26,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0,-47.886077880859375,36.29041290283203,303.5395202636719,0.15874858958051036,0.6015488056758193,0.2170290469918521,-4.016115332147653,0.0,-0.8716136831453706,0.0,0.27698101102776923,0.72934481835399,0.3365202087268815,0.01,weak
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,2,P1(u[target-30]),1,25,30,25,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0,3.356738805770874,6.368879318237305,303.32733154296875,0.0007795118830974289,0.01851438925422659,0.0031137401145962785,-0.33385283599864946,0.0,-0.0010395309678207273,0.0,0.27698101102776923,0.72934481835399,0.3365202087268815,0.01,weak
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,3,P1(u[target-29]),1,24,29,24,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0,-4.972325325012207,30.562519073486328,303.10406494140625,0.0017091765625855254,0.42603164808057803,0.05755763108243782,-0.38369941490636816,0.0,-0.02208482936972798,0.0,0.27698101102776923,0.72934481835399,0.3365202087268815,0.01,weak
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,4,P1(u[target-28]),1,23,28,23,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0,62.961055755615234,-53.750335693359375,302.93634033203125,0.27388703543500037,1.3169992962231332,0.4111793344907577,-1.5120402970696531,0.0,-0.6217197230723076,0.0,0.27698101102776923,0.72934481835399,0.3365202087268815,0.01,weak
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,5,P1(u[target-27]),1,22,27,22,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0,-15.872952461242676,-14.985213279724121,302.8383483886719,0.01740212953671647,0.10233130967138693,0.02858033425727028,-2.398558631716824,0.0,-0.06855160743012768,0.0,0.27698101102776923,0.72934481835399,0.3365202087268815,0.01,weak
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,6,P1(u[target-26]),1,21,26,21,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0,-36.39237976074219,21.045732498168945,302.7528076171875,0.09145031124111173,0.2017846276492694,0.10597228795814895,-2.509097878831049,0.0,-0.2658948429306646,0.0,0.27698101102776923,0.72934481835399,0.3365202087268815,0.01,weak
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,7,P1(u[target-25]),1,20,25,20,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0,-12.290419578552246,30.350521087646484,302.7072448730469,0.01042875178825154,0.4195917354782598,0.06428194557285066,-1.306019952648215,0.0,-0.08395350351318956,0.0,0.27698101102776923,0.72934481835399,0.3365202087268815,0.01,weak
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,8,P1(u[target-24]),1,19,24,19,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0,17.99587631225586,5.410150527954102,302.781494140625,0.022364099914976343,0.013335823277813475,0.021175816637497697,-0.28783696991323326,0.0,-0.0060951828963755695,0.0,0.27698101102776923,0.72934481835399,0.3365202087268815,0.01,weak
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,9,P1(u[target-23]),1,18,23,18,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0,39.98082733154297,-39.27826690673828,302.95672607421875,0.11044860870695758,0.7033265941729384,0.188481994703849,0.37893235594401475,0.37893235594401475,0.0714219263061568,0.0714219263061568,0.27698101102776923,0.72934481835399,0.3365202087268815,0.01,weak
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,10,P1(u[target-22]),1,17,22,17,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0,-10.31051254272461,-2.17333722114563,303.0556335449219,0.007347827775305919,0.002154013415605709,0.006664228568281658,-1.824681963087583,0.0,-0.01216009766643653,0.0,0.27698101102776923,0.72934481835399,0.3365202087268815,0.01,weak
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,11,P1(u[target-21]),1,16,21,16,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0,-24.00997543334961,-19.802766799926758,303.02685546875,0.03984195563472269,0.17881529848193356,0.05813334234754067,-4.031903821230746,0.0,-0.23438804515196437,0.0,0.27698101102776923,0.72934481835399,0.3365202087268815,0.01,weak
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,12,P1(u[target-20]),1,15,20,15,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0,-19.234058380126953,53.46088409423828,302.9678955078125,0.025563161691251373,1.3029888208688936,0.1936953102759152,-6.439303185798615,0.0,-1.247262828533952,0.0,0.27698101102776923,0.72934481835399,0.3365202087268815,0.01,weak
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,13,P1(u[target-19]),1,14,19,14,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0,16.804161071777344,18.225831985473633,302.9111328125,0.019508550560685595,0.15141251261527486,0.03686947985448493,-13.465167998151694,0.0,-0.4964537402451091,0.0,0.27698101102776923,0.72934481835399,0.3365202087268815,0.01,weak
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,14,P1(u[target-18]),1,13,18,13,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,36.44382858276367,-55.1191291809082,302.79547119140625,0.09172198875780349,1.3842861601489416,0.2618466373103079,-23.25408299686388,0.0,-6.089003436463614,0.0,0.27698101102776923,0.72934481835399,0.3365202087268815,0.01,weak
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,15,P1(u[target-17]),1,12,17,12,0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,8.812851905822754,9.646275520324707,302.47174072265625,0.005357890665012755,0.04235219627186885,0.010227005389921712,-36.72339105730591,0.0,-0.37557031827927034,0.0,0.27698101102776923,0.72934481835399,0.3365202087268815,0.01,weak
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,16,P1(u[target-16]),1,11,16,11,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-57.92367935180664,-25.808149337768555,302.06719970703125,0.2311489622484225,0.30275345089748,0.24057339836991262,-52.140305612035796,0.0,-12.543570513133279,0.0,0.27698101102776923,0.72934481835399,0.3365202087268815,0.01,weak
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,17,P1(u[target-15]),1,10,15,10,0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,18.612110137939453,45.61892318725586,301.7843017578125,0.02384316858529391,0.945058104437838,0.14509159142727834,-54.92453099653953,0.0,-7.969087610684799,0.0,0.27698101102776923,0.72934481835399,0.3365202087268815,0.01,weak
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,18,P1(u[target-14]),1,9,14,9,0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-8.018134117126465,15.284905433654785,301.42919921875,0.004419855279855657,0.10596992781273593,0.01778566781165738,-43.95501793309103,0.0,-0.7817693476134001,0.0,0.27698101102776923,0.72934481835399,0.3365202087268815,0.01,weak
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,19,P1(u[target-13]),1,8,13,8,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,39.023277282714844,-20.801668167114258,300.9396057128906,0.10452084793290313,0.19595099917441808,0.1165546971539629,-29.02533186029184,0.0,-3.383038764769586,0.0,0.27698101102776923,0.72934481835399,0.3365202087268815,0.01,weak
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,20,P1(u[target-12]),1,7,12,7,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,32.26055908203125,-33.426753997802734,300.35162353515625,0.07129348751148841,0.5049986309007966,0.128376870083596,-20.76705650279319,0.0,-2.6660097146777786,0.0,0.27698101102776923,0.72934481835399,0.3365202087268815,0.01,weak
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,21,P1(u[target-11]),1,6,11,6,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-98.84184265136719,-0.5437705516815186,299.7533264160156,0.6679158881862514,0.00013337277469172484,0.5800237213922196,-22.77659849025547,0.0,-13.210967416974388,0.0,0.27698101102776923,0.72934481835399,0.3365202087268815,0.01,weak
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,22,P1(u[target-10]),1,5,10,5,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-28.570743560791016,61.89509201049805,299.05218505859375,0.05567576118225217,1.7239759864646673,0.27525401949090633,-17.71203400890335,0.0,-4.875308554310278,0.0,0.27698101102776923,0.72934481835399,0.3365202087268815,0.01,weak
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,23,P1(u[target-9]),1,4,9,4,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,90.62413787841797,-37.04922866821289,298.4193115234375,0.5589729569325984,0.6163921115784134,0.566530348449793,-10.838581485461791,0.0,-6.140385345660143,0.0,0.27698101102776923,0.72934481835399,0.3365202087268815,0.01,weak
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,24,P1(u[target-8]),1,3,8,3,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-40.815101623535156,31.686800003051758,297.8907470703125,0.11318135133822324,0.4500757206016554,0.15752269812688913,-4.614106675006335,0.0,-0.726826532892287,0.0,0.27698101102776923,0.72934481835399,0.3365202087268815,0.01,weak
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,25,P1(u[target-7]),1,2,7,2,0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,134.8806610107422,-67.43414306640625,297.5673828125,1.2346981389394263,2.0361830489959987,1.340187941040902,0.31171856198304415,0.31171856198304415,0.41776145776828677,0.41776145776828677,0.27698101102776923,0.72934481835399,0.3365202087268815,0.01,weak
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,26,P1(u[target-6]),1,1,6,1,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-255.57467651367188,34.7903938293457,297.1589660644531,4.426908800932452,0.5412268518263452,3.9154833022146396,0.9451290048684896,0.9451290048684896,3.70063683700131,3.70063683700131,0.27698101102776923,0.72934481835399,0.3365202087268815,0.01,weak
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,27,P1(u[target-5]),1,0,5,0,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,235.54115295410156,-7.714141368865967,296.53948974609375,3.7522539724426327,0.02655397422018675,3.2618849703934027,0.9999992272553135,0.9999992272553135,3.261882449789124,3.261882449789124,0.27698101102776923,0.72934481835399,0.3365202087268815,0.01,weak
topology_17_prestress,amp=1,sample_2,10,0,5,27,1,0,P1(u[target-32]),1,27,32,27,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1,28.299144744873047,-35.150779724121094,303.5487976074219,0.05527196883755855,0.5607122365759843,0.12199461807365876,0.15864935508164923,0.15864935508164923,0.01935436748081807,0.01935436748081807,0.27705586101988894,0.7263645157254126,0.33636863382447946,0.01,weak
topology_17_prestress,amp=1,sample_2,10,0,5,27,1,1,P1(u[target-31]),1,26,31,26,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0,-52.245330810546875,36.64301681518555,303.21807861328125,0.18818276923691113,0.6086661166237293,0.24369034290698383,0.17370303209196525,0.17370303209196525,0.042329751454473825,0.042329751454473825,0.27705586101988894,0.7263645157254126,0.33636863382447946,0.01,weak
topology_17_prestress,amp=1,sample_2,10,0,5,27,1,2,P1(u[target-30]),1,25,30,25,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0,0.5565325617790222,8.62818717956543,303.0537109375,2.1341776219795885e-05,0.03372875520456205,0.004471022710623336,0.18332452077545902,0.18332452077545902,0.0008196480958012169,0.0008196480958012169,0.27705586101988894,0.7263645157254126,0.33636863382447946,0.01,weak
topology_17_prestress,amp=1,sample_2,10,0,5,27,1,3,P1(u[target-29]),1,24,29,24,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0,5.2414398193359375,25.628633499145508,302.85504150390625,0.0018917590136406151,0.2973906426784062,0.04090026233816591,0.2044499434395296,0.2044499434395296,0.008362056321699944,0.008362056321699944,0.27705586101988894,0.7263645157254126,0.33636863382447946,0.01,weak
