topology,amplitude,sample,hidden_node,reference_node,horizon_steps,H_cut,D_cut,lag_stride_frames,readout_time_delays,target_time_delays,number_of_terms,task_alpha_selected,basis_nmse_x,basis_nmse_y,basis_nmse_2d,basis_adequacy_label,Q_twIPC_raw,Q_twIPC_clipped,generic_total_ipc_raw,generic_total_ipc_clipped
topology_17_prestress,amp=1,sample_0,10,0,5,27,1,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",28,0.01,0.27398179556888,0.7231204397419982,0.3329133025905722,weak,9.93472901494086,9.93472901494086,14.11614883759509,14.11614883759509
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",28,0.01,0.27698101102776923,0.72934481835399,0.3365202087268815,weak,-56.50407542619499,7.4517026708648775,-364.2788765723162,2.635779150050862
topology_17_prestress,amp=1,sample_2,10,0,5,27,1,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",28,0.01,0.27705586101988894,0.7263645157254126,0.33636863382447946,weak,11.013250495033896,11.013250495033896,14.160365428665813,14.160365428665813
topology_17_prestress,amp=1,sample_3,10,0,5,27,1,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",28,0.01,0.2790960870940595,0.7223515882137986,0.3381613500161471,weak,11.175768025585151,11.175768025585151,16.02242306599598,16.02242306599598
topology_17_prestress,amp=1,sample_4,10,0,5,27,1,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",28,0.01,0.2781786696266595,0.7273177598010835,0.337673098708882,weak,10.96270000942102,10.96270000942102,14.203761987082743,14.203761987082743
