topology,amplitude,sample,hidden_node,reference_node,horizon_steps,H_cut,D_cut,basis_index,basis_term,total_degree,max_readout_time_delay,max_target_time_delay,max_lag_frames,exponents,num_state_nodes,num_state_features,train_r2_raw,test_r2_raw,train_nmse,test_nmse,IPC_alpha_raw,IPC_alpha_clipped
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,14,P1(u[target-18]),1,13,18,13,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14,28,0.24115431681409716,-23.25408299686388,0.7588456831859028,24.25408299686388,-23.25408299686388,0.0
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,15,P1(u[target-17]),1,12,17,12,0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14,28,0.2749974801488311,-36.72339105730591,0.7250025198511689,37.72339105730591,-36.72339105730591,0.0
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,16,P1(u[target-16]),1,11,16,11,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14,28,0.3132590589169466,-52.140305612035796,0.6867409410830534,53.140305612035796,-52.140305612035796,0.0
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,17,P1(u[target-15]),1,10,15,10,0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14,28,0.3542948333042315,-54.92453099653953,0.6457051666957685,55.92453099653953,-54.92453099653953,0.0
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,18,P1(u[target-14]),1,9,14,9,0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14,28,0.4027180242194187,-43.95501793309103,0.5972819757805813,44.95501793309103,-43.95501793309103,0.0
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,19,P1(u[target-13]),1,8,13,8,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14,28,0.4606759928822325,-29.02533186029184,0.5393240071177675,30.02533186029184,-29.02533186029184,0.0
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,20,P1(u[target-12]),1,7,12,7,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14,28,0.5153110056600109,-20.76705650279319,0.48468899433998913,21.76705650279319,-20.76705650279319,0.0
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,21,P1(u[target-11]),1,6,11,6,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14,28,0.5704949148740155,-22.77659849025547,0.4295050851259845,23.77659849025547,-22.77659849025547,0.0
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,22,P1(u[target-10]),1,5,10,5,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14,28,0.6338205368747031,-17.71203400890335,0.3661794631252969,18.71203400890335,-17.71203400890335,0.0
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,23,P1(u[target-9]),1,4,9,4,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14,28,0.7085384438524225,-10.838581485461791,0.2914615561475775,11.838581485461791,-10.838581485461791,0.0
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,24,P1(u[target-8]),1,3,8,3,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14,28,0.7852049878892674,-4.614106675006335,0.21479501211073262,5.614106675006335,-4.614106675006335,0.0
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,25,P1(u[target-7]),1,2,7,2,0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14,28,0.8699637379727911,0.31171856198304415,0.1300362620272089,0.6882814380169558,0.31171856198304415,0.31171856198304415
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,26,P1(u[target-6]),1,1,6,1,0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14,28,0.9540934768179885,0.9451290048684896,0.045906523182011494,0.0548709951315104,0.9451290048684896,0.9451290048684896
topology_17_prestress,amp=1,sample_1,10,0,5,27,1,27,P1(u[target-5]),1,0,5,0,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,14,28,0.9999993302424599,0.9999992272553135,6.697575401362663e-07,7.727446864238432e-07,0.9999992272553135,0.9999992272553135
topology_17_prestress,amp=1,sample_2,10,0,5,27,1,0,P1(u[target-32]),1,27,32,27,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1,14,28,0.08383481524754843,0.15864935508164923,0.9161651847524516,0.8413506449183508,0.15864935508164923,0.15864935508164923
topology_17_prestress,amp=1,sample_2,10,0,5,27,1,1,P1(u[target-31]),1,26,31,26,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0,14,28,0.08617858874624296,0.17370303209196525,0.913821411253757,0.8262969679080348,0.17370303209196525,0.17370303209196525
topology_17_prestress,amp=1,sample_2,10,0,5,27,1,2,P1(u[target-30]),1,25,30,25,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0,14,28,0.09563590010283007,0.18332452077545902,0.9043640998971699,0.816675479224541,0.18332452077545902,0.18332452077545902
topology_17_prestress,amp=1,sample_2,10,0,5,27,1,3,P1(u[target-29]),1,24,29,24,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0,14,28,0.10144929004640513,0.2044499434395296,0.8985507099535949,0.7955500565604704,0.2044499434395296,0.2044499434395296
