topology,amplitude,frequency_set_type,frequency_set_label,refined_frequency_hz,drive_channels,number_drive_channels,K,filter_length_s,num_samples,selected_frequencies_hz,mechanical_degree,number_linear_features_mean,number_linear_features_std,number_candidate_features_mean,number_candidate_features_std,number_raw_features_mean,number_raw_features_std,validation_nmse_x_mean,validation_nmse_x_std,validation_nmse_y_mean,validation_nmse_y_std,validation_nmse_2d_mean,validation_nmse_2d_std,condition_number_mean,condition_number_std
topology_17_prestress,amp=1,refined_single,refined_5.8200Hz,5.82,u,1,1,3.0,4,5.82,2,10.0,0.0,65.0,0.0,65.0,0.0,0.31093275914548796,0.00416692563549208,0.6023583811260493,0.0032038000467073786,0.34224966853625527,0.004340206449609846,39.48725700378418,0.1592259579652213
topology_17_prestress,amp=1,refined_single,refined_5.8300Hz,5.83,u,1,1,3.0,4,5.83,2,10.0,0.0,65.0,0.0,65.0,0.0,0.3115999269323812,0.00453497198796338,0.6061238881887203,0.004164085177587947,0.3432452689473351,0.004505248294832376,39.49003982543945,0.16980552288772147
topology_17_prestress,amp=1,refined_single,refined_5.8400Hz,5.840000000000001,u,1,1,3.0,4,5.84,2,10.0,0.0,65.0,0.0,65.0,0.0,0.31407996607606675,0.004865836913041034,0.6097648688220012,0.005997383754164577,0.34584429375731496,0.004574541192881011,39.48576641082764,0.17925658117886858
topology_17_prestress,amp=1,refined_single,refined_5.8500Hz,5.8500000000000005,u,1,1,3.0,4,5.85,2,10.0,0.0,65.0,0.0,65.0,0.0,0.3181526515722194,0.005106275183783271,0.61247334561801,0.0082946364505819,0.3497640763254605,0.0045324181783586845,39.60310173034668,0.1901021160736023
topology_17_prestress,amp=1,refined_single,refined_5.8600Hz,5.86,u,1,1,3.0,4,5.86,2,10.0,0.0,65.0,0.0,65.0,0.0,0.3232739218298195,0.005237502697597051,0.6136841642429184,0.010649953081513317,0.354459022059772,0.004394699635397373,40.17521953582764,0.2057724670384977
topology_17_prestress,amp=1,refined_single,refined_5.8700Hz,5.87,u,1,1,3.0,4,5.87,2,10.0,0.0,65.0,0.0,65.0,0.0,0.3288201032057016,0.005263591365088095,0.6134260806374119,0.012830057205689738,0.35937603299118676,0.00418516591612245,41.32033348083496,0.21927506854153161
topology_17_prestress,amp=1,refined_single,refined_5.8800Hz,5.880000000000001,u,1,1,3.0,4,5.88,2,10.0,0.0,65.0,0.0,65.0,0.0,0.3342967536934644,0.0052101933007149565,0.6122133641514653,0.014750208994299638,0.3641292334872238,0.003936924727393387,42.70136070251465,0.22703658800312848
topology_17_prestress,amp=1,refined_single,refined_5.8900Hz,5.890000000000001,u,1,1,3.0,4,5.89,2,10.0,0.0,65.0,0.0,65.0,0.0,0.33953781521556226,0.005137347358812844,0.610887459882493,0.01640136055648694,0.36866078975293776,0.003710978381706524,44.079548835754395,0.2302511325363154
topology_17_prestress,amp=1,refined_single,refined_5.9000Hz,5.9,u,1,1,3.0,4,5.9,2,10.0,0.0,65.0,0.0,65.0,0.0,0.3447277853235215,0.005128268419247191,0.6105863926929768,0.017804106716848542,0.37325751916785505,0.003587198207926715,45.32854080200195,0.22848736671891368
topology_17_prestress,amp=1,refined_single,refined_5.9100Hz,5.91,u,1,1,3.0,4,5.91,2,10.0,0.0,65.0,0.0,65.0,0.0,0.3500473952950315,0.005226563005453572,0.6126319938751537,0.018999153989975287,0.378222655755567,0.003601129914616196,46.354841232299805,0.22064099028782946
