topology,amplitude,sample,candidate_id,mode_index,raw_feature_name,drive_channel,frequency_hz,decay_time_s,phase,product_degree,factor_indices,number_factors,loading
topology_17_prestress,amp=1,sample_0,K1_L3,1,u_f=5.8200Hz_Td=1.000s_cos * u_f=5.8200Hz_Td=1.000s_sin,u*u,5.82*5.82,1.0*1.0,cos*sin,2,4 5,2,-0.019426515325903893
topology_17_prestress,amp=1,sample_0,K1_L3,1,u_f=5.8200Hz_Td=1.000s_cos * u_f=5.8200Hz_Td=2.000s_cos,u*u,5.82*5.82,1.0*2.0,cos*cos,2,4 6,2,-0.1927815079689026
topology_17_prestress,amp=1,sample_0,K1_L3,1,u_f=5.8200Hz_Td=1.000s_cos * u_f=5.8200Hz_Td=2.000s_sin,u*u,5.82*5.82,1.0*2.0,cos*sin,2,4 7,2,0.01797538250684738
topology_17_prestress,amp=1,sample_0,K1_L3,1,u_f=5.8200Hz_Td=1.000s_cos * u_f=5.8200Hz_Td=5.000s_cos,u*u,5.82*5.82,1.0*5.0,cos*cos,2,4 8,2,-0.2042258381843567
topology_17_prestress,amp=1,sample_0,K1_L3,1,u_f=5.8200Hz_Td=1.000s_cos * u_f=5.8200Hz_Td=5.000s_sin,u*u,5.82*5.82,1.0*5.0,cos*sin,2,4 9,2,0.052496086806058884
topology_17_prestress,amp=1,sample_0,K1_L3,1,u_f=5.8200Hz_Td=1.000s_sin * u_f=5.8200Hz_Td=1.000s_sin,u*u,5.82*5.82,1.0*1.0,sin*sin,2,5 5,2,0.1717645823955536
topology_17_prestress,amp=1,sample_0,K1_L3,1,u_f=5.8200Hz_Td=1.000s_sin * u_f=5.8200Hz_Td=2.000s_cos,u*u,5.82*5.82,1.0*2.0,sin*cos,2,5 6,2,-0.07234523445367813
topology_17_prestress,amp=1,sample_0,K1_L3,1,u_f=5.8200Hz_Td=1.000s_sin * u_f=5.8200Hz_Td=2.000s_sin,u*u,5.82*5.82,1.0*2.0,sin*sin,2,5 7,2,0.191267728805542
topology_17_prestress,amp=1,sample_0,K1_L3,1,u_f=5.8200Hz_Td=1.000s_sin * u_f=5.8200Hz_Td=5.000s_cos,u*u,5.82*5.82,1.0*5.0,sin*cos,2,5 8,2,-0.10716474801301956
topology_17_prestress,amp=1,sample_0,K1_L3,1,u_f=5.8200Hz_Td=1.000s_sin * u_f=5.8200Hz_Td=5.000s_sin,u*u,5.82*5.82,1.0*5.0,sin*sin,2,5 9,2,0.2002163827419281
topology_17_prestress,amp=1,sample_0,K1_L3,1,u_f=5.8200Hz_Td=2.000s_cos * u_f=5.8200Hz_Td=2.000s_cos,u*u,5.82*5.82,2.0*2.0,cos*cos,2,6 6,2,-0.19984295964241028
topology_17_prestress,amp=1,sample_0,K1_L3,1,u_f=5.8200Hz_Td=2.000s_cos * u_f=5.8200Hz_Td=2.000s_sin,u*u,5.82*5.82,2.0*2.0,cos*sin,2,6 7,2,-0.031102027744054794
