frequency_set_type,frequency_set_label,refined_frequency_hz,drive_channels,drive_smoothing_frames,number_drive_channels,K,filter_length_s,filter_length_frames,num_topology_sample_pairs,selected_frequencies_hz,decay_times_s,mechanical_degree,number_linear_features_mean,number_linear_features_std,number_candidate_features_mean,number_candidate_features_std,number_raw_features_mean,number_raw_features_std,number_drive_channels_mean,number_drive_channels_std,svd_rank_mean,svd_rank_std,condition_number_mean,condition_number_std,train_nmse_x_mean,train_nmse_x_std,train_nmse_y_mean,train_nmse_y_std,train_nmse_2d_mean,train_nmse_2d_std,validation_nmse_x_mean,validation_nmse_x_std,validation_nmse_y_mean,validation_nmse_y_std,validation_nmse_2d_mean,validation_nmse_2d_std,selection_metric_value_mean,selection_metric_value_std
refined_single,refined_5.7500Hz,5.75,u,1,1,1,3.0,90,4,5.75,0.2 0.5 1 2 5,2,10.0,0.0,65.0,0.0,65.0,0.0,1.0,0.0,21.0,0.0,35.70732498168945,0.07892189627799683,0.4807867070984223,0.003694047504590498,0.3580066828155533,0.008565291944670405,0.4578365523949269,0.0023120066286965615,0.33086625145792986,0.0024859500354593774,0.6767887110151234,0.006272062746834075,0.36806062900065367,0.0035708162402595957,0.36806062900065367,0.0035708162402595957
refined_single,refined_5.7600Hz,5.760000000000001,u,1,1,1,3.0,90,4,5.76,0.2 0.5 1 2 5,2,10.0,0.0,65.0,0.0,65.0,0.0,1.0,0.0,21.0,0.0,36.77657127380371,0.08912309744841318,0.47738384447282467,0.004048609381715155,0.3538930661169404,0.008677391543294668,0.45430020567907103,0.00249384161940738,0.3263474049519373,0.0025783639936289115,0.6688693756226335,0.004890066948136646,0.36317172275987486,0.003490120824059474,0.36317172275987486,0.003490120824059474
refined_single,refined_5.7700Hz,5.7700000000000005,u,1,1,1,3.0,90,4,5.77,0.2 0.5 1 2 5,2,10.0,0.0,65.0,0.0,65.0,0.0,1.0,0.0,21.0,0.0,37.709275245666504,0.10193457024027931,0.4726723767749729,0.0043877450102627075,0.35026403746731727,0.008797753791527875,0.44979015339078127,0.0026709981949578783,0.32275683113674,0.002746947956246278,0.6616924136561069,0.004150126508202162,0.3591911308086102,0.0034870440576863656,0.3591911308086102,0.0034870440576863656
refined_single,refined_5.7800Hz,5.78,u,1,1,1,3.0,90,4,5.78,0.2 0.5 1 2 5,2,10.0,0.0,65.0,0.0,65.0,0.0,1.0,0.0,21.0,0.0,38.44954299926758,0.11541739873691571,0.46656974554033215,0.004697929677276663,0.34709714316273205,0.008901692585203744,0.44423512263567455,0.0028301710468815896,0.3195387133313772,0.0029803545054825635,0.6559074939108638,0.004120996175843488,0.35569278130682785,0.0035509788807338836,0.35569278130682785,0.0035509788807338836
refined_single,refined_5.7900Hz,5.79,u,1,1,1,3.0,90,4,5.79,0.2 0.5 1 2 5,2,10.0,0.0,65.0,0.0,65.0,0.0,1.0,0.0,21.0,0.0,39.52309322357178,0.20510024487134373,0.45928542512391063,0.00496239146400118,0.34443203251484,0.008978524552049614,0.4378129677224288,0.0029667955082980034,0.31648509355478494,0.0032555322943297054,0.6506289081235644,0.0045263174641107995,0.35239555041758175,0.0036442356245119417,0.35239555041758175,0.0036442356245119417
refined_single,refined_5.8000Hz,5.800000000000001,u,1,1,1,3.0,90,4,5.8,0.2 0.5 1 2 5,2,10.0,0.0,65.0,0.0,65.0,0.0,1.0,0.0,21.0,0.0,41.61527156829834,0.14937966299261285,0.45109665527601495,0.00511420714089163,0.34281701155815286,0.009080536015319985,0.4308517447987035,0.0030508127452088954,0.31376942057215496,0.003529469520822692,0.6408779688106879,0.005827494202210699,0.3489180241641629,0.0036736529746704515,0.3489180241641629,0.0036736529746704515
refined_single,refined_5.8100Hz,5.8100000000000005,u,1,1,1,3.0,90,4,5.81,0.2 0.5 1 2 5,2,10.0,0.0,65.0,0.0,65.0,0.0,1.0,0.0,21.0,0.0,43.14675045013428,0.12052533790306252,0.44202297523652845,0.005154610336618743,0.34314014308823815,0.00928716643290254,0.4235328618146909,0.003040729252184309,0.3120329389387963,0.0038107637977685595,0.6240128659382308,0.007212412014232004,0.34554860083556965,0.003594225722641642,0.34554860083556965,0.003594225722641642
refined_single,refined_5.8200Hz,5.82,u,1,1,1,3.0,90,4,5.82,0.2 0.5 1 2 5,2,10.0,0.0,65.0,0.0,65.0,0.0,1.0,0.0,20.0,0.0,39.48725700378418,0.1592259579652213,0.4326913016501681,0.00533766189204953,0.35177826401453616,0.009173716459175536,0.41755682971545827,0.003076572707627756,0.31093275914548796,0.00416692563549208,0.6023583811260493,0.0032038000467073786,0.34224966853625527,0.004340206449609846,0.34224966853625527,0.004340206449609846
refined_single,refined_5.8300Hz,5.83,u,1,1,1,3.0,90,4,5.83,0.2 0.5 1 2 5,2,10.0,0.0,65.0,0.0,65.0,0.0,1.0,0.0,20.0,0.0,39.49003982543945,0.16980552288772147,0.4232179791878877,0.005340356938680343,0.3480274526202396,0.009117334785152975,0.4091522010158912,0.0030297721840920355,0.3115999269323812,0.00453497198796338,0.6061238881887203,0.004164085177587947,0.3432452689473351,0.004505248294832376,0.3432452689473351,0.004505248294832376
refined_single,refined_5.8400Hz,5.840000000000001,u,1,1,1,3.0,90,4,5.84,0.2 0.5 1 2 5,2,10.0,0.0,65.0,0.0,65.0,0.0,1.0,0.0,20.0,0.0,39.48576641082764,0.17925658117886858,0.4143412399922429,0.005316884890738752,0.34450081307461594,0.00908788255735426,0.4012746998383208,0.0029904447420332886,0.31407996607606675,0.004865836913041034,0.6097648688220012,0.005997383754164577,0.34584429375731496,0.004574541192881011,0.34584429375731496,0.004574541192881011
