topology,amplitude,sample,basis_nmse_x,basis_nmse_y,basis_nmse_2d,basis_R2_x,basis_R2_y,basis_R2_2d,selected_drive_channels,drive_smoothing_frames,selected_K,selected_filter_length_s,selected_mechanical_degree,number_linear_features,number_candidate_features,number_kept_features,selected_svd_rank
topology_17_prestress,amp=1,sample_0,0.3078190789395285,0.4176389422439469,0.3223841674947654,0.6921809210604715,0.5823610577560532,0.6776158325052346,u,1,1,3.0,2,10,65,65,20
topology_17_prestress,amp=1,sample_2,0.3087108645907301,0.4317567602571499,0.3252877427701542,0.6912891354092698,0.5682432397428501,0.6747122572298458,u,1,1,3.0,2,10,65,65,20
topology_17_prestress,amp=1,sample_3,0.31207982070046814,0.4347921275065633,0.32877538754010543,0.6879201792995319,0.5652078724934366,0.6712246124598946,u,1,1,3.0,2,10,65,65,20
topology_17_prestress,amp=1,sample_4,0.30939686663206456,0.43266360510935264,0.32608697084400873,0.6906031333679354,0.5673363948906474,0.6739130291559913,u,1,1,3.0,2,10,65,65,20
