topology,amplitude,sample,K,frequency_set_type,frequency_set_label,refined_frequency_hz,drive_channels,drive_smoothing_frames,number_drive_channels,filter_length_s,filter_length_frames,selected_frequencies_hz,decay_times_s,mechanical_degree,number_linear_features,number_candidate_features,number_raw_features,svd_rank,condition_number,train_nmse_x,train_nmse_y,train_nmse_2d,validation_nmse_x,validation_nmse_y,validation_nmse_2d,selection_metric_value
topology_17_prestress,amp=1,sample_0,1,refined_single,refined_5.6800Hz,5.680000000000001,u,1,1,3.0,90,5.68,0.2 0.5 1 2 5,2,10,65,65,22,41.87996292114258,0.4806838007035194,0.3769233881925253,0.4610135738503551,0.42063661358331383,0.7232727234678927,0.4519849195934802,0.4519849195934802
topology_17_prestress,amp=1,sample_0,1,refined_single,refined_5.6900Hz,5.69,u,1,1,3.0,90,5.69,0.2 0.5 1 2 5,2,10,65,65,22,41.871421813964844,0.48226829857171427,0.3724891413659456,0.46145707708820394,0.405058803686897,0.7096680078542099,0.4366114910030011,0.4366114910030011
topology_17_prestress,amp=1,sample_0,1,refined_single,refined_5.7000Hz,5.7,u,1,1,3.0,90,5.7,0.2 0.5 1 2 5,2,10,65,65,22,41.80046463012695,0.4839751540599553,0.36785530854774584,0.46196190596172204,0.3894367588861742,0.6986097822928771,0.42146218556621584,0.42146218556621584
topology_17_prestress,amp=1,sample_0,1,refined_single,refined_5.7100Hz,5.71,u,1,1,3.0,90,5.71,0.2 0.5 1 2 5,2,10,65,65,22,41.717044830322266,0.4853784901111321,0.3630856028633367,0.4621949967490778,0.37487188525918264,0.690167434998699,0.4075315086618478,0.4075315086618478
topology_17_prestress,amp=1,sample_0,1,refined_single,refined_5.7200Hz,5.720000000000001,u,1,1,3.0,90,5.72,0.2 0.5 1 2 5,2,10,65,65,22,41.71518325805664,0.486064852670913,0.35818677691704137,0.4618225554522283,0.36192147141429226,0.6840113891478226,0.39528488369100573,0.39528488369100573
topology_17_prestress,amp=1,sample_0,1,refined_single,refined_5.7300Hz,5.73,u,1,1,3.0,90,5.73,0.2 0.5 1 2 5,2,10,65,65,22,41.88772964477539,0.4856886535656154,0.3531873624876852,0.46056991713457124,0.35079392764495837,0.6795085734004447,0.3848435567823949,0.3848435567823949
topology_17_prestress,amp=1,sample_0,1,refined_single,refined_5.7400Hz,5.74,u,1,1,3.0,90,5.74,0.2 0.5 1 2 5,2,10,65,65,22,42.31132507324219,0.4840631466831742,0.3481981426991043,0.45830673934921506,0.34140557588540477,0.6757778973625352,0.37604125058725213,0.37604125058725213
topology_17_prestress,amp=1,sample_0,1,refined_single,refined_5.7500Hz,5.75,u,1,1,3.0,90,5.75,0.2 0.5 1 2 5,2,10,65,65,21,35.790836334228516,0.48578604290446875,0.3437867478714093,0.4588667364108309,0.32687618825232484,0.6673193736682543,0.36214070827131617,0.36214070827131617
topology_17_prestress,amp=1,sample_0,1,refined_single,refined_5.7600Hz,5.760000000000001,u,1,1,3.0,90,5.76,0.2 0.5 1 2 5,2,10,65,65,21,36.885597229003906,0.48304531044280846,0.33952805530222513,0.4558382389051959,0.3221389281515158,0.6624125826517714,0.35738588745369515,0.35738588745369515
topology_17_prestress,amp=1,sample_0,1,refined_single,refined_5.7700Hz,5.7700000000000005,u,1,1,3.0,90,5.77,0.2 0.5 1 2 5,2,10,65,65,21,37.84299850463867,0.4789785099111309,0.3357210264161847,0.4518206841993208,0.3181863480175306,0.6581087230466114,0.35339692033217673,0.35339692033217673
topology_17_prestress,amp=1,sample_0,1,refined_single,refined_5.7800Hz,5.78,u,1,1,3.0,90,5.78,0.2 0.5 1 2 5,2,10,65,65,21,38.60258102416992,0.47348630283099663,0.33238426457273634,0.4467370924643758,0.3144969571375926,0.6549379664644412,0.34976125174823325,0.34976125174823325
