topology,num_samples,test_nmse_2d_mean,test_nmse_2d_std,M_0_5_mean,M_0_5_std,M_0_10_mean,M_0_10_std,M_total_mean,M_total_std
topology_17_prestress,5,0.4460373901110769,0.5096496870768301,4.786001669022772,1.2648205346058286,7.4303056678424415,2.589121101202489,12.59771199362702,5.049901743897368
