topology,amplitude,sample,H,D,full_window_nmse_x,full_window_nmse_y,full_window_nmse_2d,basis_R2_2d
topology_17_prestress,amp=1,sample_0,0,1,0.27099413249496485,0.8748478035156911,0.3855748745696553,0.6144251254303448
topology_17_prestress,amp=1,sample_2,0,1,0.2726610671058002,0.8802019976022089,0.3911958681268398,0.6088041318731602
topology_17_prestress,amp=1,sample_3,0,1,0.2740321073041843,0.8840454935401402,0.3955218424395468,0.6044781575604532
topology_17_prestress,amp=1,sample_4,0,1,0.2732842960205455,0.8819092898491112,0.39301478391431705,0.606985216085683
