topology,amplitude,H,D,num_samples,number_of_terms,target_time_delays,train_nmse_2d_mean,train_nmse_2d_std,validation_nmse_2d_mean,validation_nmse_2d_std,condition_number_mean,condition_number_std
topology_17_prestress,amp=1,0,1,4,1,[5],0.5776542262807417,0.004904209993358312,0.31602179175057044,0.0027539554590743785,1.0,0.0
topology_17_prestress,amp=1,0,2,4,2,[5],0.574793466426838,0.004901162305560523,0.33930895919900905,0.0026550303746826066,2.037142287586259,0.03185227192832325
topology_17_prestress,amp=1,0,3,4,3,[5],0.5744084936359037,0.004926028876927515,0.3534275802386506,0.002813146879336761,27.16178061875659,0.5382686483133496
topology_17_prestress,amp=1,1,1,4,2,"[5, 6]",0.5669552967401336,0.004992372750161051,0.3098641989792261,0.0027502922923485535,74.3393999505832,0.16943292273968022
topology_17_prestress,amp=1,1,2,4,5,"[5, 6]",0.5604261455149445,0.004851746184570346,0.3375871052572194,0.002859701470398465,12411.102361478486,134.8584957404397
topology_17_prestress,amp=1,1,3,4,9,"[5, 6]",0.5561050358232594,0.004795743725138594,0.367606510206547,0.003523290250284195,14249906.097187597,5103093.1117376685
topology_17_prestress,amp=1,2,1,4,3,"[5, 6, 7]",0.5476354661698212,0.004519036668871534,0.30293912737925593,0.002299752349094401,370.47186647536626,2.194321477878596
topology_17_prestress,amp=1,2,2,4,9,"[5, 6, 7]",0.5391879933105026,0.004416057167950524,0.3257330462932474,0.002155981608376176,231593.06507082796,10502.36965918716
topology_17_prestress,amp=1,2,3,4,19,"[5, 6, 7]",0.5243320199515282,0.005307045417977834,0.37184812743168827,0.0015256755757654594,2127151367.3791833,3558337521.6231236
topology_17_prestress,amp=1,3,1,4,4,"[5, 6, 7, 8]",0.5426282059881673,0.004559582191839877,0.3046702805680506,0.0024304206908961705,1009.3221730291559,18.015337410611327
topology_17_prestress,amp=1,3,2,4,14,"[5, 6, 7, 8]",0.527914425791612,0.004023447973728119,0.3330629819363637,0.0025533480597419948,1472651.3298350207,103381.29981094829
