H,D,horizon_steps,lag_stride_frames,readout_time_delays,target_time_delays,number_of_terms,num_topology_sample_pairs,overparameterized_fraction,ill_conditioned_fraction,num_train_rows_mean,num_train_rows_std,num_validation_rows_mean,num_validation_rows_std,terms_per_train_row_mean,terms_per_train_row_std,condition_number_mean,condition_number_std,train_nmse_x_mean,train_nmse_x_std,train_nmse_y_mean,train_nmse_y_std,train_nmse_2d_mean,train_nmse_2d_std,validation_nmse_x_mean,validation_nmse_x_std,validation_nmse_y_mean,validation_nmse_y_std,validation_nmse_2d_mean,validation_nmse_2d_std,train_validation_gap_2d_mean,train_validation_gap_2d_std
10,1,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",11,4,0.0,0.0,299.0,0.0,299.0,0.0,0.03678929765886288,0.0,8703.452821078818,887.9859124343913,0.3771720187351496,0.0016281904398636924,0.8046730461578585,0.0027816347209122716,0.49418180222482294,0.0034088663677073828,0.21179294916031996,0.000657137315778421,0.8688739192272443,0.0037338579911270916,0.31407572438430315,0.0020566085290830527,-0.18010607784051974,0.0017824741723693753
11,1,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",12,4,0.0,0.0,299.0,0.0,299.0,0.0,0.04013377926421405,0.0,9659.468632489861,1009.9657852013544,0.3754452675633897,0.0016083970313532897,0.7908814438597722,0.003702911532448469,0.48915802472372505,0.0036499852013130094,0.21075347561983315,0.0006361920974316034,0.8713498660654622,0.004177844871138654,0.3135822388893323,0.0020245661247649763,-0.17557578583439276,0.0019289656876252026
12,1,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",13,4,0.0,0.0,299.0,0.0,299.0,0.0,0.043478260869565216,0.0,10593.449073659349,1129.8875778001768,0.37361425664519693,0.0014168678356061928,0.7764722272907976,0.004016102157219157,0.4838868747505177,0.003521534158106575,0.20932342426195977,0.0005871024136126449,0.8713564980358222,0.0048068156053401095,0.3123733087605885,0.0018193547500526975,-0.17151356598992928,0.002091522367508958
13,1,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",14,4,0.0,0.0,299.0,0.0,299.0,0.0,0.046822742474916385,0.0,11650.164379568241,1269.7294865945184,0.37301786607056664,0.0014645797592295184,0.7742058418659552,0.004310963998176007,0.4828350009153356,0.0036292346715703356,0.211435287153312,0.0008686339432618434,0.8773357106101121,0.005078872915475275,0.31508541236262516,0.0019277021478217057,-0.16774958855271044,0.0023741921120904413
14,1,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",15,4,0.0,0.0,299.0,0.0,299.0,0.0,0.05016722408026756,0.0,12821.97684912136,1424.1714458830545,0.37182497437734663,0.0014012454034889714,0.7394936093284606,0.00601771812359704,0.47247634761638446,0.0039176025676562485,0.2142754206274548,0.0008530201672350931,0.8888440205195565,0.007339008790330166,0.3192678883038423,0.0016587556869239678,-0.15320845931254223,0.0024515023900869583
15,1,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",16,4,0.0,0.0,299.0,0.0,299.0,0.0,0.05351170568561873,0.0,13968.999431676652,1585.4069244661334,0.37153691183175913,0.0013637966076653861,0.7381560839900965,0.005894549267224558,0.4719005357692976,0.003848330463899602,0.21512494598646453,0.0008753018728436974,0.8877258051477575,0.007598283696206065,0.3198100880518524,0.0016528888545725893,-0.15209044771744518,0.0024345750250165804
0,2,5,1,[0],[5],2,4,0.0,0.0,299.0,0.0,299.0,0.0,0.006688963210702341,0.0,2.037142287586259,0.03185227192832325,0.4312956839855039,0.0029505663496020183,0.9556129985277954,0.0016300948616811226,0.574793466426838,0.004901162305560523,0.24311011813867545,0.00033165798895414315,0.8609698904636351,0.004803794972839833,0.33930895919900905,0.0026550303746826066,-0.23548450722782902,0.002880331397855889
1,2,5,1,"[0, 1]","[5, 6]",5,4,0.0,0.0,299.0,0.0,299.0,0.0,0.016722408026755852,0.0,12411.102361478486,134.8584957404397,0.41557052088192614,0.0028805451146466142,0.9448454830968241,0.0017037340395738378,0.5604261455149445,0.004851746184570346,0.24167455968716994,0.0003253291063820646,0.8576667222290921,0.006034175394692805,0.3375871052572194,0.002859701470398465,-0.2228390402577251,0.002809423474013432
2,2,5,1,"[0, 1, 2]","[5, 6, 7]",9,4,0.0,0.0,299.0,0.0,299.0,0.0,0.030100334448160536,0.0,231593.06507082796,10502.36965918716,0.4004114629087876,0.002711722452548635,0.9074752085428119,0.0016041550076942384,0.5391879933105026,0.004416057167950524,0.23040178862701866,0.0001974645792249232,0.8427455736963901,0.003198332306495962,0.3257330462932474,0.002155981608376176,-0.2134549470172552,0.0024751488486317607
3,2,5,1,"[0, 1, 2, 3]","[5, 6, 7, 8]",14,4,0.0,0.0,299.0,0.0,299.0,0.0,0.046822742474916385,0.0,1472651.3298350207,103381.29981094829,0.39337888364773616,0.0022511353527226797,0.8849589304974188,0.0037509121516856965,0.527914425791612,0.004023447973728119,0.23482033452725096,0.00036762230817788573,0.8658616125923229,0.004638658798242574,0.3330629819363637,0.0025533480597419948,-0.19485144385524833,0.0016978393245464644
4,2,5,1,"[0, 1, 2, 3, 4]","[5, 6, 7, 8, 9]",20,4,0.0,0.0,299.0,0.0,299.0,0.0,0.06688963210702341,0.0,4651854.464325027,331404.73964362807,0.37882939317654934,0.002419859602006541,0.8616867872037606,0.0026094847466720046,0.5109843751273782,0.0038819190460020704,0.24369504479701015,0.0012360664431062668,0.8688583706493941,0.00871306256599823,0.3410159305230276,0.0032779021694680304,-0.16996844460435065,0.002653039406283563
5,2,5,1,"[0, 1, 2, 3, 4, 5]","[5, 6, 7, 8, 9, 10]",27,4,0.0,0.0,299.0,0.0,299.0,0.0,0.0903010033444816,0.0,9899407.311044935,877171.2460490261,0.3631393401123908,0.0015102655852614047,0.8154684591164506,0.0032218201279246564,0.4869342666605563,0.003194790835899833,0.2503324930112846,0.0016805756381461279,0.9490714816681024,0.00710271065066978,0.3590924595355656,0.0028731587558009923,-0.1278418071249906,0.00263327278654345
6,2,5,1,"[0, 1, 2, 3, 4, 5, 6]","[5, 6, 7, 8, 9, 10, 11]",35,4,0.0,0.0,299.0,0.0,299.0,0.0,0.11705685618729098,0.0,21139059.97553952,1787940.0564935813,0.3562094751985587,0.0015274482972889502,0.7918042386150377,0.0012780520741734257,0.4754321125098376,0.0028229613342041215,0.2517836272829228,0.002031024298398506,0.9641511458561449,0.017801994103664485,0.3626747288788017,0.004888343186751001,-0.11275738363103585,0.003975744008671668
7,2,5,1,"[0, 1, 2, 3, 4, 5, 6, 7]","[5, 6, 7, 8, 9, 10, 11, 12]",44,4,0.0,0.0,299.0,0.0,299.0,0.0,0.14715719063545152,0.0,40525494.84590609,11184129.678522855,0.348801314788521,0.0009388084981319123,0.7560010000375597,0.003237799121125792,0.4602484157739501,0.0026901973814874762,0.2534126046774296,0.003267677187253715,0.9509743399737776,0.016366573990090352,0.3619864904724311,0.00529800094552541,-0.09826192530151899,0.005452421395053762
8,2,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[5, 6, 7, 8, 9, 10, 11, 12, 13]",54,4,0.0,0.0,299.0,0.0,299.0,0.0,0.1806020066889632,0.0,125200139.79555166,80403685.1772963,0.33306139869234264,0.0018187931585650968,0.7183972711050286,0.005421173838939158,0.43851567307393957,0.00328155476022696,0.2549515668018413,0.003187776086456507,1.0058791281702868,0.012431736581098193,0.3718377447352269,0.004981082186102934,-0.06667792833871271,0.004687531248004426
9,2,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",65,4,0.0,0.0,299.0,0.0,299.0,0.0,0.21739130434782608,0.0,202918944.71371308,150448471.0391944,0.3212026503590307,0.002566588516650643,0.6938237521737783,0.004409478670370133,0.42317769872105365,0.003253572340762137,0.25849076630337897,0.002827592075409029,1.0365927392019096,0.02226442143452397,0.3796022306791976,0.003660691181792843,-0.04357546804185608,0.0012933404840174388
10,2,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",77,4,0.0,0.0,299.0,0.0,299.0,0.0,0.25752508361204013,0.0,226449438.1542815,134005238.75681908,0.31105428310186606,0.0031417230705641217,0.6704535858082188,0.003950826986052511,0.40941178788251364,0.003742183974694988,0.26682510169457907,0.006370271819181361,1.0826076971077347,0.030068278575656797,0.3937728443943893,0.004767330553332565,-0.015638943488124404,0.005375711864576391
11,2,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",90,4,0.0,0.0,299.0,0.0,299.0,0.0,0.3010033444816054,0.0,660677993.519891,476310319.0230636,0.2842365728577893,0.0053952588784958585,0.6291961869188495,0.003090878080488292,0.3786355587608872,0.004782863015699282,0.29962520241476154,0.014641578317352447,1.2182718677299822,0.029427402413257933,0.4426240895704605,0.010609467522184854,0.06398853080957334,0.011396459990380994
12,2,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",104,4,0.0,0.0,299.0,0.0,299.0,0.0,0.34782608695652173,0.0,526361359.86342347,302709275.71425945,0.2580832644091915,0.0029598218540336113,0.5958482972428707,0.00816847907726376,0.3505214663212486,0.0047730012882705244,0.3295815625186313,0.019029407119639248,1.2103905330156595,0.008882171206736173,0.4667178670594733,0.0159523981025727,0.11619640073822472,0.01594353032246906
13,2,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",119,4,0.0,0.0,299.0,0.0,299.0,0.0,0.3979933110367893,0.0,599304924.8932371,476836256.9166367,0.2369654193181693,0.004639976854186296,0.5393400429788747,0.012627716916697024,0.31971414662761255,0.006413826845706194,0.3847104953055242,0.013451982801410224,1.356393230068175,0.014137331237086092,0.5359915457288036,0.010818562122945765,0.21627739910119106,0.004809380758791524
14,2,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",135,4,0.0,0.0,299.0,0.0,299.0,0.0,0.451505016722408,0.0,8429780812.858895,8736022257.528807,0.22495922806943458,0.00599250547343492,0.4957532620220514,0.011069591651185677,0.2990635157644607,0.007227842821831366,0.42420393043954197,0.012141580406991667,1.6031856349672589,0.023026580058844188,0.6078154073695845,0.00935270776026357,0.30875189160512384,0.008304716035040705
15,2,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",152,4,0.0,0.0,299.0,0.0,299.0,0.0,0.5083612040133779,0.0,7666546769.058213,11023036489.02893,0.20697921161646057,0.005815140310612676,0.44159370360435907,0.006723071176744977,0.27118180345747767,0.005948845998574487,0.4321407040580309,0.006097935123898582,1.8583017239221973,0.0539048541593013,0.6543006043671289,0.010021212247679257,0.38311880090965134,0.008675405299179725
0,3,5,1,[0],[5],3,4,0.0,0.0,299.0,0.0,299.0,0.0,0.010033444816053512,0.0,27.16178061875659,0.5382686483133496,0.4308327042959391,0.0029573175239581088,0.9554342042991955,0.0016879336712512024,0.5744084936359037,0.004926028876927515,0.2627090103470325,0.0003494170445126471,0.8453002880327667,0.007536689803460881,0.3534275802386506,0.002813146879336761,-0.22098091339725306,0.003157791366044402
1,3,5,1,"[0, 1]","[5, 6]",9,4,0.0,0.0,299.0,0.0,299.0,0.0,0.030100334448160536,0.0,14249906.097187597,5103093.1117376685,0.41236119016789863,0.0027355536210302966,0.9375723887331158,0.002578312820356191,0.5561050358232594,0.004795743725138594,0.2769958431672454,0.0006673452358078493,0.8588948458092237,0.009887577152912485,0.367606510206547,0.003523290250284195,-0.18849852561671232,0.0026035833064518943
2,3,5,1,"[0, 1, 2]","[5, 6, 7]",19,4,0.0,0.0,299.0,0.0,299.0,0.0,0.06354515050167224,0.0,2127151367.3791833,3558337521.6231236,0.39117887659377704,0.0023859405941006316,0.8776509934268406,0.006843920422951288,0.5243320199515282,0.005307045417977834,0.27689086134823715,0.0028841649901998703,0.8870369330050714,0.011335318886067997,0.37184812743168827,0.0015256755757654594,-0.15248389251983988,0.005077042626224657
3,3,5,1,"[0, 1, 2, 3]","[5, 6, 7, 8]",34,4,0.0,0.0,299.0,0.0,299.0,0.0,0.11371237458193979,0.0,802815450.4171544,964817262.351575,0.35933246938004465,0.003922394678069462,0.8165149741565052,0.007799243977423219,0.48446420306193566,0.004499868507832063,0.31712126959110204,0.005982313938390955,0.9765324986302943,0.019174257137975544,0.4197803091927429,0.00470432928064186,-0.06468389386919281,0.0046789729866280345
4,3,5,1,"[0, 1, 2, 3, 4]","[5, 6, 7, 8, 9]",55,4,0.0,0.0,299.0,0.0,299.0,0.0,0.18394648829431437,0.0,282104645.31338966,176604377.06766585,0.3205043898496515,0.0029940744328395942,0.7433539825491822,0.0032320598931225982,0.4362455518763162,0.0038516214663782728,0.3865481456867902,0.004931077334743815,0.9885495174136344,0.05550276258890757,0.480211376030242,0.012021981746778833,0.043965824153925734,0.00987203117039221
5,3,5,1,"[0, 1, 2, 3, 4, 5]","[5, 6, 7, 8, 9, 10]",83,4,0.0,0.0,299.0,0.0,299.0,0.0,0.27759197324414714,0.0,1219134601.159712,545633500.6424911,0.28399831002893594,0.005205639411978249,0.6376903723520728,0.004843686386796571,0.3808038826151376,0.005314539360272121,0.5129514057030483,0.012402598690488462,1.3616128501387743,0.07286944271057579,0.6449655565157552,0.017843776106053904,0.26416167390061757,0.01576094312916517
6,3,5,1,"[0, 1, 2, 3, 4, 5, 6]","[5, 6, 7, 8, 9, 10, 11]",119,4,0.0,0.0,299.0,0.0,299.0,0.0,0.3979933110367893,0.0,2692096859.9641585,3063405123.82165,0.2362868067785697,0.00422965197493525,0.5487573777279241,0.012937184541081599,0.3218162919056366,0.0008027577585791062,0.6180902815682878,0.019034342306086933,1.5222592106005364,0.09539324249672738,0.7587932010677503,0.027419971693197782,0.4369769091621136,0.02791305337606511
7,3,5,1,"[0, 1, 2, 3, 4, 5, 6, 7]","[5, 6, 7, 8, 9, 10, 11, 12]",164,4,0.0,0.0,299.0,0.0,299.0,0.0,0.5484949832775919,0.0,2343161523.145852,937197005.2549082,0.17966930514445517,0.005761017767612612,0.3865652062684636,0.018586886644122887,0.2363172892805494,0.001582856769853613,0.7799289644949878,0.07427967320442962,2.1309886496718087,0.13025275119504814,0.9902211016638979,0.079244250115155,0.7539038123833484,0.0781079060292656
8,3,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[5, 6, 7, 8, 9, 10, 11, 12, 13]",219,4,0.0,0.0,299.0,0.0,299.0,0.0,0.7324414715719063,0.0,178883320761.5307,304177428132.2628,0.10675721103622325,0.0025678963769173533,0.2525689100984882,0.01630993105025392,0.14667740944488802,0.003002209335836561,0.9792639497123392,0.05130618060289197,2.876414480479422,0.13621490567644826,1.274547378121017,0.06523021903693389,1.127869968676129,0.0677966172529427
9,3,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",285,4,1.0,0.0,299.0,0.0,299.0,0.0,0.9531772575250836,0.0,14053575893.444286,8215086827.6476345,0.05765068255354151,0.001572876141407033,0.13182227182066295,0.004261120130076117,0.07795782665509934,0.0003876683461727865,1.4877571999982289,0.11517645401611702,4.779262890310646,0.6330168228988449,1.9994116724598285,0.08659271718240512,1.9214538458047292,0.08658561471067983
10,3,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",363,4,1.0,0.0,299.0,0.0,299.0,0.0,1.214046822742475,0.0,18064182430.472458,10361167673.78907,0.013998459380313123,0.0025398115636274775,0.01663842718358825,0.0024520780386703632,0.014720120447371947,0.002422338620487695,4.078032841685058,0.4992508621777189,11.733008473308985,1.302320171206759,5.269999946394881,0.286524630473576,5.255279825947508,0.2887739893751058
11,3,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",454,4,1.0,0.0,299.0,0.0,299.0,0.0,1.5183946488294315,0.0,255804262760.96463,397393110689.5461,0.0003567042842397028,5.945358134506731e-05,0.0006185905712523858,3.665260993697485e-05,0.00042853468805570654,4.5651030522946374e-05,6.071993899618308,0.46990028254476673,18.56189120341736,0.334211418809584,8.015512330019025,0.42173228327506085,8.015083795330968,0.4216963038823719
12,3,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",559,4,1.0,0.0,299.0,0.0,299.0,0.0,1.8695652173913044,0.0,149979461806.65692,120937918680.53842,7.633176417384947e-06,2.4650072700899744e-06,1.5253638960211653e-05,2.3695166431675637e-06,9.716940503788505e-06,1.7871254418195563e-06,7.472900753950801,1.033982657494925,19.379327080977763,3.854512848948983,9.32135430443092,1.403797581259614,9.321344587490417,1.4037993036944385
13,3,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]",679,4,1.0,0.0,299.0,0.0,299.0,0.0,2.270903010033445,0.0,75551636510.16597,58552557553.083244,8.436146276195437e-07,1.0950181979940177e-07,1.2716067535014533e-06,3.1131691107392494e-07,9.603120105160556e-07,1.2391856639016114e-07,5.292181491657704,0.40922748873022696,16.984351187899573,1.305248342934556,7.113501834136627,0.41980749874753354,7.113500873824616,0.4198074086743715
14,3,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",815,4,1.0,0.25,299.0,0.0,299.0,0.0,2.725752508361204,0.0,1948794744780.5828,2835020855761.384,1.372974718674309e-07,2.0112004979343196e-08,1.7035286158122974e-07,3.0270353051878514e-08,1.4627782899006771e-07,1.6456491773985166e-08,5.003104188325041,0.6634503854840251,16.564618978203367,3.7715105997067764,6.806020938970928,1.0737004700291335,6.8060207926931,1.0737004627682316
15,3,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",968,4,1.0,0.0,299.0,0.0,299.0,0.0,3.237458193979933,0.0,140700871808.97217,75599519219.83318,2.0477319008721923e-08,2.119196592723879e-09,2.0760632652072636e-08,4.2043869879709676e-09,2.0548089726190884e-08,1.5734574928557313e-09,5.261125707170708,0.06590850696725396,14.040989662598856,1.5331262501311431,6.6304021461178655,0.29116301337262973,6.630402125569775,0.2911630127317421
