H,D,horizon_steps,lag_stride_frames,readout_time_delays,target_time_delays,number_of_terms,num_topology_sample_pairs,overparameterized_fraction,ill_conditioned_fraction,num_train_rows_mean,num_train_rows_std,num_validation_rows_mean,num_validation_rows_std,terms_per_train_row_mean,terms_per_train_row_std,condition_number_mean,condition_number_std,train_nmse_x_mean,train_nmse_x_std,train_nmse_y_mean,train_nmse_y_std,train_nmse_2d_mean,train_nmse_2d_std,validation_nmse_x_mean,validation_nmse_x_std,validation_nmse_y_mean,validation_nmse_y_std,validation_nmse_2d_mean,validation_nmse_2d_std,train_validation_gap_2d_mean,train_validation_gap_2d_std
0,1,5,1,[0],[5],1,4,0.0,0.0,299.0,0.0,299.0,0.0,0.0033444816053511705,0.0,1.0,0.0,0.5937304507556972,0.017433691590095494,0.9745533705622366,0.0008149122475927854,0.6966932015968146,0.012089343951910502,0.3196398272324152,0.0019981105029064474,0.8951341184386543,0.0031344143887854937,0.41875541516985065,0.004101737980086282,-0.27793778642696404,0.008550224861684478
1,1,5,1,"[0, 1]","[5, 6]",2,4,0.0,0.0,299.0,0.0,299.0,0.0,0.006688963210702341,0.0,74.3393999505832,0.16943292273968022,0.5793909254526045,0.01811733343511507,0.9660732359464572,0.0008365892793002458,0.6839389203483348,0.012575777566630251,0.30428506489551493,0.0017265339891230568,0.8938163941304971,0.0037488990538141077,0.4058209686164888,0.004039588876319983,-0.2781179517318459,0.008990013130828067
2,1,5,1,"[0, 1, 2]","[5, 6, 7]",3,4,0.0,0.0,299.0,0.0,299.0,0.0,0.010033444816053512,0.0,370.47186647536626,2.194321477878596,0.5281769556697947,0.015737475795189092,0.9323383895463007,0.0020111610514535307,0.6374404212086404,0.011085270687117059,0.2832648692344737,0.002033833171033393,0.8996090600968363,0.0014791791191161626,0.3894005601751601,0.0035820142200382763,-0.24803986103348027,0.007819884471154653
3,1,5,1,"[0, 1, 2, 3]","[5, 6, 7, 8]",4,4,0.0,0.0,299.0,0.0,299.0,0.0,0.013377926421404682,0.0,1009.3221730291559,18.015337410611327,0.5267701162294082,0.015616990261393278,0.9195380147921438,0.0023294468381071776,0.6329536810719454,0.011137099903646102,0.28719134769903487,0.0022789039902288313,0.9007926266687066,0.0013851099269479219,0.39285513473557476,0.003868535108905552,-0.24009854633637068,0.007512090184024643
4,1,5,1,"[0, 1, 2, 3, 4]","[5, 6, 7, 8, 9]",5,4,0.0,0.0,299.0,0.0,299.0,0.0,0.016722408026755852,0.0,1810.6587605587092,58.75462381301841,0.5058099916824876,0.014185789555297182,0.8722753630316262,0.002300482648819356,0.6048807630360765,0.010091299808761525,0.30077788783915815,0.004241349316863,0.9148806339610851,0.0034092885495233243,0.40651429729505717,0.005093472767491882,-0.19836646574101935,0.006111690700865355
5,1,5,1,"[0, 1, 2, 3, 4, 5]","[5, 6, 7, 8, 9, 10]",6,4,0.0,0.0,299.0,0.0,299.0,0.0,0.020066889632107024,0.0,2786.7210029252597,132.51790555697605,0.48533556462507405,0.013716404133224561,0.8721040122754982,0.0022328304638177996,0.5898928432677548,0.009675845185651923,0.2990433966951616,0.003681478094232464,0.915524580800965,0.003248482339906642,0.40519188493496383,0.004700447352662035,-0.18470095833279102,0.005604060790026845
6,1,5,1,"[0, 1, 2, 3, 4, 5, 6]","[5, 6, 7, 8, 9, 10, 11]",7,4,0.0,0.0,299.0,0.0,299.0,0.0,0.023411371237458192,0.0,4102.179092691395,271.7480884200006,0.47744825419817805,0.012765731396257212,0.8515171102036667,0.0019345828981571138,0.578571869359321,0.009010870024816334,0.3036316195507822,0.004144025537048252,0.9213591077425014,0.0036216536726449543,0.4099911364685604,0.005010055456546945,-0.1685807328907607,0.004535744204789767
7,1,5,1,"[0, 1, 2, 3, 4, 5, 6, 7]","[5, 6, 7, 8, 9, 10, 11, 12]",8,4,0.0,0.0,299.0,0.0,299.0,0.0,0.026755852842809364,0.0,5402.677896373527,435.93379870042276,0.4653544995538219,0.011805165749732338,0.8440507486378069,0.001910878033371718,0.5677291051958727,0.008151948270165953,0.29427667457813017,0.004059422467475621,0.9151401220615111,0.004227143009710178,0.4011748172975097,0.004873214862844967,-0.16655428789836296,0.004392457101800394
8,1,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8]","[5, 6, 7, 8, 9, 10, 11, 12, 13]",9,4,0.0,0.0,299.0,0.0,299.0,0.0,0.030100334448160536,0.0,6656.965609288547,616.3995343365041,0.4636598342413294,0.012070336788106217,0.8390452936481112,0.0026295254662161214,0.5651382062680171,0.00858433490646614,0.2894049465836002,0.004127554380498683,0.9233853340758955,0.005418769459153344,0.39855862982085183,0.004851950603824715,-0.1665795764471653,0.004719203890017263
9,1,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",10,4,0.0,0.0,299.0,0.0,299.0,0.0,0.033444816053511704,0.0,7747.339052242686,765.3444194459673,0.4589488502616154,0.011288934468061241,0.822591835175443,0.0029779325411933783,0.5572514651868312,0.008129379691085738,0.29344887485602655,0.004698209782943688,0.9339167611180396,0.006633452041205764,0.4037130431707182,0.005099417492053083,-0.15353842201611306,0.004133780988857698
10,1,5,1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",11,4,0.0,0.0,299.0,0.0,299.0,0.0,0.03678929765886288,0.0,8703.452821078818,887.9859124343913,0.45474682765228247,0.010863891142092873,0.8225296513817162,0.0029797316787893396,0.5541672982878671,0.00781865116433643,0.29242006587493813,0.0048435127158706955,0.9338190699793897,0.006664993198908983,0.4028441005208736,0.005223908173102225,-0.15132319776699354,0.004021492703587683
