topology,amplitude,sample,H,D,full_window_nmse_x,full_window_nmse_y,full_window_nmse_2d,basis_R2_2d
topology_17_prestress,amp=1,sample_0,1,1,0.3701965946350723,0.9193679162189352,0.4830336901915181,0.5169663098084819
topology_17_prestress,amp=1,sample_2,1,1,0.38526065264026627,0.9234659527484712,0.4972320342177643,0.5027679657822357
topology_17_prestress,amp=1,sample_3,1,1,0.3937829272052382,0.924970287308663,0.5056774104237749,0.4943225895762251
topology_17_prestress,amp=1,sample_4,1,1,0.39085486364770333,0.925098374710476,0.5028024824897063,0.49719751751029373
