topology_index,topology,amplitude,target_component,num_samples,basis_nmse_x_mean,basis_nmse_x_std,basis_R2_x_mean,basis_R2_x_std,c_alpha_x_sum_mean,c_alpha_x_sum_std,Q_x_twIPC_raw_mean,Q_x_twIPC_raw_std,Q_x_twIPC_clipped_mean,Q_x_twIPC_clipped_std,generic_total_ipc_clipped_mean,generic_total_ipc_clipped_std,actual_task_test_nmse_x_mean,actual_task_test_nmse_x_std,actual_task_test_nmse_y_mean,actual_task_test_nmse_y_std,actual_task_test_nmse_2d_mean,actual_task_test_nmse_2d_std
10,topology_10_prestress,amp=2.5,x,5,0.2964763784099918,0.0006089501839671063,0.7035236215900083,0.0006089501839670932,1.9585171457380057,0.021621045773034163,1.9489152033403538,0.020852580659681208,1.9489152033403538,0.020852580659681208,2.8923335733213213,0.014235002364860078,0.34021696476728625,0.07812203580460339,0.5335403004428888,0.24340189999544784,0.3463632985132564,0.08305374744250825
17,topology_17_prestress,amp=1,x,5,0.32604879831399214,0.004890411759980709,0.6739512016860079,0.00489041175998071,7.32734397649765,0.12682488206434614,7.082904120955834,0.31760676198539434,7.082904120955834,0.31760676198539434,2.7788502823855614,0.26100946541544245,0.4817550042270131,0.5558031672116666,0.15113897485801314,0.12983837139775578,0.4460373909048455,0.5096496886780709
